Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
253096,0.00,0.00,16,14.70,174,0.12,934,14.10,14.00,4.64,-10.02,3.65,1.28,0.00,0.64,0.00
253164,0.00,0.00,16,14.47,174,0.12,936,14.10,14.00,4.64,-10.02,3.65,1.28,0.00,0.64,0.00
253223,0.00,0.00,16,14.59,174,0.12,936,14.10,14.00,4.64,-10.02,3.65,1.28,0.00,0.64,0.00
253293,0.00,0.00,16,14.59,174,0.12,931,14.10,14.00,4.64,-10.02,3.65,1.28,0.00,0.64,0.00
253349,0.00,0.00,16,14.70,174,0.12,923,14.10,15.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
253421,0.00,0.00,16,14.70,174,0.12,925,14.10,14.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
253482,0.00,0.00,16,14.70,174,0.12,925,14.10,14.50,4.64,-10.02,3.62,1.28,0.00,0.64,0.00
253547,0.00,0.00,16,14.70,174,0.12,924,14.10,14.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
253612,0.00,0.00,16,14.81,174,0.12,926,14.10,14.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
253676,0.00,0.00,16,14.70,174,0.12,931,14.10,13.50,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
253740,0.00,0.00,16,14.81,174,0.12,930,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
253804,0.00,0.00,16,14.70,174,0.12,930,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
253862,0.00,0.00,16,14.70,174,0.12,930,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
253926,0.00,0.00,16,14.59,174,0.12,936,14.10,13.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
253990,0.00,0.00,16,14.70,174,0.12,929,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
254054,0.00,0.00,16,14.59,174,0.12,925,14.10,14.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254118,0.00,0.00,16,14.70,174,0.12,932,14.10,13.50,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254182,0.00,0.00,16,14.47,174,0.12,931,14.10,13.50,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
254246,0.00,0.00,16,14.59,174,0.12,927,14.10,14.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
254310,0.00,0.00,16,14.47,174,0.12,928,14.10,14.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
254374,0.00,0.00,16,14.59,174,0.12,930,14.10,14.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254438,0.00,0.00,16,14.47,174,0.12,932,14.10,13.50,4.64,-10.09,3.58,1.28,0.00,0.64,0.00
254502,0.00,0.00,16,14.59,174,0.11,930,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
254566,0.00,0.00,16,14.47,174,0.12,914,14.10,13.50,4.64,-10.07,3.60,1.28,0.00,0.64,0.00
254630,0.00,0.00,16,14.47,174,0.12,913,14.10,15.50,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254697,0.00,0.00,16,14.47,174,0.12,916,14.10,15.50,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254758,0.00,0.00,16,14.59,174,0.12,922,14.10,14.50,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
254823,0.00,0.00,16,14.47,174,0.12,919,14.10,14.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
254889,0.00,0.00,16,14.59,174,0.12,921,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
254951,0.00,0.00,16,14.47,174,0.12,924,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255015,0.00,0.00,16,14.59,174,0.12,925,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255079,0.00,0.00,16,14.59,174,0.12,913,14.10,13.50,4.64,-10.06,3.53,1.28,0.00,0.64,0.00
255143,0.00,0.00,16,14.47,174,0.12,909,14.10,14.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
255207,0.00,0.00,16,14.59,174,0.12,916,14.10,15.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255267,0.00,0.00,16,14.59,174,0.12,922,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
255333,0.00,0.00,16,14.70,174,0.12,920,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255397,0.00,0.00,16,14.59,174,0.12,915,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255463,0.00,0.00,16,14.70,174,0.12,916,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255527,0.00,0.00,16,14.59,174,0.12,914,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
255587,0.00,0.00,16,14.70,174,0.12,908,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
255651,0.00,0.00,16,14.59,174,0.12,904,14.10,14.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
255715,0.00,0.00,16,14.70,174,0.12,908,14.10,15.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
255779,0.00,0.00,16,14.70,174,0.12,908,14.10,14.50,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
255840,0.00,0.00,16,14.70,174,0.12,914,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
255904,0.00,0.00,16,14.59,174,0.12,919,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
255975,0.00,0.00,16,14.70,174,0.12,920,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
256039,0.00,0.00,16,14.59,174,0.12,918,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
256103,0.00,0.00,16,14.70,174,0.12,914,14.10,13.50,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
256159,0.00,0.00,16,14.59,174,0.12,918,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256223,0.00,0.00,16,14.70,174,0.12,917,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256287,0.00,0.00,16,14.59,174,0.12,920,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256351,0.00,0.00,16,14.70,174,0.12,918,14.10,13.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
256416,0.00,0.00,16,14.59,174,0.12,912,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256480,0.00,0.00,16,14.70,174,0.12,912,14.10,14.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
256544,0.00,0.00,16,14.70,174,0.12,915,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256608,0.00,0.00,16,14.70,174,0.12,913,14.10,13.50,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
256672,0.00,0.00,16,14.70,174,0.12,910,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256736,0.00,0.00,16,14.70,174,0.12,912,14.10,14.00,4.64,-10.06,3.60,1.28,0.00,0.64,0.00
256800,0.00,0.00,16,14.70,174,0.12,912,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
256864,0.00,0.00,16,14.70,174,0.12,908,14.10,14.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
256928,0.00,0.00,16,14.70,174,0.12,914,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
256992,0.00,0.00,16,14.70,174,0.12,914,14.10,13.50,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
257058,0.00,0.00,16,14.70,174,0.12,910,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257122,0.00,0.00,16,14.70,174,0.12,911,14.10,14.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
257186,0.00,0.00,16,14.70,174,0.12,918,14.10,13.50,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257250,0.00,0.00,16,14.70,174,0.12,919,14.10,13.00,4.64,-10.04,3.60,1.28,0.00,0.64,0.00
257314,0.00,0.00,16,14.59,174,0.12,915,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257378,0.00,0.00,16,14.70,174,0.12,918,14.10,13.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
257442,0.00,0.00,16,14.70,174,0.12,919,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257506,0.00,0.00,16,14.70,174,0.12,916,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257570,0.00,0.00,16,14.59,174,0.12,915,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257634,0.00,0.00,16,14.59,174,0.12,916,14.10,13.50,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
257700,0.00,0.00,16,14.70,174,0.12,914,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257758,0.00,0.00,16,14.70,174,0.12,910,14.10,13.50,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
257824,0.00,0.00,16,14.70,174,0.12,908,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257888,0.00,0.00,16,14.70,174,0.12,909,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
257952,0.00,0.00,16,14.70,174,0.12,913,14.10,14.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
258014,0.00,0.00,16,14.70,174,0.12,913,14.10,13.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
258078,0.00,0.00,16,14.81,174,0.12,909,14.10,13.00,4.64,-10.06,3.55,1.28,0.00,0.64,0.00
258142,0.00,0.00,16,14.70,174,0.12,906,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258206,0.00,0.00,16,14.81,174,0.12,915,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258272,0.00,0.00,16,14.81,174,0.12,916,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258334,0.00,0.00,16,14.81,174,0.12,916,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258398,0.00,0.00,16,14.81,174,0.12,911,14.10,13.50,4.64,-10.04,3.53,1.26,0.00,0.64,0.00
258462,0.00,0.00,16,14.81,174,0.12,912,14.10,13.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
258526,0.00,0.00,16,14.81,174,0.12,907,14.10,14.00,4.64,-10.04,3.53,1.26,0.00,0.64,0.00
258590,0.00,0.00,16,14.81,174,0.12,906,14.10,14.00,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
258654,0.00,0.00,16,14.70,174,0.12,908,14.10,13.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258717,0.00,0.00,16,14.81,174,0.12,904,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258782,0.00,0.00,16,14.70,174,0.12,897,14.10,14.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258846,0.00,0.00,16,14.81,174,0.12,901,14.10,14.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
258911,0.00,0.00,16,14.70,174,0.12,898,14.10,15.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
258975,0.00,0.00,16,14.81,174,0.12,902,14.10,14.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
259039,0.00,0.00,16,14.70,174,0.12,894,14.10,14.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
259103,0.00,0.00,16,14.70,174,0.12,895,14.10,14.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259167,0.00,0.00,16,14.59,174,0.12,888,14.10,15.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259231,0.00,0.00,16,14.70,174,0.12,884,14.10,15.50,4.64,-10.00,3.55,1.28,0.00,0.64,0.00
259291,0.00,0.00,16,14.59,174,0.12,888,14.10,15.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
259356,0.00,0.00,16,14.70,174,0.12,899,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259419,0.00,0.00,16,14.70,174,0.12,904,14.10,13.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259483,0.00,0.00,16,14.70,174,0.12,910,14.10,13.50,4.64,-10.02,3.53,1.28,0.00,0.64,0.00
259552,0.00,0.00,16,14.59,174,0.12,901,14.10,13.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259616,0.00,0.00,16,14.70,174,0.12,898,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
259676,0.00,0.00,16,14.70,174,0.12,891,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259740,0.00,0.00,16,14.70,174,0.12,896,14.10,15.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259804,0.00,0.00,16,14.70,174,0.12,887,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
259868,0.00,0.00,16,14.81,174,0.12,894,14.10,15.50,4.64,-10.00,3.55,1.28,0.00,0.64,0.00
259932,0.00,0.00,16,14.81,174,0.12,890,14.10,14.50,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
259996,0.00,0.00,16,14.81,174,0.12,894,14.10,15.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
260060,0.00,0.00,16,14.70,174,0.12,904,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
260121,0.00,0.00,16,14.81,174,0.12,911,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
260185,0.00,0.00,16,14.81,174,0.12,910,14.10,12.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
260253,0.00,0.00,16,14.70,174,0.12,910,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
260315,0.00,0.00,16,14.81,174,0.12,900,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
260379,0.00,0.00,16,14.70,174,0.12,905,14.10,14.00,4.64,-10.06,3.58,1.28,0.00,0.64,0.00
260441,0.00,0.00,16,14.81,174,0.12,905,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
260509,0.00,0.00,16,14.70,174,0.12,906,14.10,13.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
260573,0.00,0.00,16,14.70,174,0.12,896,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
260637,0.00,0.00,16,14.59,174,0.12,907,14.10,14.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
260696,0.00,0.00,16,14.70,174,0.12,900,14.10,13.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
260760,0.00,0.00,16,14.59,174,0.12,900,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
260824,0.00,0.00,16,14.59,174,0.12,901,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
260888,0.00,0.00,16,14.47,174,0.12,901,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
260952,0.00,0.00,16,14.59,174,0.12,904,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
261016,0.00,0.00,16,14.47,174,0.12,894,14.10,15.00,4.64,-10.06,3.50,1.26,0.00,0.64,0.00
261079,0.00,0.00,16,14.59,174,0.12,896,14.10,14.50,4.64,-10.02,3.53,1.26,0.00,0.64,0.00
261147,0.00,0.00,16,14.59,174,0.12,890,14.10,15.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
261211,0.00,0.00,16,14.70,174,0.12,893,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
261275,0.00,0.00,16,14.70,174,0.12,896,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
261339,0.00,0.00,16,14.59,174,0.12,904,14.10,13.50,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
261400,0.00,0.00,16,14.70,174,0.12,906,14.10,13.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
261464,0.00,0.00,16,14.59,174,0.12,905,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261528,0.00,0.00,16,14.70,174,0.12,913,14.10,12.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261592,0.00,0.00,16,14.70,174,0.12,911,14.10,13.00,4.64,-10.04,3.50,1.28,0.00,0.64,0.00
261656,0.00,0.00,16,14.70,174,0.12,909,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261725,0.00,0.00,16,14.70,174,0.12,912,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261782,0.00,0.00,16,14.70,174,0.12,903,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261846,0.00,0.00,16,14.70,174,0.12,902,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
261910,0.00,0.00,16,14.70,174,0.12,900,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
261974,0.00,0.00,16,14.70,174,0.12,899,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
262042,0.00,0.00,16,14.81,174,0.12,898,14.10,14.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
262106,0.00,0.00,16,14.70,174,0.12,901,14.10,14.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
262170,0.00,0.00,16,14.81,176,0.12,904,14.10,14.00,4.64,-10.02,3.60,1.28,0.00,0.64,0.00
262234,0.00,0.00,16,14.81,176,0.12,907,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
262298,0.00,0.00,16,14.81,176,0.12,920,14.10,13.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
262362,0.00,0.00,16,14.81,176,0.12,908,14.10,11.50,4.64,-10.04,3.50,1.28,0.00,0.64,0.00
262426,0.00,0.00,16,14.81,176,0.12,896,14.10,13.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
262490,0.00,0.00,16,14.81,176,0.12,894,14.10,14.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
262546,0.00,0.00,16,14.93,176,0.12,902,14.10,14.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
262618,0.00,0.00,16,14.81,176,0.12,899,14.10,13.50,4.64,-10.02,3.53,1.26,0.00,0.64,0.00
262680,0.00,0.00,16,14.81,176,0.12,900,14.10,14.00,4.64,-10.02,3.53,1.26,0.00,0.64,0.00
262744,0.00,0.00,16,14.81,176,0.12,905,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
262805,0.00,0.00,16,14.81,176,0.12,906,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
262869,0.00,0.00,16,14.81,176,0.12,908,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
262933,0.00,0.00,16,14.81,176,0.12,903,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
262997,0.00,0.00,16,14.81,176,0.12,900,14.10,13.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
263061,0.00,0.00,16,14.81,176,0.12,900,14.10,14.00,4.64,-10.04,3.58,1.26,0.00,0.64,0.00
263125,0.00,0.00,16,14.81,176,0.12,904,14.10,14.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
263190,0.00,0.00,16,14.81,176,0.12,915,14.10,14.50,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
263248,0.00,0.00,16,14.81,176,0.12,918,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
263320,0.00,0.00,16,14.70,176,0.12,902,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
263384,0.00,0.00,16,14.70,176,0.12,886,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
263440,0.00,0.00,16,14.70,176,0.12,886,14.10,15.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
263504,0.00,0.00,16,14.70,176,0.12,894,14.10,14.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
263572,0.00,0.00,16,14.59,176,0.12,892,14.10,14.50,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
263636,0.00,0.00,16,14.70,176,0.12,899,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
263696,0.00,0.00,16,14.59,176,0.12,902,14.10,13.50,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
263760,0.00,0.00,16,14.70,176,0.12,902,14.10,13.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
263832,0.00,0.00,16,14.59,176,0.12,894,14.10,14.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
263893,0.00,0.00,16,14.70,176,0.12,903,14.10,13.50,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
263953,0.00,0.00,16,14.47,176,0.12,908,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
264017,0.00,0.00,16,14.59,176,0.12,907,14.10,13.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264085,0.00,0.00,16,14.47,176,0.12,900,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
264149,0.00,0.00,16,14.59,176,0.12,899,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264218,0.00,0.00,16,14.47,176,0.12,897,14.10,14.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264274,0.00,0.00,16,14.59,176,0.12,894,14.10,14.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264338,0.00,0.00,16,14.47,176,0.12,892,14.10,15.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264402,0.00,0.00,16,14.59,176,0.12,903,14.10,13.50,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264466,0.00,0.00,16,14.47,176,0.12,896,14.10,14.00,4.64,-10.02,3.58,1.28,0.00,0.64,0.00
264530,0.00,0.00,16,14.59,176,0.12,909,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
264594,0.00,0.00,16,14.59,176,0.12,909,14.10,13.00,4.64,-10.02,3.55,1.28,0.00,0.64,0.00
264661,0.00,0.00,16,14.59,176,0.12,909,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
264720,0.00,0.00,16,14.59,176,0.12,904,14.10,13.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
264787,0.00,0.00,16,14.70,176,0.12,903,14.10,14.00,4.64,-10.04,3.58,1.28,0.00,0.64,0.00
264851,0.00,0.00,16,14.59,176,0.12,900,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
264915,0.00,0.00,16,14.70,176,0.12,904,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
264979,0.00,0.00,16,14.59,176,0.12,905,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265043,0.00,0.00,16,14.70,176,0.12,910,14.10,14.00,4.64,-10.04,3.55,1.28,0.00,0.64,0.00
265107,0.00,0.00,16,14.70,176,0.12,904,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265171,0.00,0.00,16,14.70,176,0.12,900,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265229,0.00,0.00,16,14.70,176,0.12,893,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265293,0.00,0.00,16,14.70,176,0.12,899,14.10,15.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265365,0.00,0.00,16,14.70,176,0.12,906,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265429,0.00,0.00,16,14.81,176,0.12,914,14.10,13.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
265485,0.00,0.00,16,14.81,176,0.12,906,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
265552,0.00,0.00,16,14.70,176,0.12,902,14.10,14.00,4.64,-10.06,3.53,1.26,0.00,0.64,0.00
265616,0.00,0.00,16,14.81,176,0.12,895,14.10,14.00,4.64,-10.02,3.53,1.26,0.00,0.64,0.00
265682,0.00,0.00,16,14.81,176,0.12,903,14.10,15.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
265746,0.00,0.00,16,14.70,176,0.12,898,14.10,14.00,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
265810,0.00,0.00,16,14.81,176,0.12,905,14.10,14.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
265874,0.00,0.00,16,14.81,176,0.12,909,14.10,14.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
265938,0.00,0.00,16,14.81,176,0.12,909,14.10,13.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266002,0.00,0.00,16,14.70,176,0.12,911,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
266066,0.00,0.00,16,14.70,176,0.12,902,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266130,0.00,0.00,16,14.81,176,0.12,900,14.10,14.50,4.64,-10.02,3.58,1.26,0.00,0.64,0.00
266194,0.00,0.00,16,14.81,176,0.12,910,14.10,13.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266258,0.00,0.00,16,14.70,176,0.12,914,14.10,13.00,4.64,-10.02,3.55,1.26,0.00,0.64,0.00
266322,0.00,0.00,16,14.70,176,0.12,906,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266380,0.00,0.00,16,14.70,176,0.12,908,14.10,14.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
266446,0.00,0.00,16,14.59,176,0.12,907,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
266510,0.00,0.00,16,14.70,176,0.12,913,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
266574,0.00,0.00,16,14.59,176,0.12,908,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
266634,0.00,0.00,16,14.70,176,0.12,912,14.10,13.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266697,0.00,0.00,16,14.47,176,0.12,912,14.10,12.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266763,0.00,0.00,16,14.59,176,0.12,918,14.10,12.50,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266827,0.00,0.00,16,14.47,176,0.12,907,14.10,13.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266893,0.00,0.00,16,14.59,176,0.12,905,14.10,14.00,4.64,-10.06,3.55,1.26,0.00,0.64,0.00
266957,0.00,0.00,16,14.47,176,0.12,906,14.10,13.50,4.64,-10.06,3.58,1.26,0.00,0.64,0.00
267023,0.00,0.00,16,14.59,176,0.12,912,14.10,13.50,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
267087,0.00,0.00,16,14.36,176,0.12,906,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
267151,0.00,0.00,16,14.47,176,0.12,908,14.10,13.00,4.64,-10.04,3.55,1.26,0.00,0.64,0.00
