Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
694327,23.85,0.09,2335,0.00,0.00,15,3.20,3.00,7.24,-2.63,0.64,176
694503,24.06,0.09,2310,0.00,0.00,15,3.20,3.00,7.14,-2.63,0.64,176
694691,24.07,0.10,2301,0.00,0.00,15,3.20,3.00,7.18,-2.63,0.64,176
694878,24.06,0.10,2280,0.00,0.00,15,3.20,3.00,7.14,-2.63,0.64,176
695066,23.70,0.10,2268,0.00,0.00,15,3.20,3.00,7.17,-2.63,0.64,176
695238,23.74,0.09,2260,0.00,0.00,15,3.20,3.00,7.10,-2.32,0.64,176
695425,24.04,0.09,2230,0.00,0.00,15,3.20,3.00,7.17,-2.32,0.64,176
695602,23.80,0.10,2210,0.00,0.00,15,3.20,3.00,7.06,-2.32,0.64,176
695789,23.99,0.09,2199,0.00,0.00,15,3.20,3.00,6.37,-2.32,0.64,176
695961,23.82,0.10,2203,0.00,0.00,15,3.20,3.00,7.24,-2.32,0.64,176
696148,24.01,0.10,2192,0.00,0.00,15,2.85,3.00,7.29,-2.01,0.64,176
696336,23.61,0.09,2156,0.00,0.00,15,2.85,2.50,6.81,-2.01,0.64,176
696523,23.67,0.10,1844,0.00,0.00,15,3.91,3.00,6.11,-1.39,0.64,176
696695,23.96,0.13,1630,0.00,0.00,15,6.02,13.00,6.33,-1.39,0.64,176
696883,23.63,0.16,1369,0.00,0.00,15,7.07,14.50,6.95,-1.39,0.66,176
697070,23.67,0.44,1331,0.00,0.00,15,23.95,26.50,31.12,0.77,1.38,176
697242,20.24,0.23,2333,0.00,0.00,15,31.68,35.50,14.90,-0.46,0.64,176
697430,13.78,0.10,2252,0.00,0.00,15,6.72,15.50,6.23,-2.63,0.64,176
697617,22.93,0.11,2030,0.00,0.00,15,3.91,3.50,7.10,-1.70,0.64,176
697789,23.89,0.12,1728,0.00,0.00,15,5.66,13.00,6.77,-1.39,0.64,176
697976,23.61,0.21,1441,0.00,0.00,15,10.23,7.50,9.84,-1.39,0.76,176
698164,23.69,0.21,1729,0.00,0.00,15,23.24,14.00,12.35,-1.39,0.80,176
698336,17.49,0.18,2168,0.00,0.00,15,40.82,35.50,12.20,-2.63,0.80,176
698523,14.82,0.16,2825,0.00,0.00,15,41.17,39.00,14.78,-4.18,0.80,176
698711,15.04,0.16,2794,0.00,0.00,15,40.47,40.00,15.10,-4.18,0.74,176
698883,14.08,0.11,2720,0.00,0.00,15,21.48,32.50,8.82,-4.18,0.64,176
699070,14.52,0.11,2696,0.00,0.00,15,5.31,11.00,9.97,-4.18,0.64,176
699257,19.96,0.12,2690,0.00,0.00,15,5.31,5.00,10.48,-3.87,0.64,176
699429,23.84,0.11,2676,0.00,0.00,15,5.31,5.00,9.48,-3.87,0.64,176
699622,23.74,0.11,2671,0.00,0.00,15,5.31,5.00,9.97,-3.87,0.64,176
699793,24.07,0.11,2647,0.00,0.00,15,4.96,5.00,9.84,-3.87,0.64,176
699981,23.73,0.11,2604,0.00,0.00,15,4.96,4.50,9.26,-3.87,0.64,176
700168,23.89,0.11,2592,0.00,0.00,15,4.61,4.50,9.66,-3.56,0.64,178
700356,24.05,0.11,2532,0.00,0.00,15,4.61,4.50,9.35,-3.56,0.64,176
700528,24.12,0.11,2500,0.00,0.00,15,4.26,4.00,9.39,-3.25,0.64,178
700717,23.80,0.10,2454,0.00,0.00,15,4.26,4.00,8.39,-3.25,0.64,178
700904,23.62,0.11,2428,0.00,0.00,15,4.26,4.00,8.61,-2.94,0.64,178
701076,23.77,0.11,2382,0.00,0.00,15,4.26,4.00,8.56,-2.94,0.64,178
701264,24.01,0.10,2334,0.00,0.00,15,3.91,3.50,7.66,-2.63,0.64,178
701451,23.99,0.10,2296,0.00,0.00,15,3.91,3.50,7.65,-2.63,0.64,178
701623,23.83,0.10,2268,0.00,0.00,15,3.91,3.50,7.34,-2.63,0.64,178
701812,23.46,0.11,2233,0.00,0.00,15,3.91,3.50,7.89,-2.32,0.64,178
701999,23.88,0.10,2212,0.00,0.00,15,3.91,3.50,7.66,-2.32,0.64,178
702171,23.73,0.10,2186,0.00,0.00,15,3.91,3.50,7.37,-2.32,0.64,178
702358,24.12,0.11,2159,0.00,0.00,15,3.91,3.50,7.65,-2.01,0.64,178
702546,23.74,0.10,2117,0.00,0.00,15,3.55,3.50,7.46,-2.01,0.64,178
702733,24.06,0.11,2116,0.00,0.00,15,3.55,3.50,7.37,-2.01,0.64,178
702905,23.57,0.11,2096,0.00,0.00,15,3.55,3.50,7.10,-1.70,0.64,178
703097,24.06,0.10,2047,0.00,0.00,15,3.55,3.50,6.81,-1.70,0.64,178
703274,23.77,0.10,2031,0.00,0.00,15,3.55,3.50,6.77,-1.70,0.64,178
703448,24.05,0.10,2025,0.00,0.00,15,3.55,3.50,6.88,-1.70,0.64,178
703635,24.05,0.10,1994,0.00,0.00,15,3.55,3.50,7.03,-1.70,0.64,178
703824,23.88,0.10,1988,0.00,0.00,15,3.55,3.50,6.81,-1.39,0.64,178
704000,23.99,0.10,1946,0.00,0.00,15,3.91,3.50,6.59,-1.39,0.64,178
704188,24.06,0.11,1821,0.00,0.00,15,4.96,4.00,6.84,-1.39,0.64,178
704375,24.00,0.14,1636,0.00,0.00,15,6.72,14.00,6.99,-1.39,0.64,178
704547,24.12,0.17,1316,0.00,0.00,15,7.42,15.50,7.06,-1.39,0.64,178
704734,23.85,0.16,1254,0.00,0.00,15,7.42,12.50,6.81,-1.39,0.64,178
704922,23.73,0.15,1306,0.00,0.00,15,7.42,7.00,5.55,-1.39,0.64,178
705094,18.73,0.15,1300,0.00,0.00,15,7.42,7.00,6.51,-1.39,0.64,178
705281,16.09,0.15,1304,0.00,0.00,15,7.42,7.00,6.51,-1.39,0.64,178
705469,15.69,0.15,1305,0.00,0.00,15,7.42,7.00,6.70,-1.39,0.64,178
705641,15.27,0.14,1321,0.00,0.00,15,7.42,5.50,6.29,-1.39,0.64,178
705829,15.02,0.15,1311,0.00,0.00,15,7.42,7.50,6.44,-1.39,0.64,178
706016,15.24,0.15,1298,0.00,0.00,15,7.42,7.50,6.48,-1.39,0.64,178
706188,15.03,0.14,1314,0.00,0.00,15,7.42,6.00,6.37,-1.39,0.64,178
706375,14.77,0.14,1304,0.00,0.00,15,7.42,7.50,6.07,-1.39,0.64,178
706563,14.65,0.14,1304,0.00,0.00,15,7.42,9.00,6.18,-1.39,0.64,178
706750,14.77,0.14,1306,0.00,0.00,15,7.42,7.00,5.94,-1.39,0.64,178
706922,14.60,0.14,1286,0.00,0.00,15,7.42,8.50,5.91,-1.39,0.64,178
707110,14.42,0.14,1296,0.00,0.00,15,7.42,7.00,5.94,-1.39,0.64,178
707297,14.63,0.14,1273,0.00,0.00,15,7.42,8.50,6.04,-1.39,0.64,178
707485,14.49,0.14,1272,0.00,0.00,15,7.42,7.00,5.87,-1.39,0.64,178
707657,14.36,0.14,1260,0.00,0.00,15,7.42,7.50,5.94,-1.39,0.64,178
707844,14.56,0.14,1254,0.00,0.00,15,7.42,9.50,5.91,-1.39,0.64,178
708016,14.77,0.14,1247,0.00,0.00,15,7.42,10.00,5.87,-1.39,0.64,178
708203,14.70,0.14,1240,0.00,0.00,15,7.42,10.00,5.65,-1.39,0.64,178
708391,14.77,0.14,1230,0.00,0.00,15,7.42,10.00,5.59,-1.39,0.64,178
708563,14.79,0.14,1225,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,178
708750,14.87,0.14,1228,0.00,0.00,15,7.42,9.50,5.65,-1.39,0.64,178
708938,14.87,0.14,1212,0.00,0.00,15,7.42,10.50,5.65,-1.39,0.64,178
709125,14.74,0.14,1219,0.00,0.00,15,7.42,9.00,5.65,-1.39,0.64,178
709297,14.53,0.14,1212,0.00,0.00,15,7.42,7.50,5.68,-1.39,0.64,178
709485,14.30,0.14,1216,0.00,0.00,15,7.42,7.00,5.78,-1.39,0.64,178
709672,14.46,0.14,1219,0.00,0.00,15,7.42,8.00,5.74,-1.39,0.64,180
709859,14.53,0.14,1219,0.00,0.00,15,7.42,7.00,5.72,-1.39,0.64,180
710031,14.48,0.14,1229,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,180
710219,14.44,0.14,1207,0.00,0.00,15,7.42,9.00,5.66,-1.39,0.64,180
710391,14.65,0.14,1212,0.00,0.00,15,7.42,8.00,5.68,-1.39,0.64,180
710594,14.70,0.14,1216,0.00,0.00,15,7.42,7.00,5.62,-1.39,0.64,180
710766,14.65,0.14,1217,0.00,0.00,15,7.42,7.00,5.62,-1.39,0.64,180
710953,14.72,0.14,1209,0.00,0.00,15,7.42,7.00,5.68,-1.39,0.64,180
711134,14.79,0.14,1214,0.00,0.00,15,7.42,7.00,5.68,-1.39,0.64,180
711322,14.72,0.14,1222,0.00,0.00,15,7.42,6.00,5.68,-1.39,0.64,180
711494,14.51,0.14,1220,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
711681,14.42,0.14,1208,0.00,0.00,15,7.42,8.00,5.62,-1.39,0.64,180
711869,14.51,0.14,1206,0.00,0.00,15,7.42,7.50,5.68,-1.08,0.64,180
712041,14.44,0.14,1223,0.00,0.00,15,7.42,6.00,5.65,-1.39,0.64,180
712228,14.63,0.14,1218,0.00,0.00,15,7.42,7.00,5.72,-1.39,0.64,180
712416,14.60,0.14,1221,0.00,0.00,15,7.42,7.50,5.65,-1.39,0.64,180
712603,14.65,0.14,1220,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
712790,14.58,0.14,1233,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
712962,14.65,0.14,1208,0.00,0.00,15,7.42,7.00,5.62,-1.39,0.64,180
713150,14.76,0.14,1201,0.00,0.00,15,7.42,8.00,5.68,-1.39,0.64,180
713322,14.77,0.14,1219,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,180
713509,14.72,0.14,1203,0.00,0.00,15,7.42,8.00,5.68,-1.39,0.64,180
713697,14.74,0.14,1208,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
713869,14.75,0.14,1215,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
714056,14.65,0.14,1214,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,180
714243,14.66,0.14,1214,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
714415,14.70,0.14,1214,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
714603,14.75,0.14,1211,0.00,0.00,15,7.42,7.50,5.65,-1.39,0.64,180
714790,14.74,0.14,1216,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
714978,14.67,0.14,1212,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
715150,14.67,0.14,1220,0.00,0.00,15,7.42,6.50,5.72,-1.39,0.64,180
715337,14.72,0.14,1205,0.00,0.00,15,7.42,8.00,5.72,-1.39,0.64,180
715525,14.82,0.14,1210,0.00,0.00,15,7.42,5.50,5.72,-1.39,0.64,180
715697,14.73,0.14,1210,0.00,0.00,15,7.42,6.50,5.72,-1.39,0.64,180
715884,14.75,0.14,1219,0.00,0.00,15,7.42,7.00,5.68,-1.39,0.64,180
716071,14.67,0.14,1224,0.00,0.00,15,7.42,6.00,5.74,-1.39,0.64,180
716259,14.82,0.14,1218,0.00,0.00,15,7.42,7.50,5.68,-1.39,0.64,180
716431,14.98,0.14,1216,0.00,0.00,15,7.42,7.00,5.68,-1.39,0.64,180
716618,15.03,0.14,1213,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,180
716806,15.13,0.14,1211,0.00,0.00,15,7.42,7.00,5.68,-1.39,0.64,180
716982,15.16,0.14,1212,0.00,0.00,15,7.42,7.00,5.72,-1.39,0.64,180
717170,15.11,0.14,1209,0.00,0.00,15,7.42,7.50,5.68,-1.39,0.64,180
717342,14.92,0.14,1214,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,180
717534,14.82,0.14,1216,0.00,0.00,15,7.42,7.00,5.72,-1.39,0.64,180
717709,14.81,0.14,1221,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,180
717896,14.84,0.14,1227,0.00,0.00,15,7.42,6.00,5.68,-1.39,0.64,180
718084,14.87,0.14,1230,0.00,0.00,15,7.42,6.00,5.72,-1.39,0.64,180
718256,14.79,0.14,1221,0.00,0.00,15,7.42,6.50,5.59,-1.39,0.64,181
718443,14.79,0.14,1232,0.00,0.00,15,7.42,6.00,5.65,-1.39,0.64,181
718630,14.76,0.14,1234,0.00,0.00,15,7.42,6.00,5.65,-1.39,0.64,181
718802,14.74,0.14,1228,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,181
718990,14.67,0.14,1230,0.00,0.00,15,7.42,6.50,5.65,-1.39,0.64,181
719177,14.56,0.14,1219,0.00,0.00,15,7.42,7.50,5.65,-1.39,0.64,181
722036,13.17,0.19,2006,0.00,0.00,15,33.44,37.00,9.65,-1.70,0.64,181
722211,12.60,0.12,1994,0.00,0.00,15,11.99,13.50,6.55,-1.39,0.64,181
722399,13.16,0.12,1783,0.00,0.00,15,5.31,4.00,7.06,-1.39,0.64,181
722586,15.04,0.15,1564,0.00,0.00,15,7.07,14.00,7.37,-1.39,0.64,181
722758,22.99,0.17,1272,0.00,0.00,15,7.42,15.50,7.03,-1.39,0.64,181
722945,24.20,0.16,1334,0.00,0.00,15,7.07,4.50,6.77,-1.39,0.64,181
723133,23.06,0.15,1370,0.00,0.00,15,7.07,2.50,6.70,-1.39,0.64,181
723320,16.03,0.15,1349,0.00,0.00,15,7.07,4.50,6.66,-1.39,0.64,181
723492,15.14,0.14,1360,0.00,0.00,15,7.07,4.50,6.59,-1.39,0.64,181
723680,14.95,0.14,1356,0.00,0.00,15,7.07,6.00,6.44,-1.39,0.64,181
723867,14.82,0.14,1338,0.00,0.00,15,7.07,7.00,6.40,-1.39,0.64,181
724039,14.75,0.13,1359,0.00,0.00,15,7.07,4.50,6.22,-1.39,0.64,181
724227,14.60,0.13,1352,0.00,0.00,15,7.07,7.00,5.94,-1.39,0.64,181
724414,14.55,0.14,1342,0.00,0.00,15,7.42,7.50,5.91,-1.39,0.64,181
724586,14.65,0.14,1312,0.00,0.00,15,7.42,10.50,6.04,-1.39,0.64,183
724773,14.79,0.13,1325,0.00,0.00,15,7.42,8.00,5.85,-1.39,0.64,183
724961,14.67,0.13,1313,0.00,0.00,15,7.42,9.50,5.65,-1.39,0.64,183
725133,14.72,0.13,1286,0.00,0.00,15,7.42,10.00,5.72,-1.39,0.64,183
725320,14.90,0.13,1288,0.00,0.00,15,7.42,10.50,5.74,-1.39,0.64,183
725508,15.09,0.13,1281,0.00,0.00,15,7.42,10.00,5.68,-1.39,0.64,183
725695,15.13,0.13,1269,0.00,0.00,15,7.42,10.50,5.65,-1.39,0.64,183
725867,15.08,0.13,1254,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,183
726055,15.19,0.13,1266,0.00,0.00,15,7.42,10.50,5.59,-1.39,0.64,183
726242,15.11,0.13,1252,0.00,0.00,15,7.42,10.00,5.40,-1.39,0.64,183
726414,15.03,0.13,1237,0.00,0.00,15,7.42,10.50,5.46,-1.39,0.64,183
726602,15.01,0.13,1234,0.00,0.00,15,7.42,10.50,5.49,-1.39,0.64,183
726789,15.00,0.14,1249,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,183
726976,14.74,0.13,1228,0.00,0.00,15,7.42,10.00,5.43,-1.39,0.64,183
727148,14.63,0.13,1224,0.00,0.00,15,7.42,9.50,5.46,-1.39,0.64,183
727336,14.53,0.13,1208,0.00,0.00,15,7.42,10.50,5.30,-1.39,0.64,183
727523,14.53,0.13,1208,0.00,0.00,15,7.42,9.00,5.40,-1.39,0.64,183
727711,14.65,0.13,1212,0.00,0.00,15,7.42,8.00,5.46,-1.39,0.64,183
727883,14.60,0.13,1221,0.00,0.00,15,7.42,7.50,5.33,-1.39,0.64,183
728070,14.55,0.13,1214,0.00,0.00,15,7.42,8.00,5.27,-1.39,0.64,183
728258,14.44,0.13,1202,0.00,0.00,15,7.42,8.50,5.36,-1.08,0.64,183
728430,14.49,0.14,1202,0.00,0.00,15,7.42,9.50,5.46,-1.39,0.64,183
728617,14.69,0.14,1208,0.00,0.00,15,7.42,8.00,5.55,-1.39,0.64,183
728789,14.56,0.14,1201,0.00,0.00,15,7.42,7.50,5.59,-1.39,0.64,183
728976,14.46,0.14,1215,0.00,0.00,15,7.42,6.00,5.59,-1.39,0.64,183
729164,14.32,0.14,1216,0.00,0.00,15,7.42,6.00,5.52,-1.39,0.64,183
729340,14.27,0.14,1208,0.00,0.00,15,7.42,7.00,5.55,-1.39,0.64,183
729528,14.44,0.13,1205,0.00,0.00,15,7.42,7.50,5.46,-1.39,0.64,183
729700,14.49,0.14,1204,0.00,0.00,15,7.42,7.50,5.52,-1.39,0.64,183
729892,14.61,0.14,1208,0.00,0.00,15,7.42,7.00,5.65,-1.39,0.64,183
730067,14.72,0.14,1208,0.00,0.00,15,7.42,7.00,5.59,-1.39,0.64,183
730259,14.70,0.14,1205,0.00,0.00,15,7.42,8.00,5.52,-1.39,0.64,183
730447,14.76,0.14,1214,0.00,0.00,15,10.59,9.50,5.62,-1.39,0.64,183
730619,14.74,0.14,1224,0.00,0.00,15,10.59,9.00,5.62,-1.39,0.64,185
730811,14.74,0.14,1222,0.00,0.00,15,10.59,9.50,5.72,-1.39,0.64,185
730983,14.79,0.13,1246,0.00,0.00,15,10.59,7.00,5.68,-1.39,0.64,185
731170,14.77,0.14,1247,0.00,0.00,15,10.59,8.50,5.65,-1.39,0.64,185
731343,14.70,0.14,1249,0.00,0.00,15,10.59,8.00,5.68,-1.39,0.64,185
731530,14.65,0.13,1246,0.00,0.00,15,10.59,9.50,5.59,-1.39,0.64,185
731718,14.74,0.13,1239,0.00,0.00,15,10.59,10.00,5.55,-1.39,0.64,185
731905,14.81,0.13,1243,0.00,0.00,15,10.59,9.50,5.52,-1.39,0.64,185
732077,14.79,0.13,1238,0.00,0.00,15,10.59,10.50,5.62,-1.39,0.64,185
732265,14.90,0.13,1254,0.00,0.00,15,10.59,9.50,5.55,-1.39,0.64,185
732452,14.81,0.13,1246,0.00,0.00,15,10.59,10.50,5.55,-1.39,0.64,185
732639,14.74,0.13,1248,0.00,0.00,15,10.59,10.00,5.52,-1.39,0.64,185
732811,14.74,0.13,1251,0.00,0.00,15,10.59,10.50,5.49,-1.39,0.64,185
732999,14.79,0.13,1248,0.00,0.00,15,10.59,11.50,5.40,-1.39,0.64,185
733186,14.87,0.13,1243,0.00,0.00,15,10.59,10.50,5.40,-1.39,0.64,185
733358,14.84,0.13,1244,0.00,0.00,15,10.59,10.50,5.49,-1.39,0.64,185
733546,14.81,0.13,1244,0.00,0.00,15,10.59,10.50,5.46,-1.39,0.64,185
733796,14.74,0.13,1242,0.00,0.00,15,10.59,11.00,5.36,-1.39,0.64,185
733968,14.65,0.13,1228,0.00,0.00,15,10.59,11.50,5.33,-1.39,0.64,185
736396,14.46,0.16,1250,0.00,0.00,15,11.29,8.50,6.40,-1.39,0.70,185
736584,14.32,0.18,1355,0.00,0.00,15,14.45,12.00,7.78,-1.39,0.72,185
736756,13.39,0.17,1537,0.00,0.00,15,20.08,15.50,8.87,-1.39,0.74,185
736943,13.36,0.17,1733,0.00,0.00,15,30.62,23.00,9.70,-1.39,0.76,185
737131,14.67,0.17,1900,0.00,0.00,15,34.49,32.00,10.49,-1.39,0.78,185
737303,14.87,0.18,1980,0.00,0.00,15,36.60,34.50,11.56,-1.39,0.80,185
737490,14.60,0.18,2043,0.00,0.00,15,36.95,35.50,12.26,-1.70,0.80,185
737677,14.34,0.20,2013,0.00,0.00,15,37.66,36.00,12.79,-1.70,0.82,187
737849,14.06,0.20,1990,0.00,0.00,15,37.66,36.50,13.51,-1.70,0.82,185
738037,13.63,0.21,1977,0.00,0.00,15,37.66,36.00,13.26,-1.39,0.82,185
738224,13.91,0.19,1988,0.00,0.00,15,34.84,36.00,13.20,-1.39,0.66,187
738396,13.36,0.11,2028,0.00,0.00,15,15.16,19.50,6.33,-1.39,0.64,187
738584,12.63,0.11,1925,0.00,0.00,15,7.42,8.00,6.73,-1.39,0.64,187
738771,13.40,0.12,1730,0.00,0.00,15,5.31,16.00,7.06,-1.39,0.64,187
738943,15.02,0.12,1687,0.00,0.00,15,6.02,13.50,6.73,-1.39,0.64,187
739135,15.84,0.12,1612,0.00,0.00,15,6.37,14.00,6.44,-1.39,0.64,187
739307,15.46,0.12,1553,0.00,0.00,15,6.37,14.00,6.26,-1.39,0.64,187
739499,15.08,0.11,1528,0.00,0.00,15,6.72,14.50,5.78,-1.39,0.64,187
739687,14.67,0.12,1502,0.00,0.00,15,7.07,15.00,5.78,-1.39,0.66,187
739863,14.42,0.12,1476,0.00,0.00,15,7.42,15.00,5.87,-1.39,0.68,187
740051,14.42,0.16,1394,0.00,0.00,15,11.99,9.00,7.62,-1.39,0.70,187
740227,14.70,0.17,1434,0.00,0.00,15,16.56,13.00,8.31,-1.39,0.74,187
740415,13.62,0.19,1528,0.00,0.00,15,24.30,19.00,9.22,-1.39,0.74,187
740587,13.51,0.19,1607,0.00,0.00,15,30.27,28.00,9.97,-1.39,0.76,187
740774,14.08,0.20,1671,0.00,0.00,15,31.33,29.50,10.94,-1.39,0.78,187
740961,14.70,0.21,1701,0.00,0.00,15,31.68,30.50,11.45,-1.39,0.80,187
741138,14.67,0.22,1668,0.00,0.00,15,30.62,30.50,12.26,-1.39,0.80,187
741325,14.23,0.23,1588,0.00,0.00,15,29.22,29.00,12.20,-1.39,0.80,187
741497,14.08,0.25,1523,0.00,0.00,15,28.87,28.00,12.53,-1.39,0.80,187
741685,13.54,0.21,1557,0.00,0.00,15,27.46,27.50,10.04,-1.39,0.64,187
741872,13.43,0.14,1757,0.00,0.00,15,10.94,11.50,6.59,-1.39,0.64,187
742044,14.63,0.13,1551,0.00,0.00,15,6.72,2.50,6.81,-1.39,0.64,187
742232,18.86,0.17,1368,0.00,0.00,15,7.42,15.00,7.14,-1.39,0.68,187
742419,23.69,0.21,1236,0.00,0.00,15,12.34,9.00,8.65,-1.39,0.74,187
742591,22.70,0.20,1485,0.00,0.00,15,21.84,17.00,10.13,-1.39,0.76,187
742779,14.51,0.19,1733,0.00,0.00,15,32.38,25.00,10.85,-1.39,0.78,187
742966,14.77,0.18,1833,0.00,0.00,15,33.79,32.00,11.29,-1.39,0.78,187
743138,14.82,0.19,1814,0.00,0.00,15,33.09,32.00,11.51,-1.39,0.78,187
743325,14.70,0.20,1738,0.00,0.00,15,32.03,30.50,11.24,-1.39,0.78,187
743513,14.53,0.22,1673,0.00,0.00,15,30.62,29.50,11.93,-1.39,0.80,187
743685,13.95,0.17,1634,0.00,0.00,15,21.48,32.00,9.33,-1.39,0.64,187
743872,13.49,0.13,1636,0.00,0.00,15,7.42,14.00,6.40,-1.39,0.64,187
744060,15.11,0.15,1462,0.00,0.00,15,7.07,15.00,6.84,-1.39,0.64,187
744232,18.05,0.16,1231,0.00,0.00,15,7.42,15.50,6.55,-1.39,0.64,187
744419,25.68,0.14,1358,0.00,0.00,15,7.07,6.50,5.81,-1.39,0.64,187
744609,19.89,0.13,1350,0.00,0.00,15,7.07,5.50,5.74,-1.39,0.64,187
744781,15.19,0.13,1327,0.00,0.00,15,7.42,8.00,5.91,-1.39,0.64,189
744968,14.69,0.13,1340,0.00,0.00,15,7.42,6.00,5.91,-1.39,0.64,189
745156,14.90,0.13,1299,0.00,0.00,15,7.42,10.50,5.78,-1.39,0.64,189
745343,14.92,0.13,1311,0.00,0.00,15,7.42,10.00,5.85,-1.39,0.64,189
745515,15.08,0.13,1310,0.00,0.00,15,7.42,8.00,5.74,-1.39,0.64,189
745703,14.95,0.13,1303,0.00,0.00,15,7.42,8.50,5.65,-1.39,0.64,189
745890,14.79,0.14,1276,0.00,0.00,15,7.42,10.50,5.65,-1.39,0.64,189
746062,14.95,0.13,1265,0.00,0.00,15,7.42,10.50,5.65,-1.39,0.64,189
746249,14.82,0.13,1260,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,189
746436,14.66,0.13,1248,0.00,0.00,15,7.42,10.00,5.52,-1.39,0.64,189
746613,14.76,0.13,1255,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,189
746800,14.72,0.13,1247,0.00,0.00,15,7.42,10.00,5.52,-1.39,0.64,189
746972,14.74,0.13,1247,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,189
747160,14.77,0.14,1244,0.00,0.00,15,7.42,8.00,5.62,-1.39,0.64,189
747347,14.87,0.15,1246,0.00,0.00,15,7.42,8.00,6.29,-1.39,0.66,189
747519,14.77,0.16,1295,0.00,0.00,15,8.12,7.00,6.70,-1.39,0.68,189
747707,14.23,0.17,1380,0.00,0.00,15,11.99,9.50,7.70,-1.39,0.70,189
747894,13.78,0.17,1404,0.00,0.00,15,17.62,13.00,8.14,-1.39,0.70,189
748081,13.89,0.16,1481,0.00,0.00,15,22.54,19.00,8.19,-1.39,0.70,189
748254,14.00,0.16,1543,0.00,0.00,15,28.16,25.50,8.52,-1.39,0.72,189
748443,14.41,0.14,1673,0.00,0.00,15,22.54,18.50,6.81,-1.39,0.64,189
748631,14.74,0.12,1618,0.00,0.00,15,8.83,2.50,6.62,-1.39,0.64,189
748803,16.08,0.15,1398,0.00,0.00,15,7.07,10.50,6.81,-1.39,0.64,189
748990,19.34,0.17,1261,0.00,0.00,15,7.42,15.50,6.62,-1.39,0.64,189
749178,24.55,0.13,1333,0.00,0.00,15,7.42,6.00,5.85,-1.39,0.64,189
749350,18.21,0.14,1289,0.00,0.00,15,7.42,10.50,6.04,-1.39,0.64,189
749537,15.94,0.14,1290,0.00,0.00,15,7.42,9.50,6.04,-1.39,0.64,189
749709,15.69,0.14,1293,0.00,0.00,15,7.42,9.50,6.15,-1.39,0.64,189
749896,15.39,0.14,1309,0.00,0.00,15,7.42,6.50,5.98,-1.39,0.64,189
750084,15.08,0.14,1295,0.00,0.00,15,7.42,8.00,5.81,-1.39,0.64,189
750259,14.82,0.14,1283,0.00,0.00,15,7.42,7.00,5.91,-1.39,0.64,189
750447,14.81,0.14,1281,0.00,0.00,15,7.42,8.00,5.81,-1.39,0.64,189
750634,14.84,0.14,1270,0.00,0.00,15,7.42,8.00,5.78,-1.39,0.64,189
750822,14.84,0.14,1259,0.00,0.00,15,7.42,9.50,5.78,-1.39,0.64,189
750993,14.74,0.14,1268,0.00,0.00,15,7.42,8.00,5.85,-1.39,0.64,189
751181,14.74,0.13,1275,0.00,0.00,15,7.42,8.50,5.68,-1.39,0.64,189
751368,14.58,0.13,1262,0.00,0.00,15,7.42,9.00,5.65,-1.39,0.64,189
751556,14.39,0.13,1249,0.00,0.00,15,7.42,9.50,5.52,-1.39,0.64,189
751728,14.63,0.13,1236,0.00,0.00,15,7.42,10.00,5.52,-1.39,0.64,189
751920,14.77,0.14,1232,0.00,0.00,15,7.42,9.50,5.59,-1.39,0.64,189
752107,14.74,0.14,1244,0.00,0.00,15,7.42,9.00,5.72,-1.39,0.64,189
752279,14.70,0.14,1234,0.00,0.00,15,7.42,9.50,5.65,-1.39,0.64,189
752467,14.49,0.14,1230,0.00,0.00,15,7.42,8.50,5.65,-1.39,0.64,189
752654,14.53,0.14,1224,0.00,0.00,15,7.42,9.00,5.59,-1.39,0.64,189
752826,14.46,0.14,1226,0.00,0.00,15,7.42,8.00,5.52,-1.39,0.64,189
