Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Throttle* (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value)
880692,14.70,0.12,852,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
880892,14.59,0.12,839,0.00,0.00,16,14.10,15.00,4.79,3.34,-1.08,0.64,0.0,0
881092,14.59,0.12,852,0.00,0.00,16,14.10,13.50,4.79,3.34,-1.08,0.64,0.0,0
881294,14.47,0.12,864,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
881493,14.36,0.12,844,0.00,0.00,16,14.10,14.50,4.79,3.34,-1.08,0.64,0.0,0
881687,14.47,0.12,833,0.00,0.00,16,14.10,15.50,4.79,3.34,-1.08,0.64,0.0,0
881890,14.70,0.12,847,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
882090,14.81,0.12,857,0.00,0.00,16,14.10,13.00,4.79,3.34,-1.08,0.64,0.0,0
882291,14.70,0.12,850,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
882491,14.70,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
882690,14.70,0.12,849,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
882895,14.70,0.12,852,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
883086,14.70,0.12,836,0.00,0.00,16,14.10,15.00,4.79,3.34,-1.08,0.64,0.0,0
883289,14.70,0.12,847,0.00,0.00,16,14.10,13.50,4.93,3.31,-1.08,0.64,0.0,0
883491,14.81,0.11,858,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
883688,14.59,0.12,836,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
883889,14.70,0.12,841,0.00,0.00,16,14.10,13.00,4.93,3.34,-1.08,0.64,0.0,0
884084,14.59,0.12,859,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
884287,14.47,0.12,841,0.00,0.00,16,14.10,15.50,4.79,3.31,-1.08,0.64,0.0,0
884487,14.59,0.12,831,0.00,0.00,16,14.10,14.00,4.93,3.31,-1.08,0.64,0.0,0
884686,14.70,0.12,854,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
884885,14.70,0.12,840,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
885087,14.70,0.12,835,0.00,0.00,16,14.10,14.50,4.93,3.31,-1.08,0.64,0.0,0
885287,14.59,0.12,832,0.00,0.00,16,14.10,15.00,4.93,3.34,-1.08,0.64,0.0,0
885486,14.70,0.12,848,0.00,0.00,16,14.10,13.00,4.93,3.34,-1.08,0.64,0.0,0
885685,14.59,0.12,852,0.00,0.00,16,14.10,13.00,4.79,3.34,-1.08,0.64,0.0,0
885886,14.70,0.12,838,0.00,0.00,16,14.10,14.50,4.79,3.34,-1.08,0.64,0.0,0
886090,14.70,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
886283,14.70,0.12,862,0.00,0.00,16,14.10,11.50,4.79,3.31,-1.08,0.64,0.0,0
886489,14.81,0.12,849,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
886682,14.70,0.12,862,0.00,0.00,16,14.10,12.00,4.79,3.31,-1.08,0.64,0.0,0
886885,14.70,0.12,847,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
887080,14.47,0.12,841,0.00,0.00,16,14.10,14.50,4.79,3.31,-1.08,0.64,0.0,0
887284,14.70,0.12,845,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
887484,14.70,0.12,849,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
887682,14.70,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
887880,14.59,0.12,835,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
888076,14.47,0.12,850,0.00,0.00,16,14.10,12.50,4.79,3.34,-1.08,0.64,0.0,0
888276,14.47,0.12,859,0.00,0.00,16,14.10,13.00,4.79,3.34,-1.08,0.64,0.0,0
888475,14.59,0.12,841,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
888674,14.59,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
888879,14.70,0.12,858,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
889078,14.70,0.12,860,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
889274,14.70,0.12,830,0.00,0.00,16,14.10,15.50,4.79,3.36,-1.08,0.64,0.0,0
889476,14.59,0.12,836,0.00,0.00,16,14.10,14.50,4.93,3.34,-1.08,0.64,0.0,0
889673,14.59,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
889879,14.70,0.12,845,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
890076,14.59,0.12,841,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
890274,14.70,0.12,850,0.00,0.00,16,14.10,13.00,4.79,3.36,-1.08,0.64,0.0,0
890475,14.59,0.12,842,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
890671,14.47,0.12,846,0.00,0.00,16,14.10,13.50,4.79,3.36,-1.08,0.64,0.0,0
890870,14.59,0.12,849,0.00,0.00,16,14.10,13.00,4.79,3.34,-1.08,0.64,0.0,0
891072,14.47,0.12,852,0.00,0.00,16,14.10,13.00,4.79,3.36,-1.08,0.64,0.0,0
891270,14.70,0.12,839,0.00,0.00,16,14.10,14.50,4.79,3.36,-1.08,0.64,0.0,0
891471,14.59,0.12,841,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
891670,14.70,0.12,846,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
891871,14.70,0.12,841,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
892070,14.59,0.12,835,0.00,0.00,16,14.10,14.50,4.79,3.36,-1.08,0.64,0.0,0
892271,14.59,0.12,833,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
892469,14.59,0.12,852,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
892664,14.59,0.12,846,0.00,0.00,16,14.10,14.50,4.79,3.34,-1.08,0.64,0.0,0
892868,14.70,0.12,835,0.00,0.00,16,14.10,14.00,4.93,3.36,-1.08,0.64,0.0,0
893069,14.70,0.12,839,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
893268,14.70,0.12,836,0.00,0.00,16,14.10,14.00,4.79,3.31,-1.08,0.64,0.0,0
893467,14.59,0.12,838,0.00,0.00,16,14.10,14.00,4.93,3.34,-1.08,0.64,0.0,0
893668,14.47,0.12,846,0.00,0.00,16,14.10,13.00,4.79,3.34,-1.08,0.64,0.0,0
893870,14.70,0.12,857,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
894069,14.70,0.12,840,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
894266,14.70,0.12,842,0.00,0.00,16,14.10,13.50,4.79,3.34,-1.08,0.64,0.0,0
894469,14.70,0.12,852,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
894665,14.70,0.12,843,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
894870,14.59,0.12,841,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.08,0.64,0.0,0
895066,14.59,0.12,845,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
895268,14.70,0.12,849,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
895466,14.70,0.12,829,0.00,0.00,16,14.10,15.50,4.79,3.34,-1.08,0.64,0.0,0
895665,14.81,0.12,839,0.00,0.00,16,14.10,14.00,4.93,3.34,-1.08,0.64,0.0,0
895864,14.81,0.12,857,0.00,0.00,16,14.10,12.00,4.79,3.31,-1.08,0.64,0.0,0
896064,14.70,0.12,845,0.00,0.00,16,14.10,13.50,4.79,3.31,-1.08,0.64,0.0,0
896263,14.70,0.12,838,0.00,0.00,16,14.10,14.00,4.79,3.36,-1.08,0.64,0.0,0
896463,14.59,0.12,850,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,0.0,0
896659,14.70,0.12,859,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
896862,14.81,0.12,843,0.00,0.00,16,14.10,14.50,4.79,3.31,-1.08,0.64,0.0,0
897063,14.81,0.12,836,0.00,0.00,16,14.10,14.50,4.79,3.31,-1.08,0.64,0.0,0
897261,14.70,0.12,843,0.00,0.00,16,14.10,13.00,4.79,3.31,-1.08,0.64,0.0,0
897461,14.59,0.12,837,0.00,0.00,16,14.10,14.50,4.79,3.34,-1.08,0.64,0.0,0
897657,14.59,0.12,834,0.00,0.00,16,14.10,14.50,4.93,3.36,-1.08,0.64,0.0,0
897865,14.59,0.12,850,0.00,0.00,16,14.10,13.00,4.93,3.29,-1.08,0.64,0.0,0
898060,14.59,0.12,858,0.00,0.00,16,14.10,12.50,4.93,3.31,-1.08,0.64,0.0,0
898261,14.70,0.12,858,0.00,0.00,16,14.10,12.50,4.79,3.34,-1.08,0.64,0.0,0
898460,14.93,0.12,871,0.00,0.00,16,14.10,11.50,4.79,3.31,-1.08,0.64,0.0,0
898657,15.16,0.13,864,0.00,0.00,16,14.10,12.50,4.79,3.83,-1.08,0.68,0.0,0
898855,15.16,0.18,899,0.00,0.00,16,14.80,14.00,5.37,5.30,-1.08,0.74,0.0,0
899059,14.81,0.19,1120,0.00,0.00,16,17.27,17.00,6.38,6.99,-1.08,0.76,0.0,0
899258,12.52,0.17,1418,0.00,0.00,16,23.95,23.50,6.24,7.74,-1.39,0.78,0.0,0
899458,13.67,0.17,1552,0.00,0.00,16,27.81,27.50,6.09,8.95,-1.39,0.80,0.0,0
899655,15.39,0.18,1583,0.00,0.00,16,28.87,28.50,6.24,9.53,-1.39,0.80,0.0,0
899856,15.85,0.20,1568,0.00,0.00,16,28.87,28.50,6.38,9.97,-1.39,0.82,0.0,0
900056,14.93,0.21,1565,0.00,0.00,16,28.87,28.50,6.82,10.69,-1.39,0.82,0.0,0
900254,14.59,0.22,1550,0.00,0.00,16,28.52,28.50,7.11,11.15,-1.39,0.84,0.0,0
900453,14.81,0.22,1536,0.00,0.00,16,28.52,28.50,7.40,11.51,-1.39,0.84,0.0,0
900652,14.93,0.23,1527,0.00,0.00,16,28.52,28.50,7.69,11.66,-1.39,0.84,0.0,0
900856,15.16,0.23,1526,0.00,0.00,16,28.87,28.50,7.84,11.71,-1.39,0.84,0.0,0
901056,15.16,0.23,1536,0.00,0.00,16,28.87,28.50,7.84,12.09,-1.39,0.84,0.0,0
901255,15.16,0.16,1648,0.00,0.00,16,26.76,26.00,5.22,4.37,-1.39,0.64,0.0,0
901452,15.04,0.09,1708,0.00,0.00,16,15.86,14.50,3.92,4.43,-1.39,0.64,0.0,0
901653,16.77,0.12,1394,0.00,0.00,16,14.10,22.00,3.92,5.65,-1.39,0.64,0.0,0
901854,18.26,0.13,1267,0.00,0.00,16,14.10,22.00,3.92,5.43,-1.39,0.64,0.0,0
902055,21.59,0.12,1274,0.00,0.00,16,14.10,20.00,3.77,4.97,-1.39,0.64,0.0,0
902254,22.74,0.11,1249,0.00,0.00,16,14.10,20.50,3.63,4.75,-1.39,0.64,0.0,0
902454,18.15,0.12,1193,0.00,0.00,16,14.10,22.00,3.63,4.64,-1.08,0.64,0.0,0
902652,12.86,0.13,1102,0.00,0.00,16,14.10,22.00,3.77,4.73,-1.08,0.66,0.0,0
902852,11.83,0.16,1055,0.00,0.00,16,14.10,22.00,4.21,5.46,-1.08,0.68,0.0,0
903052,11.37,0.14,1094,0.00,0.00,16,14.80,14.50,4.79,5.27,-1.08,0.70,0.0,0
903252,11.14,0.15,1171,0.00,0.00,16,16.91,16.50,5.22,5.94,-1.08,0.72,0.0,0
903452,11.60,0.15,1240,0.00,0.00,16,19.73,19.00,5.37,6.33,-1.39,0.74,0.0,0
903648,13.78,0.16,1268,0.00,0.00,16,22.19,22.00,5.51,6.62,-1.39,0.74,0.0,0
903850,15.39,0.16,1279,0.00,0.00,16,22.54,22.50,5.66,6.88,-1.39,0.74,0.0,0
904047,16.08,0.17,1268,0.00,0.00,16,22.54,22.50,5.80,7.14,-1.39,0.76,0.0,0
904244,15.50,0.20,1258,0.00,0.00,16,22.54,22.50,6.24,8.03,-1.39,0.78,0.0,0
904447,14.93,0.22,1245,0.00,0.00,16,25.00,25.00,6.82,9.35,-1.39,0.80,0.6,0
904646,14.59,0.23,1274,0.00,0.00,16,26.05,26.00,7.55,9.84,-1.39,0.82,0.0,0
904847,14.70,0.24,1296,0.00,0.00,16,26.76,27.00,7.69,10.33,-1.39,0.82,0.0,0
905044,15.16,0.24,1317,0.00,0.00,16,27.11,26.50,7.84,10.48,-1.39,0.82,0.0,0
905244,15.73,0.22,1328,0.00,0.00,16,27.46,25.50,7.11,10.64,-1.39,0.64,-1.2,0
905446,15.62,0.13,1465,0.00,0.00,16,18.67,17.50,4.93,3.03,-1.39,0.64,0.0,0
905644,14.81,0.09,1499,0.00,0.00,16,14.10,14.00,3.92,4.26,-1.39,0.64,0.0,0
905842,14.13,0.11,1352,0.00,0.00,16,14.10,20.50,3.48,5.21,-1.39,0.64,0.0,0
906040,14.01,0.13,1195,0.00,0.00,16,14.10,22.00,3.77,5.27,-1.39,0.64,0.0,0
906243,13.67,0.14,1094,0.00,0.00,16,14.10,22.00,3.92,5.08,-1.08,0.64,0.0,0
906441,12.63,0.14,1024,0.00,0.00,16,14.10,22.00,4.06,4.82,-1.08,0.64,0.0,0
906639,11.60,0.13,998,0.00,0.00,16,14.10,22.00,4.21,4.40,-1.08,0.64,0.0,0
906841,11.14,0.12,1008,0.00,0.00,16,14.10,22.00,4.21,4.13,-1.08,0.64,0.0,0
907041,11.02,0.12,1030,0.00,0.00,16,14.10,19.00,4.21,3.96,-1.08,0.64,0.0,0
907237,11.14,0.12,1004,0.00,0.00,16,14.10,20.50,4.06,3.99,-1.08,0.64,0.0,0
907436,11.25,0.12,979,0.00,0.00,16,14.10,21.50,4.06,3.93,-1.08,0.64,0.0,0
907635,11.71,0.12,966,0.00,0.00,16,14.10,21.50,4.21,3.91,-1.08,0.64,0.0,0
907837,12.40,0.12,946,0.00,0.00,16,14.10,22.00,4.35,3.82,-1.08,0.64,0.0,0
908037,12.63,0.12,925,0.00,0.00,16,14.10,22.00,4.35,3.67,-1.08,0.64,0.0,0
908237,13.21,0.12,914,0.00,0.00,16,14.10,21.50,4.50,3.55,-1.08,0.64,0.0,0
908434,13.32,0.11,905,0.00,0.00,16,14.10,21.00,4.50,3.45,-1.08,0.64,0.0,0
908633,13.67,0.12,866,0.00,0.00,16,14.10,22.00,4.50,3.50,-1.08,0.66,0.0,0
908832,13.90,0.15,844,0.00,0.00,16,14.10,22.00,4.93,4.24,-1.08,0.68,0.0,0
909033,14.70,0.16,941,0.00,0.00,16,14.80,14.00,5.51,4.97,-1.08,0.70,0.6,0
909229,15.39,0.18,1025,0.00,0.00,16,16.91,17.00,6.24,6.18,-1.08,0.74,0.0,0
909431,15.50,0.18,1140,0.00,0.00,16,19.38,20.00,6.53,7.06,-1.08,0.76,0.0,0
909628,15.50,0.20,1195,0.00,0.00,16,21.84,22.00,6.82,7.98,-1.39,0.78,0.6,0
909828,15.85,0.22,1241,0.00,0.00,16,24.30,24.50,7.25,8.91,-1.39,0.80,0.0,0
910027,15.62,0.22,1294,0.00,0.00,16,25.70,26.00,7.40,9.88,-1.39,0.82,0.0,0
910227,15.50,0.23,1352,0.00,0.00,16,26.76,26.50,7.55,10.43,-1.39,0.82,0.0,0
910425,15.50,0.23,1380,0.00,0.00,16,27.11,27.00,7.69,10.54,-1.39,0.82,0.0,0
910622,15.50,0.24,1378,0.00,0.00,16,27.46,27.50,7.84,10.99,-1.39,0.82,0.0,0
910824,15.39,0.25,1351,0.00,0.00,16,28.16,28.00,7.98,11.19,-1.39,0.82,0.0,0
911024,15.16,0.26,1320,0.00,0.00,16,28.52,28.50,8.27,11.35,-1.39,0.84,0.0,0
911220,15.04,0.27,1252,0.00,0.00,16,29.57,29.50,8.56,11.40,-1.39,0.84,-0.6,0
911423,14.93,0.28,1213,0.00,0.00,16,28.87,28.50,9.14,11.40,-1.39,0.84,0.0,0
911621,14.93,0.27,1340,0.00,0.00,16,29.57,29.50,9.00,12.15,-1.39,0.84,0.0,0
911817,14.93,0.26,1440,0.00,0.00,16,29.22,29.00,8.85,12.48,-1.39,0.86,0.0,0
912021,15.16,0.26,1542,0.00,0.00,16,29.22,29.00,8.56,13.26,-1.39,0.88,0.0,0
912221,15.73,0.27,1655,0.00,0.00,16,30.98,30.50,8.56,14.92,-1.39,0.90,0.0,0
912420,15.27,0.27,1758,0.00,0.00,16,33.79,33.50,8.56,15.92,-1.39,0.92,0.0,0
912618,14.93,0.28,1886,0.00,0.00,16,36.95,36.50,8.85,17.48,-1.39,0.94,0.0,0
912817,14.81,0.28,1987,0.00,0.00,16,39.41,39.00,9.00,18.64,-1.39,0.96,0.0,0
913018,15.04,0.28,2091,0.00,0.00,16,40.82,41.00,9.00,19.74,-1.39,0.96,0.0,0
913218,15.96,0.28,2198,0.00,0.00,16,42.58,42.50,9.00,21.09,-1.70,0.96,0.0,0
913415,15.73,0.30,2310,0.00,0.00,16,43.98,43.50,9.14,22.77,-2.01,0.98,-0.6,0
913613,14.01,0.30,2436,0.00,0.00,16,44.69,45.00,9.14,24.22,-2.63,0.98,0.0,0
913809,13.78,0.30,2554,0.00,0.00,16,44.34,44.00,9.14,25.89,-2.63,0.98,0.0,0
914013,13.90,0.30,2693,0.00,0.00,16,43.98,43.50,9.14,26.73,-2.63,1.00,0.0,0
914213,14.01,0.30,2812,0.00,0.00,16,43.63,43.50,9.00,27.26,-3.25,1.00,0.0,0
914412,13.90,0.29,2924,0.00,0.00,16,43.98,43.50,8.85,27.99,-3.25,0.98,0.0,0
914611,13.55,0.28,3024,0.00,0.00,16,44.34,44.00,8.56,27.79,-3.87,0.98,0.0,0
914811,13.32,0.27,3133,0.00,0.00,16,44.34,44.00,8.56,27.68,-3.87,0.96,-0.6,0
915011,13.32,0.23,3248,0.00,0.00,16,44.34,44.00,7.11,19.69,-4.18,0.70,-0.6,0
915211,11.94,0.11,3095,0.00,0.00,16,-10.16,-10.50,4.35,11.05,-4.18,0.64,0.0,0
915411,14.01,0.15,2666,0.00,0.00,16,-10.16,-10.50,4.06,12.96,-3.87,0.64,0.0,0
915610,18.26,0.15,2339,0.00,0.00,16,3.55,5.00,4.06,11.29,-3.25,0.64,0.0,0
915806,23.89,0.12,2027,0.00,0.00,16,14.10,14.00,3.92,8.11,-1.70,0.64,0.0,0
916010,23.77,0.13,1772,0.00,0.00,16,14.10,14.00,3.92,8.06,-1.39,0.64,0.0,0
916208,23.66,0.16,1467,0.00,0.00,16,14.10,14.00,4.21,7.94,-1.39,0.64,0.0,0
916409,23.54,0.16,1204,0.00,0.00,16,14.10,22.00,4.50,6.26,-1.39,0.64,0.0,0
916605,23.66,0.12,1328,0.00,0.00,16,14.10,12.50,4.35,3.93,-1.39,0.64,0.0,0
916804,23.54,0.11,1302,0.00,0.00,16,14.10,13.50,4.06,4.88,-1.39,0.66,0.0,0
917006,20.44,0.14,1288,0.00,0.00,16,14.45,14.00,4.35,6.00,-1.39,0.72,0.6,0
917210,14.59,0.15,1356,0.00,0.00,16,17.27,17.00,4.79,6.62,-1.39,0.74,0.0,0
917405,13.09,0.15,1568,0.00,0.00,16,23.59,22.50,5.22,7.66,-1.39,0.80,0.0,0
917602,13.32,0.19,1865,0.00,0.00,16,34.49,34.00,5.95,11.56,-1.39,0.84,0.0,0
917804,15.16,0.20,1776,0.00,0.00,16,33.09,33.00,6.53,11.66,-1.39,0.86,0.0,0
918005,15.27,0.24,1808,0.00,0.00,16,34.84,34.00,7.11,14.59,-1.39,0.90,0.0,0
918204,15.04,0.30,1842,0.00,0.00,16,36.25,35.50,8.27,17.11,-1.39,0.98,0.0,0
918403,14.93,0.34,1892,0.00,0.00,16,38.36,38.00,9.58,21.36,-0.15,1.02,0.6,0
918600,14.70,0.35,1940,0.00,0.00,16,39.06,39.00,10.45,22.24,0.15,1.04,0.0,0
918801,15.16,0.34,1990,0.00,0.00,16,39.77,39.50,10.59,22.77,0.15,1.04,0.0,0
919001,15.50,0.32,2054,0.00,0.00,16,40.47,40.00,10.16,21.54,-0.15,0.96,0.0,0
919198,15.16,0.26,2086,0.00,0.00,16,41.17,40.50,8.13,14.60,-2.01,0.86,-0.6,0
919402,14.93,0.18,2113,0.00,0.00,16,36.60,34.00,6.38,10.33,-2.01,0.78,-0.6,0
919597,14.01,0.12,2124,0.00,0.00,16,22.54,21.50,5.08,7.57,-2.01,0.74,0.6,0
919798,12.40,0.11,2108,0.00,0.00,16,20.08,21.00,4.50,7.46,-2.01,0.74,0.0,0
920000,12.75,0.11,2104,0.00,0.00,16,20.08,21.00,4.21,7.69,-2.01,0.74,0.0,0
920199,13.09,0.11,2093,0.00,0.00,16,21.48,22.50,4.06,7.86,-2.01,0.72,0.0,0
920395,12.86,0.10,2072,0.00,0.00,16,23.59,25.00,3.92,6.81,-1.70,0.66,-0.6,0
920596,12.52,0.09,2056,0.00,0.00,16,20.08,20.00,3.34,6.33,-1.70,0.64,0.0,0
920795,12.86,0.09,2030,0.00,0.00,16,14.10,14.00,3.34,6.18,-1.70,0.64,0.0,0
920992,14.24,0.09,1978,0.00,0.00,16,14.10,14.00,3.48,6.26,-1.70,0.64,0.0,0
921197,17.57,0.09,1958,0.00,0.00,16,14.10,14.00,3.48,6.11,-1.39,0.64,0.0,0
921402,22.85,0.09,1916,0.00,0.00,16,14.10,14.00,3.48,5.91,-1.39,0.64,0.0,0
921596,24.81,0.09,1888,0.00,0.00,16,14.10,14.00,3.48,5.78,-1.39,0.64,0.0,0
921794,23.77,0.10,1851,0.00,0.00,16,14.10,14.00,3.34,5.94,-1.39,0.64,0.0,0
921997,23.77,0.09,1819,0.00,0.00,16,14.10,14.00,3.34,5.43,-1.39,0.64,0.0,0
922196,23.66,0.10,1785,0.00,0.00,16,14.10,14.00,3.34,5.68,-1.39,0.64,0.0,0
922397,24.00,0.10,1748,0.00,0.00,16,14.10,14.00,3.34,5.74,-1.39,0.64,0.0,0
922592,23.43,0.10,1724,0.00,0.00,16,14.10,14.00,3.34,5.74,-1.39,0.64,0.0,0
922795,23.89,0.10,1678,0.00,0.00,16,14.10,14.00,3.34,5.84,-1.39,0.64,0.0,0
922995,23.77,0.11,1652,0.00,0.00,16,14.10,14.00,3.48,5.85,-1.39,0.64,0.0,0
923195,24.00,0.11,1609,0.00,0.00,16,14.10,14.00,3.48,5.74,-1.39,0.64,0.0,0
923397,23.77,0.11,1571,0.00,0.00,16,14.10,14.00,3.63,5.91,-1.39,0.66,0.0,0
923594,23.89,0.12,1538,0.00,0.00,16,14.10,14.00,3.77,6.07,-1.39,0.64,0.0,0
923795,23.66,0.12,1501,0.00,0.00,16,14.10,14.00,3.92,5.85,-1.39,0.66,0.0,0
923993,23.89,0.11,1467,0.00,0.00,16,14.10,14.00,3.77,5.49,-1.39,0.66,0.0,0
924188,24.00,0.11,1427,0.00,0.00,16,14.10,14.00,3.77,5.46,-1.39,0.66,0.0,0
924388,23.89,0.12,1390,0.00,0.00,16,14.10,22.00,3.77,5.46,-1.39,0.66,0.0,0
924587,23.77,0.11,1413,0.00,0.00,16,14.10,20.50,3.77,5.36,-1.39,0.66,0.0,0
924788,23.77,0.12,1328,0.00,0.00,16,14.10,22.00,3.63,5.30,-1.39,0.66,0.0,0
924989,23.54,0.11,1344,0.00,0.00,16,14.10,22.00,3.63,5.14,-1.39,0.64,0.0,0
925189,22.05,0.11,1323,0.00,0.00,16,14.10,22.00,3.34,4.73,-1.39,0.64,0.0,0
925387,13.44,0.11,1254,0.00,0.00,16,14.10,22.00,3.34,4.64,-1.39,0.64,0.0,0
925587,11.94,0.12,1167,0.00,0.00,16,14.10,22.00,3.48,4.64,-1.08,0.64,0.0,0
925782,11.60,0.13,1058,0.00,0.00,16,14.10,22.00,3.77,4.60,-1.08,0.64,0.0,0
925986,11.37,0.13,1010,0.00,0.00,16,14.10,22.00,3.92,4.43,-1.08,0.64,0.0,0
926186,11.25,0.12,964,0.00,0.00,16,14.10,22.00,4.06,3.91,-1.08,0.64,0.0,0
926384,11.25,0.12,958,0.00,0.00,16,14.10,22.00,4.35,3.72,-1.08,0.64,0.0,0
926579,11.14,0.11,952,0.00,0.00,16,14.10,22.00,4.35,3.60,-1.08,0.64,0.0,0
926783,11.14,0.11,950,0.00,0.00,16,14.10,22.00,4.50,3.50,-1.08,0.64,0.0,0
926987,11.37,0.11,935,0.00,0.00,16,14.10,22.00,4.50,3.50,-1.08,0.64,0.0,0
927184,11.94,0.12,898,0.00,0.00,16,14.10,22.00,4.50,3.40,-1.08,0.64,0.0,0
927382,12.98,0.12,856,0.00,0.00,16,14.10,22.00,4.79,3.53,-1.08,0.64,0.0,0
927579,13.78,0.12,855,0.00,0.00,16,14.10,22.00,4.79,3.36,-1.08,0.64,0.0,0
927779,14.70,0.12,835,0.00,0.00,16,14.10,22.00,4.79,3.38,-1.08,0.64,0.0,0
927979,15.04,0.13,820,0.00,0.00,16,14.10,22.00,4.93,3.43,-1.08,0.64,0.0,0
928178,15.73,0.12,845,0.00,0.00,16,14.10,20.00,4.93,3.38,-1.08,0.64,0.0,0
928380,15.96,0.12,830,0.00,0.00,16,14.10,20.00,4.93,3.38,-1.08,0.64,0.0,0
928583,15.96,0.12,824,0.00,0.00,16,14.10,19.50,4.93,3.38,-1.08,0.64,0.0,0
928779,15.96,0.12,836,0.00,0.00,16,14.10,17.00,5.08,3.38,-1.08,0.64,0.0,0
928975,15.96,0.12,838,0.00,0.00,16,14.10,16.50,4.93,3.34,-1.08,0.64,0.0,0
929177,15.85,0.12,820,0.00,0.00,16,14.10,18.00,4.93,3.34,-1.08,0.64,0.0,0
929375,15.96,0.12,824,0.00,0.00,16,14.10,17.00,4.93,3.38,-1.08,0.64,0.0,0
929579,15.85,0.12,839,0.00,0.00,16,14.10,14.50,5.08,3.38,-1.08,0.64,0.0,0
929773,15.85,0.12,859,0.00,0.00,16,14.10,12.50,4.93,3.38,-1.08,0.64,0.0,0
929977,15.62,0.13,856,0.00,0.00,16,14.10,14.00,4.93,3.76,-1.08,0.74,0.6,0
930176,15.73,0.25,942,0.00,0.00,16,19.02,19.00,6.96,8.03,-1.08,0.80,0.0,0
930375,14.93,0.23,1256,0.00,0.00,16,25.00,25.00,7.84,9.75,-1.39,0.82,0.0,0
930574,12.98,0.23,1442,0.00,0.00,16,27.81,27.50,7.98,11.15,-1.39,0.84,0.0,0
930775,15.73,0.25,1452,0.00,0.00,16,28.87,28.50,8.13,12.20,-1.39,0.86,0.0,0
