Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
452297,14.70,0.14,838,0.00,0.00,16,14.10,15.50,5.22,3.80,-1.18,0.64,0.00,13.52
452484,14.70,0.13,850,0.00,0.00,16,14.10,14.00,5.22,3.73,-1.18,0.64,0.00,13.60
452670,14.70,0.13,848,0.00,0.00,16,14.10,14.00,5.22,3.67,-1.18,0.64,0.00,13.52
452857,14.81,0.14,828,0.00,0.00,16,14.10,15.50,5.22,3.67,-1.18,0.64,0.00,13.44
453060,14.81,0.14,833,0.00,0.00,16,14.10,15.50,5.22,3.75,-1.18,0.64,0.00,13.52
453248,14.93,0.14,848,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.44
453435,15.04,0.14,861,0.00,0.00,16,14.10,12.00,5.22,3.85,-1.18,0.64,0.00,13.52
453623,14.93,0.13,862,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.44
453826,14.81,0.14,843,0.00,0.00,16,14.10,14.00,5.22,3.83,-1.18,0.64,0.00,13.52
454013,14.59,0.13,856,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.44
454201,14.70,0.13,862,0.00,0.00,16,14.10,12.50,5.22,3.80,-1.18,0.64,0.00,13.60
454388,14.70,0.13,860,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.44
454576,14.59,0.13,863,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.52
454779,14.36,0.13,861,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
454966,14.59,0.13,860,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
455154,14.24,0.13,848,0.00,0.00,16,14.10,14.00,5.08,3.85,-1.18,0.64,0.00,13.52
455341,14.36,0.13,858,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.60
455544,14.36,0.13,854,0.00,0.00,16,14.10,14.00,5.22,3.83,-1.18,0.64,0.00,13.52
455732,14.47,0.13,847,0.00,0.00,16,14.10,14.50,5.22,3.85,-1.18,0.64,0.00,13.60
455919,14.81,0.13,855,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.44
456106,14.70,0.14,844,0.00,0.00,16,14.10,14.00,5.22,3.85,-1.18,0.64,0.00,13.52
456309,14.81,0.13,863,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.44
456497,14.81,0.13,861,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.18,0.64,0.00,13.52
456684,14.70,0.13,844,0.00,0.00,16,14.10,15.00,5.22,3.83,-1.18,0.64,0.00,13.44
456872,14.70,0.14,856,0.00,0.00,16,14.10,13.50,5.08,3.83,-1.18,0.64,0.00,13.52
457059,14.81,0.13,856,0.00,0.00,16,14.10,14.00,5.22,3.80,-1.18,0.64,0.00,13.52
457262,14.81,0.13,857,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.36
457450,14.81,0.13,857,0.00,0.00,16,14.10,13.50,5.22,3.78,-1.18,0.64,0.00,13.52
457638,14.59,0.13,839,0.00,0.00,16,14.10,14.50,5.22,3.67,-1.18,0.64,0.00,13.36
457838,14.47,0.14,838,0.00,0.00,16,14.10,15.50,5.22,3.80,-1.18,0.64,0.00,13.52
458026,14.59,0.13,854,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.44
458213,14.47,0.13,856,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.60
458401,14.47,0.13,854,0.00,0.00,16,14.10,13.50,5.22,3.78,-1.18,0.64,0.00,13.60
458588,14.70,0.13,840,0.00,0.00,16,14.10,15.00,5.22,3.75,-1.18,0.64,0.00,13.60
458791,14.70,0.13,844,0.00,0.00,16,14.10,14.50,5.22,3.78,-1.18,0.64,0.00,13.52
458986,14.81,0.13,854,0.00,0.00,16,14.10,13.00,5.22,3.83,-1.18,0.64,0.00,13.52
459171,14.93,0.13,862,0.00,0.00,16,14.10,12.50,5.22,3.83,-1.18,0.64,0.00,13.52
459370,14.81,0.13,870,0.00,0.00,16,14.10,12.00,5.08,3.70,-1.18,0.64,0.00,13.44
459559,14.81,0.13,847,0.00,0.00,16,14.10,14.50,5.08,3.70,-1.18,0.64,0.00,13.44
459748,14.70,0.13,839,0.00,0.00,16,14.10,15.50,5.22,3.70,-1.18,0.64,0.00,13.52
459937,14.59,0.13,852,0.00,0.00,16,14.10,14.00,5.22,3.82,-1.18,0.64,0.00,13.44
460124,14.81,0.14,853,0.00,0.00,16,14.10,13.50,5.22,3.85,-1.18,0.64,0.00,13.60
460312,14.93,0.13,856,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.44
460515,14.81,0.14,858,0.00,0.00,16,14.10,13.00,5.22,3.88,-1.18,0.64,0.00,13.60
460702,14.81,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
460905,14.59,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.75,-1.18,0.64,0.00,13.52
461093,14.24,0.13,872,0.00,0.00,16,14.10,12.50,5.08,3.73,-1.18,0.64,0.00,13.44
461281,14.24,0.14,849,0.00,0.00,16,14.10,15.00,5.08,3.78,-1.18,0.64,0.00,13.52
461468,14.47,0.14,850,0.00,0.00,16,14.10,15.50,5.22,3.88,-1.18,0.64,0.00,13.60
461655,14.70,0.13,857,0.00,0.00,16,14.10,13.50,5.22,3.85,-1.18,0.64,0.00,13.60
461858,14.70,0.13,858,0.00,0.00,16,14.10,13.50,5.22,3.85,-1.18,0.64,0.00,13.60
462046,14.81,0.13,860,0.00,0.00,16,14.10,13.50,5.08,3.83,-1.18,0.64,0.00,13.60
462234,14.70,0.13,864,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.60
462421,14.59,0.13,862,0.00,0.00,16,14.10,13.50,5.08,3.78,-1.18,0.64,0.00,13.52
462624,14.36,0.13,853,0.00,0.00,16,14.10,14.50,5.22,3.80,-1.18,0.64,0.00,13.44
462815,14.47,0.13,849,0.00,0.00,16,14.10,14.50,5.08,3.80,-1.18,0.64,0.00,13.52
462997,14.36,0.14,847,0.00,0.00,16,14.10,14.50,5.22,3.85,-1.18,0.64,0.00,13.44
463200,14.59,0.13,857,0.00,0.00,16,14.10,13.50,5.22,3.83,-1.18,0.64,0.00,13.60
463387,14.81,0.13,858,0.00,0.00,16,14.10,13.50,5.22,3.78,-1.18,0.64,0.00,13.44
463575,14.70,0.14,846,0.00,0.00,16,14.10,14.50,5.22,3.85,-1.18,0.64,0.00,13.60
463762,14.70,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.78,-1.18,0.64,0.00,13.44
463965,14.47,0.13,853,0.00,0.00,16,14.10,14.00,5.22,3.80,-1.18,0.64,0.00,13.52
464153,14.47,0.13,854,0.00,0.00,16,14.10,14.00,5.08,3.73,-1.18,0.64,0.00,13.52
464340,14.47,0.13,856,0.00,0.00,16,14.10,13.50,5.22,3.75,-1.18,0.64,0.00,13.52
464528,14.47,0.14,836,0.00,0.00,16,14.10,15.50,5.22,3.78,-1.18,0.64,0.00,13.60
464731,14.59,0.14,837,0.00,0.00,16,14.10,15.50,5.22,3.78,-1.18,0.64,0.00,13.52
464919,14.81,0.13,858,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.52
465112,14.93,0.13,860,0.00,0.00,16,14.10,13.00,5.22,3.80,-1.18,0.64,0.00,13.60
465301,14.93,0.13,858,0.00,0.00,16,14.10,13.00,5.22,3.75,-1.18,0.64,0.00,13.52
465499,14.81,0.13,857,0.00,0.00,16,14.10,13.00,5.22,3.78,-1.18,0.64,0.00,13.60
465684,14.81,0.13,846,0.00,0.00,16,14.10,14.50,5.22,3.80,-1.18,0.64,0.00,13.44
465878,14.81,0.13,844,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.52
466066,14.81,0.13,866,0.00,0.00,16,14.10,12.00,5.22,3.78,-1.18,0.64,0.00,13.44
466263,14.70,0.13,854,0.00,0.00,16,14.10,13.50,5.22,3.75,-1.18,0.64,0.00,13.52
466452,14.81,0.13,855,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.44
466646,14.81,0.13,857,0.00,0.00,16,14.10,13.50,5.22,3.82,-1.18,0.64,0.00,13.60
466836,14.59,0.13,858,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.44
467018,14.59,0.14,854,0.00,0.00,16,14.10,14.00,5.22,3.83,-1.18,0.64,0.00,13.44
467206,14.47,0.13,862,0.00,0.00,16,14.10,13.00,5.22,3.85,-1.18,0.64,0.00,13.52
467409,14.47,0.13,874,0.00,0.00,16,14.10,12.50,5.08,3.82,-1.18,0.64,0.00,13.36
467596,14.47,0.13,863,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.60
467784,14.47,0.13,860,0.00,0.00,16,14.10,14.00,5.08,3.85,-1.18,0.64,0.00,13.52
467978,14.59,0.13,865,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.52
468172,14.59,0.13,867,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.18,0.64,0.00,13.60
468362,14.47,0.13,865,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
468555,14.36,0.13,858,0.00,0.00,16,14.10,14.00,5.08,3.85,-1.18,0.64,0.00,13.60
468744,14.36,0.14,850,0.00,0.00,16,14.10,14.50,5.22,3.85,-1.18,0.64,0.00,13.52
468937,14.47,0.13,860,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
469114,14.70,0.13,868,0.00,0.00,16,14.10,13.00,5.08,3.78,-1.18,0.64,0.00,13.44
469317,14.70,0.13,857,0.00,0.00,16,14.10,14.00,5.08,3.85,-1.18,0.64,0.00,13.44
469520,14.70,0.13,872,0.00,0.00,16,14.10,12.50,5.08,3.85,-1.18,0.64,0.00,13.36
469707,14.81,0.14,854,0.00,0.00,16,14.10,14.50,5.08,3.85,-1.18,0.64,0.00,13.44
469895,14.70,0.14,855,0.00,0.00,16,14.10,15.00,5.22,3.91,-1.18,0.64,0.00,13.52
470082,14.70,0.13,857,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.44
470270,14.36,0.13,865,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.18,0.64,0.00,13.60
470473,14.36,0.13,876,0.00,0.00,16,14.10,12.00,5.08,3.75,-1.18,0.64,0.00,13.52
470661,14.47,0.14,847,0.00,0.00,16,14.10,15.00,5.08,3.78,-1.18,0.64,0.00,13.52
470848,14.47,0.14,838,0.00,0.00,16,14.10,15.50,5.22,3.80,-1.18,0.64,0.00,13.52
471036,14.70,0.13,859,0.00,0.00,16,14.10,13.00,5.22,3.78,-1.18,0.64,0.00,13.52
471223,14.81,0.13,855,0.00,0.00,16,14.10,14.00,5.22,3.80,-1.18,0.64,0.00,13.60
471426,14.93,0.13,859,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.52
471614,14.81,0.13,859,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.18,0.64,0.00,13.60
471801,14.81,0.13,853,0.00,0.00,16,14.10,14.00,5.22,3.80,-1.18,0.64,0.00,13.60
471989,14.70,0.13,860,0.00,0.00,16,14.10,13.50,5.08,3.83,-1.18,0.64,0.00,13.52
472192,14.70,0.13,868,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
472379,14.70,0.13,864,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.18,0.64,0.00,13.44
472567,14.70,0.14,850,0.00,0.00,16,14.10,14.50,5.08,3.88,-1.18,0.64,0.00,13.52
472754,14.81,0.13,858,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.44
472957,14.59,0.13,853,0.00,0.00,16,14.10,14.00,5.22,3.85,-1.18,0.64,0.00,13.52
473143,14.70,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.44
473330,14.36,0.13,867,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.52
473518,14.24,0.13,871,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.44
473721,14.24,0.13,869,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
473908,14.24,0.13,860,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.44
474096,14.47,0.14,848,0.00,0.00,16,14.10,15.50,5.08,3.83,-1.18,0.64,0.00,13.60
474290,14.70,0.13,856,0.00,0.00,16,14.10,14.00,5.22,3.83,-1.18,0.64,0.00,13.52
474478,14.81,0.13,868,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.60
474665,14.81,0.13,859,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
474868,14.81,0.13,862,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
475056,14.59,0.13,856,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.60
475243,14.59,0.13,859,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.60
475431,14.47,0.13,858,0.00,0.00,16,14.10,14.00,5.08,3.83,-1.18,0.64,0.00,13.44
475634,14.70,0.14,860,0.00,0.00,16,14.10,14.00,5.08,3.88,-1.18,0.64,0.00,13.60
475821,14.81,0.13,856,0.00,0.00,16,14.10,14.00,5.08,3.83,-1.18,0.64,0.00,13.36
476009,14.70,0.13,857,0.00,0.00,16,14.10,14.00,5.22,3.83,-1.18,0.64,0.00,13.52
476195,14.59,0.13,856,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.36
476383,14.70,0.14,851,0.00,0.00,16,14.10,14.50,5.08,3.80,-1.18,0.64,0.00,13.44
476586,14.47,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.85,-1.18,0.64,0.00,13.52
476773,14.36,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.82,-1.18,0.64,0.00,13.44
476961,14.47,0.13,858,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.52
477148,14.47,0.13,859,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.52
477336,14.70,0.13,850,0.00,0.00,16,14.10,14.50,5.08,3.80,-1.18,0.64,0.00,13.52
477539,14.70,0.13,847,0.00,0.00,16,14.10,14.50,5.08,3.80,-1.18,0.64,0.00,13.52
477726,14.70,0.13,859,0.00,0.00,16,14.10,13.00,5.22,3.70,-1.18,0.64,0.00,13.52
477914,14.70,0.13,851,0.00,0.00,16,14.10,14.00,5.08,3.78,-1.18,0.64,0.00,13.52
478115,14.70,0.13,842,0.00,0.00,16,14.10,15.00,5.22,3.80,-1.18,0.64,0.00,13.60
478303,14.70,0.13,844,0.00,0.00,16,14.10,14.50,5.22,3.70,-1.18,0.64,0.00,13.52
478491,14.81,0.13,852,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.52
478678,14.93,0.13,854,0.00,0.00,16,14.10,13.50,5.22,3.78,-1.18,0.64,0.00,13.44
478881,14.93,0.13,858,0.00,0.00,16,14.10,13.50,5.22,3.75,-1.18,0.64,0.00,13.52
479074,14.93,0.13,848,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.44
479263,14.81,0.13,856,0.00,0.00,16,14.10,13.50,5.22,3.80,-1.18,0.64,0.00,13.52
479449,14.81,0.13,867,0.00,0.00,16,14.10,12.50,5.08,3.80,-1.18,0.64,0.00,13.44
479646,14.70,0.13,862,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
479839,14.70,0.13,859,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.44
480029,14.59,0.13,859,0.00,0.00,16,14.10,13.50,5.08,3.80,-1.18,0.64,0.00,13.60
480217,14.36,0.13,854,0.00,0.00,16,14.10,14.00,5.08,3.82,-1.18,0.64,0.00,13.44
480404,14.59,0.13,854,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.52
480592,14.59,0.13,866,0.00,0.00,16,14.10,13.00,5.08,3.80,-1.18,0.64,0.00,13.52
480795,14.47,0.13,869,0.00,0.00,16,14.10,12.50,5.08,3.80,-1.18,0.64,0.00,13.52
480983,14.47,0.13,862,0.00,0.00,16,14.10,14.00,5.08,3.85,-1.18,0.64,0.00,13.52
481170,14.59,0.13,854,0.00,0.00,16,14.10,14.00,5.08,3.80,-1.18,0.64,0.00,13.60
481358,14.47,0.14,846,0.00,0.00,16,14.10,15.50,5.08,3.80,-1.18,0.64,0.00,13.52
481561,14.47,0.13,853,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.60
481748,14.59,0.13,858,0.00,0.00,16,14.10,13.50,5.08,3.70,-1.18,0.64,0.00,13.52
481936,14.70,0.13,855,0.00,0.00,16,14.10,14.00,5.08,3.70,-1.18,0.64,0.00,13.52
482123,14.70,0.13,846,0.00,0.00,16,14.10,14.50,5.08,3.78,-1.18,0.64,0.00,13.44
482311,14.81,0.13,844,0.00,0.00,16,14.10,14.50,5.22,3.74,-1.18,0.64,0.00,13.52
482514,14.81,0.13,854,0.00,0.00,16,14.10,13.50,5.22,3.65,-1.18,0.64,0.00,13.44
482701,14.81,0.13,849,0.00,0.00,16,14.10,14.00,5.22,3.72,-1.18,0.64,0.00,13.52
482889,14.81,0.13,844,0.00,0.00,16,14.10,14.50,5.22,3.78,-1.18,0.64,0.00,13.44
483076,14.81,0.14,839,0.00,0.00,16,14.10,14.50,5.22,3.80,-1.18,0.64,0.00,13.52
483277,14.93,0.13,858,0.00,0.00,16,14.10,13.00,5.22,3.75,-1.18,0.64,0.00,13.52
483464,14.93,0.13,867,0.00,0.00,16,14.10,12.00,5.08,3.70,-1.18,0.64,0.00,13.44
483652,14.93,0.13,847,0.00,0.00,16,14.10,13.00,5.08,3.65,-1.18,0.64,0.00,13.52
483839,14.81,0.13,846,0.00,0.00,16,14.10,14.00,5.08,3.78,-1.18,0.64,0.00,13.52
484042,14.47,0.13,852,0.00,0.00,16,14.10,14.00,5.22,3.75,-1.18,0.64,0.00,13.60
484230,14.59,0.13,852,0.00,0.00,16,14.10,14.00,5.08,3.70,-1.18,0.64,0.00,13.52
484417,14.59,0.13,854,0.00,0.00,16,14.10,13.50,5.08,3.75,-1.18,0.64,0.00,13.60
484605,14.70,0.13,851,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.52
484792,14.81,0.13,844,0.00,0.00,16,14.10,14.50,5.08,3.78,-1.18,0.64,0.00,13.52
484995,14.81,0.13,844,0.00,0.00,16,14.10,14.50,5.22,3.75,-1.18,0.64,0.00,13.60
485183,14.81,0.13,847,0.00,0.00,16,14.10,14.00,5.22,3.75,-1.18,0.64,0.00,13.44
485370,14.81,0.13,858,0.00,0.00,16,14.10,13.00,5.08,3.78,-1.18,0.64,0.00,13.60
485558,14.70,0.13,870,0.00,0.00,16,14.10,12.00,5.08,3.80,-1.18,0.64,0.00,13.36
485745,14.47,0.13,852,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.44
485948,14.47,0.13,859,0.00,0.00,16,14.10,13.00,5.08,3.75,-1.18,0.64,0.00,13.60
486136,14.36,0.13,851,0.00,0.00,16,14.10,14.00,5.08,3.65,-1.18,0.64,0.00,13.36
486322,14.47,0.13,848,0.00,0.00,16,14.10,14.50,5.08,3.70,-1.18,0.64,0.00,13.52
486525,14.59,0.13,846,0.00,0.00,16,14.10,14.50,5.22,3.62,-1.18,0.64,0.00,13.44
486713,14.70,0.13,850,0.00,0.00,16,14.10,14.50,5.22,3.70,-1.18,0.64,0.00,13.52
486900,14.81,0.13,847,0.00,0.00,16,14.10,14.00,5.08,3.67,-1.18,0.64,0.00,13.52
487088,14.81,0.13,844,0.00,0.00,16,14.10,14.00,5.22,3.65,-1.18,0.64,0.00,13.52
487275,14.81,0.13,856,0.00,0.00,16,14.10,13.00,5.22,3.65,-1.18,0.64,0.00,13.60
487478,14.81,0.13,836,0.00,0.00,16,14.10,15.00,5.22,3.67,-1.18,0.64,0.00,13.52
487666,14.81,0.13,839,0.00,0.00,16,14.10,14.00,5.22,3.65,-1.18,0.64,0.00,13.60
487854,14.93,0.13,844,0.00,0.00,16,14.10,14.00,5.22,3.67,-1.18,0.64,0.00,13.60
488041,15.04,0.13,856,0.00,0.00,16,14.10,12.50,5.22,3.73,-1.18,0.64,0.00,13.52
488242,15.04,0.13,856,0.00,0.00,16,14.10,13.00,5.22,3.70,-1.18,0.64,0.00,13.52
488430,15.04,0.13,864,0.00,0.00,16,14.10,11.50,5.08,3.70,-1.18,0.64,0.00,13.44
488618,14.81,0.13,862,0.00,0.00,16,14.10,12.50,5.08,3.67,-1.18,0.64,0.00,13.52
488805,14.70,0.13,851,0.00,0.00,16,14.10,14.00,5.08,3.70,-1.18,0.64,0.00,13.36
489008,14.81,0.13,855,0.00,0.00,16,14.10,13.00,5.08,3.67,-1.18,0.64,0.00,13.52
489197,14.81,0.13,858,0.00,0.00,16,14.10,13.00,5.08,3.70,-1.18,0.64,0.00,13.36
489386,14.70,0.13,854,0.00,0.00,16,14.10,13.50,5.08,3.70,-1.18,0.64,0.00,13.52
489575,14.70,0.13,851,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.36
489767,14.70,0.13,850,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.52
489951,14.47,0.13,871,0.00,0.00,16,14.10,12.00,5.08,3.75,-1.18,0.64,0.00,13.52
490138,14.36,0.13,869,0.00,0.00,16,14.10,12.50,5.08,3.75,-1.18,0.64,0.00,13.44
490326,14.24,0.13,865,0.00,0.00,16,14.10,12.50,5.08,3.75,-1.18,0.64,0.00,13.60
490513,14.36,0.13,860,0.00,0.00,16,14.10,14.00,5.08,3.73,-1.18,0.64,0.00,13.44
490701,14.47,0.13,855,0.00,0.00,16,14.10,14.00,5.08,3.75,-1.18,0.64,0.00,13.60
490904,14.36,0.13,848,0.00,0.00,16,14.10,15.00,5.08,3.70,-1.18,0.64,0.00,13.52
491091,14.59,0.13,850,0.00,0.00,16,14.10,14.00,5.08,3.67,-1.18,0.64,0.00,13.52
491279,14.59,0.13,863,0.00,0.00,16,14.10,13.00,5.08,3.58,-1.18,0.64,0.00,13.60
491466,14.59,0.13,850,0.00,0.00,16,14.10,14.00,5.08,3.58,-1.18,0.64,0.00,13.44
491654,14.47,0.13,827,0.00,0.00,16,14.10,16.50,5.08,3.62,-1.18,0.64,0.00,13.52
491857,14.59,0.13,838,0.00,0.00,16,14.10,15.00,5.08,3.65,-1.18,0.64,0.00,13.36
492044,14.47,0.13,847,0.00,0.00,16,14.10,14.00,5.08,3.65,-1.18,0.64,0.00,13.44
492232,14.70,0.13,841,0.00,0.00,16,14.10,14.00,5.08,3.67,-1.18,0.64,0.00,13.52
492419,14.81,0.13,834,0.00,0.00,16,14.10,14.50,5.08,3.65,-1.18,0.64,0.00,13.44
492622,14.81,0.13,843,0.00,0.00,16,14.10,14.00,5.08,3.67,-1.18,0.64,0.00,13.52
492810,14.70,0.13,854,0.00,0.00,16,14.10,13.00,5.08,3.60,-1.18,0.64,0.00,13.36
492998,14.36,0.13,850,0.00,0.00,16,14.10,13.50,5.08,3.65,-1.18,0.64,0.00,13.52
493185,14.36,0.13,834,0.00,0.00,16,14.10,16.00,5.08,3.62,-1.18,0.64,0.00,13.36
493387,14.47,0.13,817,0.00,0.00,16,14.10,16.50,5.08,3.67,-1.18,0.64,0.00,13.52
493574,14.47,0.13,829,0.00,0.00,16,14.10,14.50,5.08,3.67,-1.18,0.64,0.00,13.52
493762,14.59,0.12,837,0.00,0.00,16,14.10,13.50,5.22,3.43,-1.18,0.64,0.00,13.52
493950,14.47,0.13,812,0.00,0.00,16,14.10,16.50,5.22,3.58,-1.18,0.64,0.00,13.52
494137,14.59,0.13,821,0.00,0.00,16,14.10,15.00,5.22,3.65,-1.18,0.64,0.00,13.52
494340,14.59,0.13,834,0.00,0.00,16,14.10,13.00,5.22,3.62,-1.18,0.64,0.00,13.52
494528,14.59,0.13,820,0.00,0.00,16,14.10,14.50,5.22,3.60,-1.18,0.64,0.00,13.60
494715,14.81,0.13,825,0.00,0.00,16,14.10,14.00,5.22,3.70,-1.18,0.64,0.00,13.44
494903,14.93,0.14,829,0.00,0.00,16,14.10,14.00,5.22,3.70,-1.18,0.64,0.00,13.60
495090,14.93,0.13,843,0.00,0.00,16,14.10,12.00,5.22,3.67,-1.18,0.64,0.00,13.36
495293,14.93,0.13,835,0.00,0.00,16,14.10,13.00,5.22,3.67,-1.18,0.64,0.00,13.60
495481,14.81,0.13,835,0.00,0.00,16,14.10,13.50,5.22,3.65,-1.18,0.64,0.00,13.36
495668,14.70,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.70,-1.18,0.64,0.00,13.60
495856,14.81,0.13,847,0.00,0.00,16,14.10,12.00,5.22,3.65,-1.18,0.64,0.00,13.44
496059,14.81,0.13,838,0.00,0.00,16,14.10,13.50,5.22,3.65,-1.18,0.64,0.00,13.60
496246,14.81,0.13,827,0.00,0.00,16,14.10,14.50,5.22,3.65,-1.18,0.64,0.00,13.44
496433,14.81,0.13,843,0.00,0.00,16,14.10,13.00,5.22,3.67,-1.18,0.64,0.00,13.36
496620,14.47,0.13,845,0.00,0.00,16,14.10,13.00,5.22,3.62,-1.18,0.64,0.00,13.52
496823,14.36,0.13,822,0.00,0.00,16,14.10,14.50,5.22,3.65,-1.18,0.64,0.00,13.52
497004,14.70,0.13,823,0.00,0.00,16,14.10,15.00,5.22,3.65,-1.18,0.64,0.00,13.52
497207,14.81,0.13,844,0.00,0.00,16,14.10,12.50,5.22,3.65,-1.18,0.64,0.00,13.60
497395,14.81,0.13,842,0.00,0.00,16,14.10,13.00,5.22,3.65,-1.18,0.64,0.00,13.52
497582,14.81,0.13,828,0.00,0.00,16,14.10,14.50,5.22,3.62,-1.18,0.64,0.00,13.60
497770,14.70,0.13,827,0.00,0.00,16,14.10,14.50,5.22,3.62,-1.18,0.64,0.00,13.52
497963,14.70,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.62,-1.18,0.64,0.00,13.52
498150,14.81,0.13,834,0.00,0.00,16,14.10,14.00,5.22,3.65,-1.18,0.64,0.00,13.44
498338,14.70,0.13,835,0.00,0.00,16,14.10,13.00,5.22,3.65,-1.18,0.64,0.00,13.52
498539,14.70,0.13,842,0.00,0.00,16,14.10,13.00,5.22,3.60,-1.18,0.64,0.00,13.44
498727,14.70,0.13,837,0.00,0.00,16,14.10,13.50,5.22,3.62,-1.18,0.64,0.00,13.36
498914,14.70,0.13,832,0.00,0.00,16,14.10,13.00,5.22,3.65,-1.18,0.64,0.00,13.52
499110,14.59,0.13,836,0.00,0.00,16,14.10,13.50,5.22,3.60,-1.18,0.64,0.00,13.36
