Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
223912,23.66,0.11,1397,0.00,0.00,16,11.29,17.50,3.92,5.04,-1.49,0.64,74.90,2.38,0.00,13.84
223974,23.66,0.11,1416,0.00,0.00,16,11.29,15.00,3.92,5.08,-1.49,0.64,74.90,2.42,0.00,13.92
224037,23.77,0.11,1385,0.00,0.00,16,11.29,17.50,3.92,5.08,-1.49,0.64,74.90,2.36,0.00,13.92
224099,23.66,0.11,1398,0.00,0.00,16,11.29,15.50,3.77,5.08,-1.49,0.64,74.90,2.39,0.00,13.92
224162,24.00,0.11,1376,0.00,0.00,16,11.29,17.50,3.77,5.08,-1.49,0.64,74.90,2.35,0.00,13.84
224240,23.89,0.11,1393,0.00,0.00,16,11.29,15.50,3.63,5.08,-1.49,0.64,74.90,2.38,0.00,13.92
224303,23.54,0.11,1379,0.00,0.00,16,11.29,16.50,3.63,5.08,-1.49,0.64,74.90,2.35,0.00,13.84
224366,24.00,0.11,1373,0.00,0.00,16,11.29,16.50,3.63,5.04,-1.49,0.64,74.90,2.34,0.00,13.92
224428,23.89,0.11,1379,0.00,0.00,16,11.29,15.50,3.63,5.08,-1.49,0.64,74.90,2.35,0.00,14.00
224506,23.66,0.11,1370,0.00,0.00,16,11.29,15.50,3.63,4.97,-1.49,0.64,74.90,2.34,0.00,13.92
224569,23.08,0.11,1362,0.00,0.00,16,11.29,16.00,3.63,4.95,-1.49,0.64,74.90,2.32,0.00,13.92
224631,21.13,0.11,1342,0.00,0.00,16,10.94,17.50,3.63,5.01,-1.49,0.64,74.90,2.29,0.00,13.92
224694,18.49,0.11,1317,0.00,0.00,16,10.94,19.00,3.63,4.97,-1.49,0.64,74.90,2.25,0.00,13.92
224772,15.96,0.11,1310,0.00,0.00,16,10.94,19.00,3.63,4.95,-1.49,0.64,74.90,2.24,0.00,13.92
224837,14.81,0.11,1288,0.00,0.00,16,10.94,19.00,3.63,4.85,-1.49,0.64,74.90,2.20,0.00,13.92
224900,14.24,0.11,1278,0.00,0.00,16,10.94,19.00,3.63,4.85,-1.49,0.64,74.90,2.18,0.00,13.92
224962,13.32,0.11,1273,0.00,0.00,16,10.94,19.00,3.63,4.79,-1.49,0.64,74.90,2.17,0.00,14.00
225025,12.86,0.11,1254,0.00,0.00,16,10.94,19.00,3.63,4.79,-1.49,0.64,74.90,2.14,0.00,13.92
225103,12.52,0.11,1251,0.00,0.00,16,10.59,19.00,3.63,4.75,-1.49,0.64,74.90,2.14,0.00,13.92
225165,12.40,0.11,1244,0.00,0.00,16,10.59,18.50,3.63,4.60,-1.49,0.64,74.90,1.86,0.00,13.92
225228,12.29,0.12,1218,0.00,0.00,16,10.59,18.50,3.63,4.69,-1.49,0.64,74.90,2.08,0.00,13.92
225290,12.29,0.12,1210,0.00,0.00,16,10.59,18.50,3.77,4.75,-1.49,0.64,74.90,2.07,0.00,13.92
225368,12.17,0.12,1195,0.00,0.00,16,10.59,18.50,3.77,4.75,-1.18,0.64,74.90,2.04,0.00,13.92
225431,12.17,0.12,1169,0.00,0.00,16,10.59,18.50,3.77,4.66,-1.18,0.64,74.90,1.99,0.00,13.92
225495,12.17,0.12,1158,0.00,0.00,16,10.23,18.00,3.92,4.60,-1.18,0.64,74.90,1.99,0.00,13.92
225558,12.17,0.12,1139,0.00,0.00,16,10.23,18.00,3.92,4.51,-1.18,0.64,74.90,1.98,0.00,13.92
225620,12.29,0.11,1121,0.00,0.00,16,10.23,18.00,3.92,4.46,-1.18,0.64,74.90,1.94,0.00,13.92
225698,12.40,0.11,1113,0.00,0.00,16,10.23,18.00,3.92,4.26,-1.18,0.64,74.90,1.67,0.00,13.92
225761,12.29,0.11,1112,0.00,0.00,16,10.23,18.00,4.06,4.26,-1.18,0.64,74.90,1.66,0.00,13.92
225823,12.40,0.11,1104,0.00,0.00,16,10.23,18.00,4.06,4.18,-1.18,0.64,74.90,1.66,0.00,13.84
225886,12.40,0.12,1079,0.00,0.00,16,10.23,18.00,4.06,4.21,-1.18,0.64,74.90,1.65,0.00,13.92
225953,12.29,0.12,1074,0.00,0.00,16,10.23,18.00,4.06,4.21,-1.18,0.64,74.90,1.61,0.00,13.84
226016,12.40,0.14,1066,0.00,0.00,16,9.88,17.50,4.06,4.37,-1.18,0.68,74.90,1.83,0.00,13.92
226094,12.40,0.17,1036,0.00,0.00,16,10.23,9.50,4.21,4.95,-1.18,0.74,74.90,2.05,0.00,13.84
226156,12.52,0.21,1052,0.00,0.00,16,12.34,10.50,4.93,6.70,-1.18,0.80,74.90,2.87,0.00,13.84
226219,12.52,0.30,1105,0.00,0.00,16,16.21,14.00,5.66,8.71,-1.18,0.88,74.90,3.37,0.00,13.84
226281,12.63,0.35,1244,0.00,0.00,16,24.30,19.00,6.96,11.95,-0.89,1.04,74.90,4.24,0.00,13.92
226359,13.21,0.41,1475,0.00,0.00,16,25.70,25.50,9.72,20.65,-0.89,1.20,74.90,5.31,0.00,13.76
226422,13.21,0.46,1827,0.00,0.00,16,24.30,26.00,12.04,27.47,3.11,1.24,74.90,7.24,0.00,13.92
226484,14.47,0.35,2150,0.00,0.00,16,35.90,32.00,12.62,25.79,3.11,0.64,74.90,7.41,0.00,13.84
226547,14.81,0.22,2373,0.00,0.00,16,38.36,41.00,9.29,9.67,-2.73,0.64,74.90,7.34,0.00,13.84
226625,13.67,0.15,2365,0.00,0.00,16,28.87,34.00,6.38,6.05,-2.73,0.64,74.90,0.00,0.00,13.84
226687,13.55,0.12,2273,0.00,0.00,16,20.43,26.00,5.08,6.62,-2.73,0.64,74.90,0.00,0.00,13.92
226750,14.36,0.10,2183,0.00,0.00,16,14.45,18.50,4.50,6.77,-2.73,0.64,74.90,0.00,0.00,13.84
226812,15.73,0.09,2055,0.00,0.00,16,11.99,13.00,4.21,5.59,-2.11,0.64,74.90,0.00,0.00,13.92
226890,18.72,0.09,1958,0.00,0.00,16,11.99,11.50,3.92,5.27,-2.11,0.64,74.90,0.00,0.00,13.84
226953,21.94,0.10,1857,0.00,0.00,16,11.99,11.50,3.92,5.68,-1.49,0.64,74.90,0.00,0.00,13.92
227016,24.12,0.10,1749,0.00,0.00,16,11.99,11.50,3.92,5.91,-1.49,0.64,74.90,0.00,0.00,13.84
227078,25.04,0.11,1637,0.00,0.00,16,11.99,11.50,3.92,5.59,-1.49,0.64,74.90,0.00,0.00,13.92
227141,25.15,0.12,1557,0.00,0.00,16,11.99,11.50,3.92,5.93,-1.49,0.64,74.90,0.00,0.00,13.84
227219,23.77,0.13,1433,0.00,0.00,16,11.64,11.50,4.06,6.07,-1.49,0.64,74.90,0.00,0.00,13.92
227282,23.77,0.14,1326,0.00,0.00,16,11.29,19.50,4.21,6.40,-1.49,0.64,74.90,0.00,0.00,13.84
227344,23.66,0.15,1256,0.00,0.00,16,10.94,19.00,4.35,6.04,-1.49,0.68,74.90,2.54,0.00,13.92
227407,23.66,0.18,1218,0.00,0.00,16,10.94,19.00,4.50,6.40,-1.49,0.70,74.90,2.86,0.00,13.84
227485,24.00,0.17,1237,0.00,0.00,16,11.99,10.50,4.93,7.14,-1.49,0.72,74.90,3.12,0.00,13.92
227547,23.89,0.17,1277,0.00,0.00,16,13.75,12.00,5.22,6.81,-1.49,0.74,74.90,2.72,0.00,13.92
227610,23.89,0.18,1333,0.00,0.00,16,15.51,13.50,5.37,7.33,-1.49,0.76,74.90,2.98,0.00,13.92
227672,23.89,0.19,1381,0.00,0.00,16,17.97,15.50,5.51,7.90,-1.49,0.78,74.90,3.09,0.00,13.84
227750,23.43,0.20,1454,0.00,0.00,16,21.13,17.50,5.66,8.65,-1.49,0.80,74.90,3.56,0.00,13.92
227813,21.25,0.20,1571,0.00,0.00,16,25.35,21.00,5.95,9.57,-1.49,0.82,74.90,4.00,0.00,13.84
227875,16.42,0.19,1686,0.00,0.00,16,30.98,26.50,6.38,10.64,-1.49,0.82,74.90,3.99,0.00,13.92
227938,14.93,0.18,1849,0.00,0.00,16,33.79,30.50,6.53,10.85,-1.49,0.82,74.90,4.41,0.00,13.84
228000,14.59,0.18,1940,0.00,0.00,16,35.20,33.50,6.38,11.09,-1.49,0.82,74.90,4.25,0.00,13.84
228067,14.70,0.18,1971,0.00,0.00,16,35.55,35.00,6.24,11.45,-1.49,0.82,74.90,4.63,0.00,13.92
228145,14.70,0.19,1970,0.00,0.00,16,35.90,35.50,6.24,11.61,-1.49,0.82,74.90,4.62,0.00,13.92
228208,14.93,0.19,1918,0.00,0.00,16,35.55,35.50,6.24,11.93,-1.49,0.84,74.90,4.91,0.00,13.92
228270,14.93,0.20,1837,0.00,0.00,16,34.49,34.00,6.24,12.10,-1.49,0.84,74.90,5.10,0.00,13.84
228333,14.93,0.20,1858,0.00,0.00,16,34.84,34.50,6.38,12.36,-1.49,0.84,74.90,4.76,0.00,13.92
228411,14.81,0.22,1888,0.00,0.00,16,35.90,35.50,6.53,12.42,-1.49,0.88,74.90,5.64,0.00,13.92
228474,14.47,0.24,1876,0.00,0.00,16,36.25,35.50,6.67,14.02,-1.49,0.90,74.90,6.00,0.00,14.00
228541,14.13,0.26,1880,0.00,0.00,16,36.60,36.50,6.96,15.19,-1.49,0.90,74.90,6.02,0.00,13.92
228603,13.90,0.27,1916,0.00,0.00,16,37.66,37.50,7.40,16.14,-1.49,0.92,74.90,6.13,0.00,13.92
228666,13.55,0.28,1914,0.00,0.00,16,37.66,37.50,7.69,16.96,-1.49,0.94,74.90,6.12,0.00,13.84
228744,13.44,0.30,1924,0.00,0.00,16,38.01,38.00,7.98,17.48,-1.49,0.96,74.90,6.57,0.00,13.92
228806,13.78,0.31,1959,0.00,0.00,16,39.06,39.00,8.42,18.88,-1.49,0.98,74.90,7.10,0.00,13.92
228869,14.13,0.32,1969,0.00,0.00,16,39.41,39.00,8.85,19.81,-1.49,0.98,74.90,7.56,0.00,13.92
228931,14.36,0.34,1971,0.00,0.00,16,39.41,39.00,9.43,20.84,-0.89,1.00,74.90,7.99,0.00,13.92
228994,14.47,0.35,1993,0.00,0.00,16,39.77,39.50,9.43,21.89,-0.89,1.04,74.90,8.08,0.00,13.84
229072,14.24,0.35,2005,0.00,0.00,16,39.77,39.50,10.16,22.77,0.04,1.04,74.90,8.13,0.00,13.84
229134,14.24,0.37,2025,0.00,0.00,16,39.06,39.00,10.45,23.54,0.04,1.06,74.90,8.21,0.00,13.92
229197,14.47,0.38,2057,0.00,0.00,16,38.36,38.00,10.74,24.51,0.97,1.08,74.90,8.78,0.00,13.76
229259,14.70,0.39,2078,0.00,0.00,16,36.95,37.50,11.03,25.68,0.97,1.12,74.90,9.31,0.00,13.92
229337,14.81,0.41,2094,0.00,0.00,16,36.25,36.00,11.46,26.83,2.19,1.14,74.90,9.83,0.00,13.76
229405,14.81,0.41,2145,0.00,0.00,16,36.25,36.00,11.75,28.41,3.11,1.16,74.90,10.07,0.00,13.92
229467,14.70,0.42,2150,0.00,0.00,16,35.20,35.50,12.04,29.27,3.11,1.18,74.90,10.09,0.00,13.76
229530,14.81,0.42,2162,0.00,0.00,16,35.20,35.00,12.19,29.93,3.42,1.18,74.90,10.61,0.00,13.84
229592,14.81,0.42,2216,0.00,0.00,16,35.55,35.50,12.33,30.72,3.42,1.18,74.90,10.87,0.00,13.76
229670,14.81,0.44,2221,0.00,0.00,16,34.84,34.50,12.33,31.28,3.42,1.20,74.90,10.90,0.00,13.84
229733,14.81,0.43,2246,0.00,0.00,16,34.84,34.00,12.48,32.18,3.42,1.20,74.90,11.02,0.00,13.84
229795,14.81,0.44,2280,0.00,0.00,16,35.20,35.00,12.48,32.51,3.42,1.20,74.90,11.19,0.00,13.84
229858,14.81,0.44,2317,0.00,0.00,16,34.84,34.50,12.62,32.86,3.42,1.20,74.90,11.37,0.00,13.76
229936,14.81,0.45,2320,0.00,0.00,16,34.14,34.00,12.62,33.96,3.42,1.20,74.90,11.88,0.00,13.84
229998,14.81,0.44,2368,0.00,0.00,16,34.84,34.50,12.62,34.94,3.42,1.20,74.90,12.12,0.00,13.84
230061,14.70,0.44,2392,0.00,0.00,16,35.90,35.50,12.62,34.94,2.19,1.16,74.90,11.74,0.00,13.84
230123,14.70,0.43,2412,0.00,0.00,16,35.90,36.00,12.48,34.70,2.19,1.14,74.90,11.84,0.00,13.84
230201,14.70,0.42,2438,0.00,0.00,16,36.25,36.00,12.33,34.21,1.57,1.12,74.90,11.96,0.00,13.76
230264,14.70,0.42,2465,0.00,0.00,16,37.30,37.00,12.19,34.34,1.57,1.12,74.90,11.57,0.00,13.84
230326,14.70,0.42,2486,0.00,0.00,16,36.95,36.50,12.04,34.94,0.97,1.12,74.90,12.20,0.00,13.76
230389,14.70,0.41,2513,0.00,0.00,16,38.01,37.50,11.90,34.34,0.97,1.10,74.90,11.80,0.00,13.92
230452,14.70,0.40,2540,0.00,0.00,16,38.71,38.50,11.75,34.21,0.35,1.10,74.90,11.38,0.00,13.76
230530,14.59,0.40,2551,0.00,0.00,16,38.71,38.50,11.46,34.08,0.35,1.08,74.90,11.97,0.00,13.84
230592,14.70,0.38,2581,0.00,0.00,16,40.12,39.00,11.32,33.10,-0.89,1.06,74.90,11.01,0.00,13.76
230655,14.59,0.37,2623,0.00,0.00,16,41.17,41.00,11.03,32.51,-0.89,1.06,74.90,11.19,0.00,13.84
230717,14.59,0.37,2637,0.00,0.00,16,41.17,41.00,10.88,32.40,-1.18,1.04,74.90,11.25,0.00,13.84
230795,14.70,0.36,2660,0.00,0.00,16,41.88,41.50,10.74,31.95,-1.18,1.04,74.90,10.78,0.00,13.84
230858,14.81,0.36,2695,0.00,0.00,16,41.52,41.50,10.59,32.62,-1.18,1.04,74.90,11.50,0.00,13.84
230920,14.81,0.36,2688,0.00,0.00,16,41.52,41.50,10.59,32.73,-1.18,1.04,74.90,11.47,0.00,13.84
230983,14.81,0.36,2702,0.00,0.00,16,41.88,41.50,10.45,32.62,-1.80,1.04,74.90,11.53,0.00,13.76
231061,14.81,0.36,2737,0.00,0.00,16,42.23,42.00,10.45,32.40,-1.80,1.04,74.90,11.09,0.00,13.84
231123,14.59,0.36,2737,0.00,0.00,16,41.88,41.50,10.30,32.62,-1.80,1.04,74.90,11.09,0.00,13.76
231186,14.59,0.35,2750,0.00,0.00,16,42.23,41.50,10.30,32.62,-1.80,1.04,74.90,11.15,0.00,13.84
231248,14.59,0.35,2793,0.00,0.00,16,42.23,42.00,10.30,32.51,-2.11,1.04,74.90,11.32,0.00,13.84
231326,14.70,0.35,2813,0.00,0.00,16,42.23,41.50,10.16,33.10,-2.11,1.04,74.90,11.40,0.00,13.84
231389,14.70,0.35,2838,0.00,0.00,16,42.23,42.00,10.30,32.86,-2.11,1.04,74.90,11.50,0.00,13.84
231451,14.59,0.35,2868,0.00,0.00,16,42.23,41.50,10.16,33.59,-2.11,1.04,74.90,11.62,0.00,13.84
231519,14.70,0.35,2868,0.00,0.00,16,41.88,42.00,10.16,33.35,-1.49,1.04,74.90,11.62,0.00,13.84
231582,14.70,0.35,2883,0.00,0.00,16,42.23,42.00,10.16,33.71,-1.49,1.04,74.90,11.69,0.00,13.84
231645,14.70,0.35,2901,0.00,0.00,16,42.23,42.00,10.16,33.71,-2.11,1.04,74.90,11.76,0.00,13.92
231723,14.59,0.35,2904,0.00,0.00,16,42.58,42.00,10.01,33.59,-2.11,1.04,74.90,11.77,0.00,13.84
231785,14.59,0.34,2958,0.00,0.00,16,42.58,42.00,10.01,33.83,-1.49,1.04,74.90,11.99,0.00,13.92
231848,14.59,0.34,2974,0.00,0.00,16,42.23,42.50,10.01,33.83,-1.49,1.04,74.90,12.05,0.00,13.84
231910,14.59,0.34,2990,0.00,0.00,16,42.58,42.50,10.01,33.35,-1.49,1.04,74.90,11.41,0.00,13.92
231973,14.59,0.33,2990,0.00,0.00,16,42.58,42.50,9.87,33.59,-1.49,1.04,74.90,11.48,0.00,13.84
232051,14.59,0.33,3025,0.00,0.00,16,42.93,42.50,9.87,33.10,-2.11,1.04,74.90,11.58,0.00,13.92
232113,14.70,0.33,3023,0.00,0.00,16,42.93,42.50,9.72,32.97,-2.11,1.04,74.90,11.62,0.00,13.84
232176,14.70,0.31,3035,0.00,0.00,16,42.93,42.50,9.72,32.73,-2.73,1.02,74.90,11.61,0.00,13.92
232238,14.59,0.31,3046,0.00,0.00,16,43.28,43.00,9.58,32.06,-2.73,1.02,74.90,11.01,0.00,13.84
232316,14.59,0.30,3067,0.00,0.00,16,43.63,43.00,9.43,31.16,-2.73,1.00,74.90,11.05,0.00,13.92
232379,14.70,0.29,3108,0.00,0.00,16,43.63,43.00,9.29,30.83,-2.73,1.00,74.90,11.12,0.00,13.84
232441,14.81,0.29,3125,0.00,0.00,16,43.63,43.50,9.14,30.72,-3.35,1.00,74.90,11.27,0.00,13.92
232504,14.81,0.29,3122,0.00,0.00,16,43.98,43.50,9.14,29.49,-3.35,1.00,74.90,10.67,0.00,13.76
232582,14.81,0.29,3146,0.00,0.00,16,43.98,43.50,9.00,29.82,-3.35,1.00,74.90,10.66,0.00,13.92
232645,14.70,0.28,3128,0.00,0.00,16,43.98,43.50,8.85,29.16,-3.35,1.00,74.90,10.74,0.00,13.76
232712,14.81,0.28,3166,0.00,0.00,16,43.98,43.50,8.71,29.59,-3.35,1.00,74.90,10.68,0.00,13.92
232781,14.59,0.27,3158,0.00,0.00,16,44.34,44.00,8.71,28.73,-3.35,0.98,74.90,10.13,0.00,13.76
232841,14.47,0.27,3193,0.00,0.00,16,44.34,44.00,8.56,28.52,-3.94,0.98,74.90,10.10,0.00,13.92
232904,14.70,0.26,3198,0.00,0.00,16,44.34,44.00,8.56,28.31,-3.94,0.98,74.90,10.22,0.00,13.84
232966,14.70,0.24,3206,0.00,0.00,16,44.34,44.00,8.27,27.47,-4.25,0.86,74.90,10.23,0.00,13.92
233044,14.36,0.18,3150,0.00,0.00,16,44.34,44.00,7.40,19.12,-4.25,0.68,74.90,8.89,0.00,13.84
233107,13.21,0.12,3128,0.00,0.00,16,36.60,42.50,5.80,9.95,-4.25,0.64,74.90,0.00,0.00,13.92
233171,12.40,0.11,3121,0.00,0.00,16,27.11,32.00,4.79,8.45,-4.25,0.64,74.90,0.00,0.00,13.84
233233,11.71,0.12,3041,0.00,0.00,16,21.13,25.50,4.21,10.78,-4.25,0.64,74.90,0.00,0.00,13.92
233311,11.60,0.13,2935,0.00,0.00,16,16.56,19.50,3.92,12.47,-4.25,0.64,74.90,0.00,0.00,13.84
233374,11.83,0.14,2830,0.00,0.00,16,11.99,13.00,3.77,12.74,-4.25,0.64,74.90,0.00,0.00,13.92
233436,12.63,0.14,2709,0.00,0.00,16,11.99,11.50,3.77,12.74,-4.25,0.64,74.90,0.00,0.00,13.84
233499,13.44,0.14,2593,0.00,0.00,16,11.99,11.50,3.77,12.79,-3.94,0.64,74.90,0.00,0.00,13.92
233566,14.59,0.15,2468,0.00,0.00,16,11.99,11.50,3.77,12.64,-3.94,0.64,74.90,0.00,0.00,13.84
233644,16.31,0.15,2375,0.00,0.00,16,11.99,11.50,3.77,12.15,-3.04,0.64,74.90,0.00,0.00,13.92
233706,20.10,0.14,2252,0.00,0.00,16,11.99,11.50,3.77,11.56,-3.04,0.64,74.90,0.00,0.00,13.84
233769,23.31,0.14,2150,0.00,0.00,16,11.99,11.50,3.77,10.78,-2.42,0.64,74.90,0.00,0.00,13.92
233847,23.66,0.14,2057,0.00,0.00,16,11.99,11.50,3.77,10.03,-2.42,0.64,74.90,0.00,0.00,13.84
233894,23.54,0.15,1925,0.00,0.00,16,11.99,11.50,3.92,9.35,-1.49,0.64,74.90,0.00,0.00,13.92
233972,24.00,0.15,1823,0.00,0.00,16,11.99,11.50,4.06,9.35,-1.49,0.64,74.90,0.00,0.00,13.84
234034,24.00,0.14,1783,0.00,0.00,16,11.99,11.50,4.06,9.09,-1.49,0.64,74.90,0.00,0.00,13.92
234097,24.12,0.15,1682,0.00,0.00,16,11.99,11.50,4.21,8.44,-1.49,0.64,74.90,0.00,0.00,13.84
234159,23.66,0.15,1614,0.00,0.00,16,11.99,11.50,4.21,8.36,-1.49,0.64,74.90,0.00,0.00,13.92
234227,23.77,0.16,1524,0.00,0.00,16,11.99,11.50,4.21,8.19,-1.49,0.64,74.90,0.00,0.00,13.84
234294,23.89,0.15,1412,0.00,0.00,16,11.64,11.50,4.35,7.94,-1.49,0.64,74.90,0.00,0.00,13.92
234372,23.89,0.13,1330,0.00,0.00,16,11.29,19.50,4.50,7.03,-1.49,0.64,74.90,0.00,0.00,13.84
234437,23.66,0.15,1266,0.00,0.00,16,10.94,19.00,4.64,5.98,-1.49,0.64,74.90,2.70,0.00,13.92
234500,24.00,0.15,1230,0.00,0.00,16,10.59,18.50,4.79,6.15,-1.49,0.64,74.90,2.62,0.00,13.84
234562,24.35,0.13,1295,0.00,0.00,16,10.94,15.00,4.93,6.29,-1.49,0.64,74.90,2.21,0.00,13.92
234625,23.77,0.13,1335,0.00,0.00,16,10.94,10.50,5.08,5.68,-1.49,0.64,74.90,2.56,0.00,13.92
234703,23.54,0.12,1312,0.00,0.00,16,10.94,12.00,4.93,5.17,-1.49,0.64,74.90,2.24,0.00,13.92
234765,23.54,0.12,1310,0.00,0.00,16,10.94,13.00,4.79,5.08,-1.49,0.64,74.90,2.23,0.00,13.92
234828,23.43,0.12,1297,0.00,0.00,16,10.94,14.00,4.64,5.40,-1.49,0.64,74.90,2.21,0.00,13.92
234890,23.31,0.12,1304,0.00,0.00,16,10.94,13.00,4.64,5.23,-1.49,0.64,74.90,2.23,0.00,14.00
234968,21.02,0.12,1280,0.00,0.00,16,10.94,15.50,4.64,5.10,-1.49,0.64,74.90,2.18,0.00,13.92
235031,17.69,0.12,1275,0.00,0.00,16,10.94,15.50,4.50,5.14,-1.49,0.64,74.90,2.18,0.00,13.92
235098,16.65,0.11,1276,0.00,0.00,16,10.94,15.00,4.50,4.79,-1.49,0.64,74.90,2.18,0.00,13.92
235160,15.85,0.13,1260,0.00,0.00,16,10.94,16.00,4.35,4.73,-1.49,0.70,74.90,2.42,0.00,13.92
235223,15.62,0.19,1255,0.00,0.00,16,11.64,11.50,4.79,5.08,-1.49,0.76,74.90,3.48,0.00,13.92
235285,15.27,0.24,1254,0.00,0.00,16,14.80,14.50,5.66,7.26,-1.49,0.82,74.90,4.28,0.00,13.92
235363,15.16,0.25,1328,0.00,0.00,16,17.97,17.50,6.38,9.86,-1.49,0.82,74.90,4.53,0.00,13.92
235426,15.04,0.23,1420,0.00,0.00,16,22.89,22.50,6.82,11.15,-1.49,0.82,74.90,4.24,0.00,14.00
235488,14.81,0.22,1546,0.00,0.00,16,27.46,27.00,7.11,11.15,-1.49,0.82,74.90,4.29,0.00,13.92
235551,13.21,0.21,1724,0.00,0.00,16,32.03,30.50,7.11,11.35,-1.49,0.84,74.90,4.41,0.00,14.00
235629,12.17,0.21,1880,0.00,0.00,16,35.55,34.00,6.96,11.99,-1.49,0.84,74.90,4.41,0.00,13.92
235691,12.40,0.20,2001,0.00,0.00,16,37.66,37.50,6.96,12.64,-1.80,0.86,74.90,4.70,0.00,13.92
235759,13.78,0.20,2103,0.00,0.00,16,38.71,38.50,6.82,13.39,-1.80,0.86,74.90,4.94,0.00,13.84
235821,14.93,0.20,2153,0.00,0.00,16,39.06,39.00,6.67,13.78,-2.11,0.86,74.90,5.51,0.00,13.92
235884,15.85,0.20,2187,0.00,0.00,16,39.77,39.50,6.67,14.02,-2.11,0.86,74.90,5.60,0.00,13.84
235962,16.31,0.20,2198,0.00,0.00,16,40.12,40.00,6.53,14.47,-2.42,0.86,74.90,5.63,0.00,13.92
236024,15.96,0.20,2193,0.00,0.00,16,40.12,40.00,6.67,14.73,-2.42,0.88,74.90,5.61,0.00,13.84
236087,15.27,0.21,2159,0.00,0.00,16,39.77,40.00,6.67,14.86,-2.11,0.88,74.90,5.99,0.00,13.84
236149,14.70,0.23,2096,0.00,0.00,16,39.41,39.00,6.82,15.33,-2.11,0.88,74.90,5.81,0.00,13.84
236215,14.36,0.23,2084,0.00,0.00,16,39.77,39.00,6.96,15.41,-2.11,0.90,74.90,5.78,0.00,13.84
236278,13.90,0.23,2127,0.00,0.00,16,40.12,40.00,7.25,16.14,-2.11,0.90,74.90,5.90,0.00,13.92
236356,13.44,0.25,2085,0.00,0.00,16,40.12,40.00,7.55,16.58,-2.11,0.94,74.90,6.23,0.00,13.84
236418,13.67,0.27,2117,0.00,0.00,16,41.52,41.00,7.69,18.33,-2.11,0.96,74.90,6.77,0.00,13.92
236481,14.24,0.28,2118,0.00,0.00,16,41.52,41.50,8.13,19.27,-2.11,0.96,74.90,6.78,0.00,13.84
236543,14.47,0.28,2117,0.00,0.00,16,41.52,41.50,8.42,19.35,-2.11,0.96,74.90,6.78,0.00,13.84
236621,14.47,0.29,2130,0.00,0.00,16,41.52,41.50,8.56,20.15,-2.11,0.96,74.90,7.27,0.00,13.84
236684,14.36,0.29,2120,0.00,0.00,16,41.17,41.00,8.71,20.32,-2.11,0.96,74.90,7.23,0.00,13.92
236746,14.47,0.28,2144,0.00,0.00,16,41.52,41.50,8.71,20.32,-2.11,0.96,74.90,7.32,0.00,13.84
236809,14.59,0.29,2128,0.00,0.00,16,41.52,41.50,8.71,20.15,-2.11,0.96,74.90,7.26,0.00,13.92
236887,14.70,0.28,2151,0.00,0.00,16,41.88,41.50,8.71,20.06,-2.11,0.94,74.90,6.88,0.00,13.84
236949,14.70,0.27,2162,0.00,0.00,16,41.88,42.00,8.56,19.27,-2.11,0.92,74.90,6.92,0.00,13.84
237011,14.70,0.26,2137,0.00,0.00,16,41.88,41.50,8.27,17.71,-2.11,0.90,74.90,6.84,0.00,13.84
237074,14.70,0.25,2169,0.00,0.00,16,41.52,41.50,7.98,17.03,-2.11,0.90,74.90,6.48,0.00,13.92
237152,14.47,0.23,2165,0.00,0.00,16,40.82,41.00,7.84,16.44,-2.11,0.86,74.90,6.47,0.00,13.76
237215,14.01,0.21,2152,0.00,0.00,16,40.47,40.00,7.40,14.09,-2.11,0.82,74.90,5.51,0.00,13.92
237280,13.90,0.19,2178,0.00,0.00,16,39.41,39.50,6.67,12.04,-2.11,0.78,74.90,5.11,0.00,13.84
237343,13.78,0.16,2152,0.00,0.00,16,37.66,38.00,6.09,9.83,-2.11,0.76,74.90,4.59,0.00,13.92
237405,13.55,0.14,2155,0.00,0.00,16,36.25,36.50,5.51,8.78,-2.42,0.74,74.90,4.14,0.00,13.84
237483,13.44,0.13,2181,0.00,0.00,16,35.20,35.50,5.08,7.98,-2.42,0.72,74.90,3.72,0.00,13.92
237546,13.09,0.11,2146,0.00,0.00,16,34.14,34.00,4.50,7.10,-2.11,0.70,74.90,3.20,0.00,13.84
237613,12.98,0.10,2160,0.00,0.00,16,33.79,33.50,4.21,6.44,-2.11,0.68,74.90,3.23,0.00,13.92
237676,12.98,0.10,2150,0.00,0.00,16,31.68,32.00,3.92,6.55,-2.11,0.68,74.90,0.00,0.00,13.84
237743,12.98,0.10,2150,0.00,0.00,16,28.87,29.50,3.77,7.06,-2.11,0.68,74.90,0.00,0.00,13.92
237805,13.32,0.10,2171,0.00,0.00,16,26.41,28.00,3.63,7.33,-2.11,0.66,74.90,0.00,0.00,13.92
237868,13.55,0.10,2136,0.00,0.00,16,23.24,25.00,3.63,7.32,-2.11,0.66,74.90,0.00,0.00,13.92
