Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
965738,14.13,0.34,2533,0.00,0.00,16,43.63,43.50,10.30,28.41,-1.90,1.00,13.84,0.00
965927,14.24,0.34,2520,0.00,0.00,16,43.28,43.50,10.30,28.31,-1.90,1.02,13.84,0.00
966119,13.90,0.34,2521,0.00,0.00,16,43.63,43.50,10.30,28.41,-1.90,1.02,13.84,0.00
966309,14.13,0.34,2540,0.00,0.00,16,43.28,43.00,10.30,29.16,-1.90,1.02,13.76,0.00
966502,13.90,0.35,2529,0.00,0.00,16,42.93,42.50,10.45,30.16,-1.90,1.02,13.84,0.00
966692,13.78,0.36,2535,0.00,0.00,16,42.23,41.50,10.74,30.49,-1.60,1.04,13.76,0.00
966870,13.78,0.38,2552,0.00,0.00,16,40.82,41.00,11.03,31.61,-0.99,1.06,13.76,0.00
967073,13.78,0.39,2536,0.00,0.00,16,39.77,39.50,11.32,33.10,-0.39,1.06,13.76,0.00
967264,13.78,0.40,2561,0.00,0.00,16,39.06,39.00,11.61,33.83,-0.39,1.08,13.84,0.00
967451,13.55,0.41,2562,0.00,0.00,16,38.01,38.00,11.90,34.94,0.23,1.08,13.68,0.00
967639,14.13,0.42,2564,0.00,0.00,16,37.66,37.50,12.04,35.82,0.23,1.10,13.84,0.00
967826,14.01,0.42,2574,0.00,0.00,16,37.66,37.50,12.19,36.05,0.23,1.10,13.84,0.00
968029,14.36,0.42,2580,0.00,0.00,16,36.95,36.50,12.33,36.43,-0.08,1.08,13.84,0.00
968217,14.81,0.41,2598,0.00,0.00,16,38.01,38.00,12.19,35.57,0.23,1.08,13.92,0.00
968404,14.59,0.41,2592,0.00,0.00,16,38.36,38.00,12.19,35.20,-0.68,1.06,13.84,0.00
968607,14.70,0.36,2621,0.00,0.00,16,41.88,41.50,11.61,30.49,-1.60,1.00,13.84,0.00
968784,14.47,0.33,2605,0.00,0.00,16,43.63,43.50,10.45,28.63,-3.73,0.96,13.84,0.00
968971,14.36,0.29,2613,0.00,0.00,16,44.34,44.00,9.58,25.10,-4.04,0.92,13.84,0.00
969174,14.13,0.24,2625,0.00,0.00,16,44.69,44.50,8.71,21.80,-4.04,0.90,13.84,0.00
969362,14.47,0.24,2610,0.00,0.00,16,44.34,44.00,7.98,20.32,-4.04,0.88,13.84,0.00
969550,13.44,0.20,2638,0.00,0.00,16,43.63,43.00,7.55,18.10,-3.73,0.86,13.84,0.00
969737,14.59,0.21,2625,0.00,0.00,16,43.98,43.50,7.25,18.49,-4.04,0.86,13.76,0.00
969924,13.90,0.20,2627,0.00,0.00,16,43.63,43.50,6.96,17.71,-4.04,0.86,13.84,0.00
970127,14.01,0.19,2642,0.00,0.00,16,43.63,43.50,6.82,17.49,-4.04,0.84,13.84,0.00
970314,13.78,0.20,2634,0.00,0.00,16,43.63,43.50,6.67,17.71,-4.04,0.84,13.84,0.00
970502,13.55,0.19,2640,0.00,0.00,16,36.25,36.00,6.53,16.51,-4.04,0.84,13.76,0.00
970689,14.01,0.18,2634,0.00,0.00,16,20.78,28.50,6.38,14.66,-4.04,0.82,13.76,0.00
970877,14.81,0.18,2630,0.00,0.00,16,35.20,31.50,6.24,15.62,-4.04,0.82,13.84,0.00
971080,14.24,0.17,2666,0.00,0.00,16,25.70,25.00,6.09,15.25,-4.04,0.82,13.84,0.00
971267,14.47,0.17,2651,0.00,0.00,16,22.54,16.50,5.95,13.84,-3.73,0.80,13.84,0.00
971455,14.70,0.16,2610,0.00,0.00,16,16.91,16.00,5.66,13.45,-3.73,0.78,13.84,0.00
971642,15.39,0.14,2658,0.00,0.00,16,5.66,4.50,5.37,11.82,-4.04,0.76,13.84,0.00
971846,15.73,0.12,2625,0.00,0.00,16,-6.64,-8.00,5.08,10.43,-3.73,0.70,13.84,0.00
972033,18.03,0.07,2604,0.00,0.00,16,-10.16,-10.50,4.21,6.15,-3.73,0.64,13.84,0.00
972221,19.52,0.10,2617,0.00,0.00,16,-10.16,-10.50,3.92,8.47,-3.73,0.64,13.84,0.00
972408,23.20,0.09,2592,0.00,0.00,16,-10.16,-10.50,3.92,7.49,-3.73,0.64,13.84,0.00
972596,25.84,0.10,2597,0.00,0.00,16,-10.16,-10.50,3.92,8.48,-3.73,0.64,13.92,0.00
972799,24.23,0.10,2576,0.00,0.00,16,-10.16,-10.50,3.92,8.19,-3.73,0.64,13.84,0.00
972991,23.77,0.09,2576,0.00,0.00,16,-10.16,-10.50,3.92,8.11,-3.73,0.66,13.84,0.00
973179,23.77,0.11,2555,0.00,0.00,16,-10.16,-10.50,4.06,8.56,-3.73,0.70,13.84,0.00
973366,24.00,0.12,2544,0.00,0.00,16,-9.45,-9.00,4.64,8.27,-3.73,0.76,13.84,0.00
973554,23.54,0.18,2543,0.00,0.00,16,21.48,11.50,5.37,14.53,-3.73,0.82,13.84,0.00
973757,14.47,0.21,2546,0.00,0.00,16,43.28,37.50,6.24,16.14,-3.73,0.88,13.76,0.00
973944,14.13,0.23,2552,0.00,0.00,16,43.98,43.50,7.11,18.65,-3.42,0.92,13.84,0.00
974132,14.81,0.28,2524,0.00,0.00,16,45.04,45.00,8.13,23.34,-3.73,0.96,13.84,0.00
974319,14.24,0.29,2534,0.00,0.00,16,44.69,44.50,8.56,24.41,-3.11,0.98,13.84,0.00
974522,14.81,0.30,2555,0.00,0.00,16,44.34,44.00,9.00,25.30,-2.51,1.00,13.84,0.00
974694,14.70,0.31,2543,0.00,0.00,16,43.98,43.50,9.14,26.63,-2.51,1.00,13.84,0.00
974912,14.59,0.31,2540,0.00,0.00,16,44.34,44.00,9.29,25.89,-2.51,1.00,13.84,0.00
975099,14.70,0.32,2557,0.00,0.00,16,43.98,43.50,9.43,26.94,-2.51,1.00,13.84,0.00
975287,14.47,0.30,2542,0.00,0.00,16,44.69,44.50,9.58,24.71,-2.51,1.00,13.84,0.00
975474,14.70,0.31,2543,0.00,0.00,16,44.34,44.00,9.43,25.89,-2.51,0.98,13.84,0.00
975677,14.47,0.31,2561,0.00,0.00,16,44.34,44.00,9.43,25.89,-2.51,0.98,13.84,0.00
975869,14.59,0.30,2556,0.00,0.00,16,44.34,44.00,9.43,26.31,-3.11,0.98,13.84,0.00
976062,14.24,0.30,2569,0.00,0.00,16,43.98,43.50,9.43,26.62,-3.11,0.98,13.84,0.00
976253,14.01,0.30,2557,0.00,0.00,16,44.34,44.00,9.43,26.10,-3.11,0.96,13.84,0.00
976443,14.01,0.29,2574,0.00,0.00,16,44.34,44.00,9.29,25.89,-3.11,0.96,13.76,0.00
976635,13.78,0.29,2564,0.00,0.00,16,44.34,44.00,9.14,24.62,-3.73,0.96,13.84,0.00
976822,13.78,0.29,2564,0.00,0.00,16,44.69,44.50,9.14,25.01,-3.73,0.96,13.76,0.00
977009,14.13,0.29,2582,0.00,0.00,16,44.34,44.50,9.14,25.49,-3.73,0.96,13.84,0.00
977197,13.90,0.29,2573,0.00,0.00,16,44.69,44.50,9.14,24.80,-3.73,0.96,13.76,0.00
977384,13.90,0.29,2589,0.00,0.00,16,44.34,44.00,9.00,25.20,-3.73,0.96,13.84,0.00
977587,14.01,0.29,2576,0.00,0.00,16,44.34,44.50,9.00,24.90,-3.73,0.96,13.76,0.00
977776,13.67,0.29,2595,0.00,0.00,16,44.69,44.50,9.00,24.91,-3.73,0.96,13.76,0.00
977964,14.24,0.29,2579,0.00,0.00,16,44.69,44.50,9.00,25.20,-3.73,0.96,13.84,0.00
984836,14.36,0.26,2650,0.00,0.00,16,44.69,44.50,8.27,22.86,-4.04,0.92,13.84,0.00
985021,14.81,0.27,2645,0.00,0.00,16,44.69,44.50,8.27,22.41,-4.04,0.92,13.84,0.00
985208,14.47,0.26,2646,0.00,0.00,16,44.69,44.50,8.27,23.15,-4.04,0.92,13.92,0.00
985411,14.59,0.26,2654,0.00,0.00,16,44.69,44.50,8.27,22.14,-4.04,0.92,13.84,0.00
985599,14.70,0.27,2634,0.00,0.00,16,44.69,44.50,8.27,23.44,-4.04,0.94,13.84,0.00
985786,14.81,0.26,2635,0.00,0.00,16,44.69,44.50,8.42,23.14,-4.04,0.94,13.84,0.00
985974,14.81,0.26,2653,0.00,0.00,16,44.69,44.50,8.42,22.96,-4.04,0.94,13.84,0.00
986177,14.70,0.27,2638,0.00,0.00,16,44.69,44.50,8.42,23.25,-4.04,0.92,13.84,0.00
986364,14.59,0.26,2638,0.00,0.00,16,44.69,44.50,8.27,22.58,-4.04,0.92,13.84,0.00
989241,14.13,0.22,2630,0.00,0.00,16,43.98,43.50,7.40,18.41,-4.04,0.88,13.84,0.00
989421,14.70,0.23,2628,0.00,0.00,16,43.98,43.50,7.40,19.04,-3.73,0.88,13.84,0.00
989608,14.93,0.21,2623,0.00,0.00,16,43.98,43.50,7.40,19.91,-4.04,0.88,13.84,0.00
989811,14.59,0.23,2631,0.00,0.00,16,43.98,43.50,7.25,20.05,-4.04,0.88,13.84,0.00
990002,14.36,0.23,2611,0.00,0.00,16,43.98,43.50,7.25,19.42,-4.04,0.88,13.84,0.00
990189,14.47,0.23,2632,0.00,0.00,16,43.98,43.50,7.25,19.50,-3.73,0.88,13.76,0.00
990377,14.47,0.22,2621,0.00,0.00,16,43.98,43.50,7.25,19.26,-4.04,0.88,13.84,0.00
990569,14.70,0.23,2604,0.00,0.00,16,43.98,43.50,7.25,19.66,-4.04,0.88,13.76,0.00
990757,14.24,0.23,2628,0.00,0.00,16,43.98,43.50,7.25,19.74,-3.73,0.88,13.84,0.00
990944,14.47,0.22,2602,0.00,0.00,16,43.98,43.50,7.25,19.26,-4.04,0.88,13.76,0.00
991150,14.70,0.21,2622,0.00,0.00,16,43.63,43.50,7.25,16.96,-3.73,0.88,13.84,0.00
991338,14.93,0.23,2590,0.00,0.00,16,43.98,43.50,7.25,19.50,-3.73,0.88,13.84,0.00
991526,14.70,0.23,2608,0.00,0.00,16,43.98,43.50,7.25,19.81,-3.73,0.88,13.84,0.00
991713,14.59,0.21,2600,0.00,0.00,16,43.63,43.50,7.25,19.27,-3.73,0.88,13.84,0.00
991901,14.81,0.22,2614,0.00,0.00,16,43.98,43.50,7.25,20.23,-3.73,0.88,13.84,0.00
992104,14.36,0.23,2614,0.00,0.00,16,43.98,43.50,7.25,19.51,-3.73,0.88,13.84,0.00
992291,14.47,0.23,2584,0.00,0.00,16,43.98,43.50,7.25,19.35,-3.73,0.88,13.84,0.00
992479,14.70,0.23,2608,0.00,0.00,16,43.98,43.50,7.40,19.81,-3.73,0.88,13.84,0.00
992666,14.47,0.23,2584,0.00,0.00,16,43.98,43.50,7.40,19.42,-3.73,0.88,13.92,0.00
992869,14.59,0.22,2605,0.00,0.00,16,43.98,43.50,7.40,19.81,-3.73,0.88,13.84,0.00
993057,14.81,0.22,2590,0.00,0.00,16,43.98,43.50,7.40,18.95,-3.73,0.88,13.84,0.00
993244,14.59,0.23,2594,0.00,0.00,16,43.98,43.50,7.40,19.42,-3.73,0.88,13.84,0.00
993432,14.70,0.23,2577,0.00,0.00,16,43.98,43.50,7.40,19.74,-3.73,0.88,13.84,0.00
993635,14.70,0.23,2596,0.00,0.00,16,43.98,43.50,7.40,19.66,-3.73,0.88,13.84,0.00
993822,14.47,0.23,2581,0.00,0.00,16,43.98,43.50,7.40,19.81,-3.73,0.88,13.76,0.00
994010,14.70,0.23,2585,0.00,0.00,16,44.34,43.50,7.40,19.50,-3.73,0.90,13.84,0.00
994197,14.59,0.24,2574,0.00,0.00,16,43.98,43.50,7.55,18.26,-3.73,0.90,13.76,0.00
994385,14.93,0.22,2592,0.00,0.00,16,43.98,44.00,7.55,20.49,-3.73,0.90,13.84,0.00
994588,14.81,0.22,2575,0.00,0.00,16,43.98,43.50,7.55,19.58,-3.73,0.90,13.84,0.00
994779,14.93,0.23,2589,0.00,0.00,16,43.98,44.00,7.55,19.73,-3.73,0.90,13.84,0.00
994968,14.81,0.21,2586,0.00,0.00,16,44.34,44.00,7.55,20.67,-3.73,0.90,13.92,0.00
995159,14.81,0.24,2569,0.00,0.00,16,44.34,44.00,7.69,20.75,-3.73,0.90,13.84,0.00
995352,14.70,0.22,2573,0.00,0.00,16,43.98,43.50,7.69,19.74,-3.73,0.90,13.84,0.00
995542,15.04,0.24,2579,0.00,0.00,16,44.34,44.00,7.69,20.67,-3.73,0.90,13.84,0.00
995727,15.04,0.22,2583,0.00,0.00,16,43.63,43.50,7.69,18.87,-3.73,0.90,13.92,0.00
995914,15.50,0.23,2572,0.00,0.00,16,44.34,43.50,7.69,19.81,-3.73,0.90,13.92,0.00
996102,14.81,0.24,2579,0.00,0.00,16,44.34,44.00,7.84,21.10,-3.73,0.90,13.84,0.00
996289,14.81,0.25,2573,0.00,0.00,16,44.69,44.00,7.98,20.76,-3.73,0.92,13.84,0.00
996495,15.04,0.26,2589,0.00,0.00,16,44.69,44.50,7.98,21.63,-3.73,0.92,13.84,0.00
996685,14.81,0.25,2552,0.00,0.00,16,44.34,44.50,7.98,21.54,-3.73,0.92,13.84,0.00
996875,14.93,0.26,2558,0.00,0.00,16,45.04,44.50,8.13,21.63,-3.73,0.92,13.76,0.00
997063,14.81,0.26,2575,0.00,0.00,16,44.69,44.50,8.13,21.88,-3.73,0.92,13.84,0.00
997250,14.59,0.26,2568,0.00,0.00,16,45.04,44.50,8.27,22.23,-3.73,0.92,13.76,0.00
997442,14.70,0.26,2568,0.00,0.00,16,44.69,44.50,8.27,21.89,-3.73,0.92,13.84,0.00
997634,15.04,0.27,2547,0.00,0.00,16,45.04,45.00,8.27,22.96,-3.73,0.94,13.76,0.00
997822,14.93,0.27,2587,0.00,0.00,16,45.04,45.00,8.42,22.97,-3.73,0.94,13.84,0.00
998025,14.81,0.27,2566,0.00,0.00,16,45.04,45.00,8.42,23.44,-3.73,0.94,13.84,0.00
998212,14.59,0.27,2578,0.00,0.00,16,45.04,45.00,8.42,22.68,-3.73,0.94,13.84,0.00
998400,14.70,0.27,2570,0.00,0.00,16,44.69,45.00,8.42,21.54,-3.73,0.94,13.84,0.00
998587,15.16,0.26,2583,0.00,0.00,16,45.04,45.00,8.42,23.15,-3.73,0.94,13.92,0.00
998775,14.93,0.26,2575,0.00,0.00,16,45.04,44.50,8.42,21.80,-3.73,0.94,13.84,0.00
998978,15.16,0.27,2590,0.00,0.00,16,45.04,45.00,8.42,23.16,-3.73,0.94,13.92,0.00
999165,14.81,0.27,2571,0.00,0.00,16,45.04,45.00,8.42,23.15,-3.73,0.94,13.84,0.00
999353,14.59,0.27,2595,0.00,0.00,16,45.04,45.00,8.42,23.06,-3.73,0.94,13.84,0.00
999540,14.47,0.27,2575,0.00,0.00,16,45.04,45.00,8.42,22.58,-3.73,0.94,13.84,0.00
999743,14.70,0.26,2585,0.00,0.00,16,45.04,45.00,8.56,23.16,-3.73,0.94,13.84,0.00
999922,14.81,0.28,2598,0.00,0.00,16,45.04,45.00,8.56,23.73,-3.73,0.94,13.76,0.00
1000125,14.70,0.27,2582,0.00,0.00,16,44.69,44.50,8.56,24.32,-3.73,0.94,13.84,0.00
1000312,14.70,0.28,2589,0.00,0.00,16,44.69,44.50,8.71,24.32,-3.73,0.94,13.84,0.00
1000500,14.70,0.29,2606,0.00,0.00,16,44.69,44.50,8.71,24.80,-3.73,0.94,13.76,0.00
1000687,14.59,0.28,2595,0.00,0.00,16,45.04,44.50,8.71,24.51,-3.73,0.96,13.84,0.00
1000875,14.70,0.28,2612,0.00,0.00,16,44.69,44.50,8.85,25.01,-3.73,0.96,13.76,0.00
1001078,14.70,0.28,2605,0.00,0.00,16,44.69,44.50,8.85,24.80,-3.73,0.96,13.84,0.00
1001265,14.70,0.28,2617,0.00,0.00,16,44.69,44.50,8.85,23.83,-3.73,0.96,13.76,0.00
1001453,14.70,0.29,2603,0.00,0.00,16,44.34,44.00,8.85,25.40,-4.04,0.94,13.84,0.00
1001640,14.36,0.29,2627,0.00,0.00,16,44.34,44.00,8.85,25.30,-3.73,0.96,13.84,0.00
1001828,14.47,0.28,2626,0.00,0.00,16,44.69,44.50,8.85,25.01,-3.73,0.96,13.84,0.00
1002031,14.59,0.28,2610,0.00,0.00,16,44.69,44.50,8.85,25.11,-3.73,0.96,13.92,0.00
1002218,14.70,0.28,2634,0.00,0.00,16,44.69,44.50,8.85,25.10,-3.73,0.96,13.84,0.00
1002410,14.93,0.29,2614,0.00,0.00,16,44.69,44.00,8.85,25.20,-4.04,0.96,13.84,0.00
1002597,14.93,0.28,2638,0.00,0.00,16,44.69,44.50,9.00,24.51,-4.04,0.96,13.92,0.00
1002785,14.70,0.28,2642,0.00,0.00,16,44.69,44.50,9.00,25.79,-4.04,0.96,13.84,0.00
1002987,14.70,0.29,2627,0.00,0.00,16,44.34,44.00,9.00,25.10,-4.04,0.96,13.84,0.00
1003175,14.59,0.28,2644,0.00,0.00,16,44.69,44.50,9.00,23.63,-4.04,0.96,13.76,0.00
1003362,14.70,0.27,2649,0.00,0.00,16,44.69,44.50,8.85,24.61,-4.04,0.94,13.84,0.00
1003550,14.81,0.29,2630,0.00,0.00,16,44.34,44.50,8.85,24.80,-4.04,0.94,13.76,0.00
1003741,14.59,0.28,2651,0.00,0.00,16,44.69,44.50,8.71,24.71,-4.04,0.94,13.84,0.00
1003932,14.59,0.27,2650,0.00,0.00,16,44.69,44.50,8.71,23.34,-4.04,0.94,13.76,0.00
1004135,14.70,0.27,2640,0.00,0.00,16,44.69,45.00,8.42,23.44,-4.04,0.92,13.84,0.00
1004322,14.81,0.26,2653,0.00,0.00,16,44.69,44.50,8.27,22.96,-4.04,0.92,13.76,0.00
1004510,14.70,0.25,2660,0.00,0.00,16,44.69,44.50,8.13,22.58,-4.04,0.90,13.84,0.00
1004697,14.47,0.24,2638,0.00,0.00,16,44.34,44.00,7.98,20.67,-4.04,0.90,13.84,0.00
1004885,14.36,0.22,2665,0.00,0.00,16,43.98,43.50,7.55,18.65,-4.04,0.86,13.84,0.00
1005088,14.70,0.20,2654,0.00,0.00,16,43.63,43.50,7.11,18.41,-4.04,0.84,13.84,0.00
1005276,14.47,0.17,2626,0.00,0.00,16,28.52,25.50,6.53,15.69,-4.04,0.76,13.92,0.00
1005464,13.44,0.13,2608,0.00,0.00,16,1.09,6.50,5.08,10.03,-3.73,0.64,13.84,0.00
1005651,13.32,0.11,2641,0.00,0.00,16,-10.16,-10.50,3.92,8.96,-3.73,0.64,13.92,0.00
1005854,15.62,0.11,2608,0.00,0.00,16,-10.16,-10.50,3.92,10.04,-4.04,0.64,13.84,0.00
1006042,24.46,0.09,2611,0.00,0.00,16,-10.16,-10.50,3.92,8.48,-3.73,0.64,13.92,0.00
1006234,25.50,0.10,2586,0.00,0.00,16,-10.16,-10.50,3.92,8.35,-3.73,0.64,13.92,0.00
1006421,23.54,0.09,2596,0.00,0.00,16,-10.16,-10.50,3.92,7.54,-3.73,0.64,13.92,0.00
1006609,23.66,0.10,2568,0.00,0.00,16,-10.16,-10.50,3.92,8.52,-3.73,0.64,13.84,0.00
1006798,24.23,0.09,2574,0.00,0.00,16,-10.16,-10.50,3.77,7.86,-3.73,0.64,13.92,0.00
1007001,24.12,0.09,2549,0.00,0.00,16,-10.16,-10.50,3.77,8.06,-3.73,0.64,13.92,0.00
1007190,23.77,0.09,2537,0.00,0.00,16,-10.16,-10.50,3.92,7.86,-3.73,0.66,13.76,0.00
1007378,23.89,0.11,2546,0.00,0.00,16,-10.16,-10.50,3.92,9.09,-3.73,0.66,13.92,0.00
1007568,24.12,0.11,2522,0.00,0.00,16,-10.16,-10.50,4.06,9.13,-3.73,0.68,13.76,0.00
1007765,23.77,0.12,2528,0.00,0.00,16,-9.45,-10.50,4.35,9.74,-3.42,0.70,13.84,0.00
1007953,23.77,0.12,2519,0.00,0.00,16,-8.40,-8.00,4.35,10.28,-3.42,0.74,13.84,0.00
1008140,18.95,0.14,2509,0.00,0.00,16,1.09,-3.50,4.50,10.64,-3.42,0.74,13.84,0.00
1008328,14.93,0.14,2488,0.00,0.00,16,8.48,8.00,4.64,11.77,-3.42,0.76,13.92,0.00
1008519,14.24,0.14,2468,0.00,0.00,16,9.18,12.50,5.08,12.25,-3.42,0.80,13.84,0.00
1008722,14.81,0.18,2496,0.00,0.00,16,26.05,24.00,5.66,14.02,-3.42,0.82,13.84,0.00
1008910,14.70,0.19,2488,0.00,0.00,16,33.79,33.50,6.09,15.33,-3.42,0.84,13.92,0.00
1009097,15.16,0.20,2476,0.00,0.00,16,42.58,42.50,6.38,16.44,-3.42,0.86,13.92,0.00
1009285,14.70,0.21,2489,0.00,0.00,16,43.28,43.00,6.67,17.42,-3.42,0.86,13.84,0.00
1009474,14.70,0.22,2471,0.00,0.00,16,43.28,43.50,6.82,17.48,-3.42,0.88,13.84,0.00
1009677,14.81,0.22,2472,0.00,0.00,16,43.63,43.50,7.11,18.10,-3.42,0.88,13.84,0.00
1009865,14.81,0.23,2470,0.00,0.00,16,43.98,43.50,7.25,18.64,-3.42,0.88,13.84,0.00
1010054,14.81,0.24,2485,0.00,0.00,16,44.34,43.50,7.40,19.35,-3.42,0.90,13.84,0.00
1010245,14.81,0.24,2488,0.00,0.00,16,44.34,44.00,7.55,19.81,-3.42,0.90,13.84,0.00
1010432,14.81,0.24,2486,0.00,0.00,16,44.34,43.50,7.69,19.20,-3.42,0.90,13.84,0.00
1010620,14.93,0.24,2475,0.00,0.00,16,44.34,44.50,7.69,19.74,-3.42,0.90,13.76,0.00
1010823,14.70,0.24,2472,0.00,0.00,16,44.69,44.50,7.69,20.40,-3.42,0.90,13.84,0.00
1011011,14.70,0.24,2479,0.00,0.00,16,44.34,44.00,7.69,19.81,-3.42,0.90,13.76,0.00
1011201,14.81,0.24,2480,0.00,0.00,16,44.69,44.50,7.69,20.32,-3.42,0.90,13.84,0.00
1011393,14.93,0.24,2482,0.00,0.00,16,44.34,44.00,7.69,19.90,-3.42,0.90,13.76,0.00
1011585,14.81,0.24,2488,0.00,0.00,16,43.98,44.00,7.69,19.97,-3.42,0.90,13.76,0.00
1011766,14.93,0.23,2485,0.00,0.00,16,43.98,43.50,7.69,19.66,-3.42,0.88,13.84,0.00
1011969,14.81,0.23,2498,0.00,0.00,16,43.98,43.50,7.55,19.35,-3.42,0.88,13.84,0.00
1012156,15.27,0.24,2473,0.00,0.00,16,44.34,44.00,7.55,19.26,-3.42,0.88,13.84,0.00
1012344,14.70,0.24,2483,0.00,0.00,16,44.34,43.50,7.40,19.27,-3.42,0.88,13.92,0.00
1012531,14.70,0.22,2484,0.00,0.00,16,43.63,44.00,7.40,19.18,-3.42,0.88,13.84,0.00
1012732,14.93,0.23,2501,0.00,0.00,16,43.98,43.50,7.40,19.11,-3.42,0.88,13.92,0.00
1012923,15.16,0.24,2472,0.00,0.00,16,44.34,44.00,7.40,19.35,-3.42,0.88,13.84,0.00
1013114,14.93,0.23,2490,0.00,0.00,16,43.98,43.50,7.40,18.80,-3.42,0.88,13.92,0.00
1013305,15.16,0.23,2461,0.00,0.00,16,43.98,43.50,7.55,18.71,-3.42,0.88,13.84,0.00
1013497,15.39,0.23,2476,0.00,0.00,16,43.98,43.50,7.40,19.04,-3.42,0.88,13.92,0.00
1013681,15.16,0.22,2454,0.00,0.00,16,43.28,43.50,7.40,17.79,-3.42,0.88,13.84,0.00
1013875,15.39,0.23,2468,0.00,0.00,16,43.98,43.50,7.55,19.04,-3.42,0.88,13.84,0.00
1014066,14.93,0.24,2464,0.00,0.00,16,44.34,44.00,7.55,19.57,-3.42,0.88,13.92,0.00
1014257,14.81,0.23,2471,0.00,0.00,16,44.34,44.00,7.55,19.51,-3.42,0.88,13.84,0.00
1014450,14.70,0.24,2472,0.00,0.00,16,44.34,44.00,7.55,19.59,-3.42,0.90,13.84,0.00
1014639,14.70,0.24,2470,0.00,0.00,16,44.34,44.00,7.55,19.74,-3.42,0.90,13.84,0.00
1014820,14.81,0.24,2459,0.00,0.00,16,44.34,43.50,7.69,19.35,-3.42,0.90,13.84,0.00
1015025,14.93,0.24,2456,0.00,0.00,16,44.34,44.00,7.69,19.35,-3.42,0.90,13.84,0.00
1015212,14.81,0.24,2457,0.00,0.00,16,44.34,44.00,7.69,19.89,-3.42,0.90,13.84,0.00
1015400,14.81,0.25,2460,0.00,0.00,16,44.69,44.00,7.69,19.74,-3.42,0.90,13.76,0.00
1015587,14.70,0.24,2456,0.00,0.00,16,44.69,44.50,7.84,20.49,-3.42,0.90,13.84,0.00
1015778,14.70,0.25,2461,0.00,0.00,16,44.69,44.50,7.84,20.23,-3.42,0.90,13.76,0.00
1015974,14.59,0.25,2459,0.00,0.00,16,44.69,44.50,7.84,20.14,-3.42,0.90,13.84,0.00
1016162,14.59,0.23,2465,0.00,0.00,16,43.63,44.00,7.84,19.81,-3.42,0.90,13.84,0.00
1016349,15.04,0.25,2470,0.00,0.00,16,44.69,44.50,7.84,20.23,-3.42,0.90,13.76,0.00
1016541,14.81,0.25,2462,0.00,0.00,16,44.69,44.50,7.84,19.97,-3.42,0.90,13.84,0.00
1016745,14.81,0.25,2465,0.00,0.00,16,44.69,43.50,7.84,20.50,-3.42,0.90,13.76,0.00
1016932,14.81,0.25,2456,0.00,0.00,16,44.69,44.50,7.84,20.15,-3.42,0.90,13.84,0.00
1017128,14.81,0.25,2457,0.00,0.00,16,44.69,44.50,7.84,20.14,-3.42,0.90,13.76,0.00
1017320,14.81,0.24,2449,0.00,0.00,16,44.34,44.00,7.84,19.73,-3.42,0.90,13.84,0.00
1017507,14.81,0.23,2452,0.00,0.00,16,44.34,43.50,7.84,19.04,-3.42,0.90,13.84,0.00
1017695,14.93,0.24,2447,0.00,0.00,16,44.34,44.50,7.84,19.89,-3.42,0.90,13.84,0.00
1017882,15.16,0.25,2444,0.00,0.00,16,44.69,44.50,7.84,20.14,-3.42,0.90,13.76,0.00
1018070,14.81,0.25,2452,0.00,0.00,16,45.04,45.00,7.84,20.67,-3.42,0.90,13.84,0.00
1018261,14.47,0.25,2444,0.00,0.00,16,44.69,44.50,7.84,20.14,-3.42,0.90,13.84,0.00
1018464,14.70,0.25,2451,0.00,0.00,16,44.69,44.50,7.84,20.49,-3.42,0.90,13.84,0.00
1018651,14.70,0.25,2444,0.00,0.00,16,44.69,44.50,7.84,20.32,-3.42,0.90,13.84,0.00
1018839,14.59,0.24,2442,0.00,0.00,16,44.69,44.50,7.84,19.90,-3.42,0.90,13.84,0.00
1019031,14.81,0.24,2436,0.00,0.00,16,44.69,44.50,7.84,19.81,-3.11,0.90,13.84,0.00
1019218,14.93,0.25,2451,0.00,0.00,16,44.69,44.50,7.84,20.23,-3.11,0.90,13.84,0.00
1019421,14.70,0.25,2443,0.00,0.00,16,44.69,44.50,7.98,20.15,-3.11,0.90,13.84,0.00
1019609,14.70,0.24,2450,0.00,0.00,16,44.34,44.50,7.98,19.90,-3.11,0.90,13.92,0.00
1019796,14.81,0.27,2432,0.00,0.00,16,45.39,45.00,8.13,21.45,-3.11,0.92,13.84,0.00
1019993,14.70,0.28,2436,0.00,0.00,16,45.39,45.00,8.56,22.41,-3.11,0.94,13.84,0.00
1020180,14.47,0.30,2434,0.00,0.00,16,45.04,45.00,8.85,23.74,-3.11,0.96,13.84,0.00
1020368,14.47,0.30,2432,0.00,0.00,16,45.04,45.00,9.00,23.83,-2.82,0.98,13.84,0.00
1020555,14.59,0.31,2425,0.00,0.00,16,44.69,44.50,9.43,25.01,-2.20,0.98,13.76,0.00
