Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
138904,24.00,0.09,2100,0.00,0.00,16,11.99,11.50,5.62,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
138971,25.04,0.08,2085,0.00,0.00,16,11.99,11.50,5.36,-2.11,0.64,74.90,0.00,0.00,13.68,3.34,-11.27
139049,25.27,0.08,2088,0.00,0.00,16,11.99,11.50,5.33,-2.11,0.64,74.90,0.00,0.00,13.68,3.48,-11.29
139111,24.58,0.08,2066,0.00,0.00,16,11.99,11.50,5.55,-1.80,0.64,74.90,0.00,0.00,13.68,3.34,-11.27
139189,23.54,0.08,2057,0.00,0.00,16,11.99,11.50,5.62,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
139252,23.77,0.08,2058,0.00,0.00,16,11.99,11.50,5.52,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
139330,23.77,0.08,2049,0.00,0.00,16,11.99,11.50,5.43,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.25
139397,23.54,0.08,2037,0.00,0.00,16,11.99,11.50,5.46,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
139475,23.77,0.08,2017,0.00,0.00,16,11.99,11.50,5.36,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
139538,23.43,0.08,2006,0.00,0.00,16,11.99,11.50,5.14,-1.80,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
139616,23.54,0.08,2000,0.00,0.00,16,11.99,11.50,5.30,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.22
139683,23.89,0.09,1989,0.00,0.00,16,11.99,11.50,5.29,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
139746,24.00,0.08,1958,0.00,0.00,16,11.99,11.50,4.91,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
139824,23.77,0.08,1948,0.00,0.00,16,11.99,11.50,5.23,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
139902,24.12,0.08,1940,0.00,0.00,16,11.99,11.50,5.30,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
139964,23.89,0.08,1932,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.22
140027,24.00,0.08,1930,0.00,0.00,16,11.99,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
140105,23.66,0.08,1921,0.00,0.00,16,11.99,11.50,5.30,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
140183,23.77,0.09,1907,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.23
140246,24.00,0.08,1900,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
140324,23.77,0.09,1892,0.00,0.00,16,11.99,11.50,5.29,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.27
140386,23.66,0.09,1852,0.00,0.00,16,11.99,11.50,5.33,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.27
140464,23.77,0.10,1753,0.00,0.00,16,11.99,11.50,5.36,-1.49,0.64,74.90,0.00,0.00,13.68,3.34,-11.29
140527,24.12,0.10,1649,0.00,0.00,16,11.99,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.60,3.34,-11.25
140605,24.12,0.11,1472,0.00,0.00,16,11.64,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.68,3.48,-11.20
140667,24.12,0.12,1368,0.00,0.00,16,11.29,11.50,5.46,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.06
140746,24.00,0.12,1277,0.00,0.00,16,10.94,19.00,5.33,-1.49,0.64,74.90,0.00,0.00,13.60,3.63,-10.96
140808,24.12,0.13,1216,0.00,0.00,16,10.59,19.00,5.27,-1.49,0.64,74.90,2.18,0.00,13.52,3.77,-10.83
140886,24.12,0.13,1235,0.00,0.00,16,10.59,18.50,5.40,-1.49,0.64,74.90,2.11,0.00,13.68,3.92,-10.67
140949,23.77,0.12,1250,0.00,0.00,16,10.94,19.00,5.08,-1.49,0.64,74.90,1.87,0.00,13.60,4.06,-10.69
141027,24.00,0.11,1246,0.00,0.00,16,10.59,18.00,4.82,-1.49,0.64,74.90,2.13,0.00,13.68,4.06,-10.79
141089,23.77,0.11,1232,0.00,0.00,16,10.59,18.50,4.64,-1.49,0.64,74.90,2.10,0.00,13.60,3.92,-10.85
141167,23.89,0.11,1228,0.00,0.00,16,10.59,18.50,4.66,-1.49,0.64,74.90,2.10,0.00,13.60,3.77,-10.87
141230,23.66,0.11,1213,0.00,0.00,16,10.59,18.50,4.51,-1.49,0.64,74.90,2.07,0.00,13.60,3.77,-10.91
141308,23.77,0.11,1200,0.00,0.00,16,10.59,18.50,4.46,-1.18,0.64,74.90,2.05,0.00,13.60,3.77,-10.91
141387,23.66,0.11,1192,0.00,0.00,16,10.59,18.50,4.46,-1.18,0.64,74.90,2.03,0.00,13.68,3.77,-10.91
141453,23.43,0.11,1162,0.00,0.00,16,10.23,18.00,4.43,-1.18,0.64,74.90,1.98,0.00,13.68,3.77,-10.91
141516,22.05,0.12,1124,0.00,0.00,16,10.23,18.00,4.37,-1.18,0.64,74.90,1.96,0.00,13.68,3.77,-10.87
141594,20.33,0.12,1126,0.00,0.00,16,10.23,18.00,4.32,-1.18,0.64,74.90,1.92,0.00,13.68,3.77,-10.85
141657,17.80,0.12,1102,0.00,0.00,16,10.23,18.00,4.32,-1.18,0.64,74.90,1.92,0.00,13.60,3.92,-10.81
141735,16.42,0.12,1088,0.00,0.00,16,10.23,18.00,4.32,-1.18,0.64,74.90,1.86,0.00,13.68,3.92,-10.77
141798,15.73,0.12,1082,0.00,0.00,16,9.88,18.00,4.26,-1.18,0.64,74.90,1.85,0.00,13.60,3.92,-10.77
141876,14.70,0.12,1076,0.00,0.00,16,9.88,17.50,4.26,-1.18,0.64,74.90,1.84,0.00,13.60,3.92,-10.77
141940,13.90,0.12,1073,0.00,0.00,16,9.88,17.50,4.15,-1.18,0.64,74.90,1.83,0.00,13.68,3.92,-10.77
142019,13.32,0.11,1070,0.00,0.00,16,9.88,17.50,4.10,-1.18,0.64,74.90,1.83,0.00,13.68,3.92,-10.79
142081,12.86,0.11,1054,0.00,0.00,16,9.88,17.50,3.96,-1.18,0.64,74.90,1.57,0.00,13.68,3.92,-10.79
142159,12.75,0.11,1052,0.00,0.00,16,9.88,17.50,3.96,-1.18,0.64,74.90,1.57,0.00,13.68,3.92,-10.83
142222,12.52,0.11,1045,0.00,0.00,16,9.88,17.50,3.91,-1.18,0.64,74.90,1.56,0.00,13.68,3.92,-10.87
142304,12.40,0.11,1028,0.00,0.00,16,9.88,17.50,3.80,-1.18,0.64,74.90,1.53,0.00,13.60,3.77,-10.89
142369,12.29,0.11,1008,0.00,0.00,16,9.88,17.50,3.80,-1.18,0.64,74.90,1.52,0.00,13.60,3.77,-10.89
142447,12.17,0.11,998,0.00,0.00,16,9.88,17.50,3.75,-1.18,0.64,74.90,1.51,0.00,13.60,3.77,-10.87
142509,12.17,0.11,988,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.49,0.00,13.68,3.77,-10.85
142587,12.06,0.11,976,0.00,0.00,16,9.88,17.50,3.62,-1.18,0.64,74.90,1.48,0.00,13.60,3.92,-10.81
142650,12.06,0.12,949,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.42,0.00,13.60,3.92,-10.79
142728,12.17,0.12,932,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.39,0.00,13.52,3.92,-10.71
142791,12.17,0.12,920,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.37,0.00,13.60,3.92,-10.67
142869,12.29,0.12,908,0.00,0.00,16,9.88,17.50,3.58,-1.18,0.64,74.90,1.36,0.00,13.52,4.06,-10.65
142936,12.29,0.12,899,0.00,0.00,16,9.88,17.50,3.60,-1.18,0.64,74.90,1.34,0.00,13.60,4.06,-10.60
142998,12.40,0.12,888,0.00,0.00,16,9.88,17.50,3.49,-1.18,0.64,74.90,1.33,0.00,13.60,4.06,-10.60
143076,12.52,0.12,892,0.00,0.00,16,9.88,17.50,3.47,-1.18,0.64,74.90,1.33,0.00,13.52,4.06,-10.54
143154,12.52,0.12,888,0.00,0.00,16,9.88,17.50,3.40,-1.18,0.64,74.90,1.33,0.00,13.60,4.21,-10.54
143222,12.63,0.12,880,0.00,0.00,16,9.88,17.50,3.38,-1.18,0.64,74.90,1.31,0.00,13.52,4.21,-10.50
143284,12.75,0.12,846,0.00,0.00,16,9.88,17.50,3.38,-1.18,0.64,74.90,1.30,0.00,13.60,4.21,-10.50
143362,12.86,0.12,839,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.26,0.00,13.60,4.21,-10.44
143425,12.86,0.12,828,0.00,0.00,16,9.88,17.50,3.36,-1.18,0.64,74.90,1.25,0.00,13.68,4.21,-10.42
143503,12.75,0.11,820,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.23,0.00,13.44,4.35,-10.29
143566,12.86,0.11,817,0.00,0.00,16,9.88,17.50,3.21,-1.18,0.64,74.90,1.22,0.00,13.60,4.35,-10.21
143644,12.75,0.11,822,0.00,0.00,16,9.88,17.50,3.13,-1.18,0.64,74.90,1.23,0.00,13.60,4.50,-10.17
143722,12.98,0.11,815,0.00,0.00,16,9.88,17.50,3.03,-1.18,0.64,74.90,1.22,0.00,13.68,4.50,-10.21
143784,12.98,0.11,798,0.00,0.00,16,9.88,17.50,3.03,-1.18,0.64,74.90,1.19,0.00,13.52,4.50,-10.15
143847,13.09,0.12,801,0.00,0.00,16,9.88,17.50,3.03,-1.18,0.64,74.90,1.20,0.00,13.60,4.50,-10.15
143925,13.21,0.13,778,0.00,0.00,16,9.88,17.50,3.14,-1.18,0.64,74.90,1.16,0.00,13.68,4.64,-10.04
143987,13.21,0.13,782,0.00,0.00,16,9.88,17.50,3.40,-1.18,0.64,74.90,1.33,0.00,13.60,4.79,-9.98
144066,13.32,0.13,772,0.00,0.00,16,9.88,17.50,3.42,-1.18,0.64,74.90,1.32,0.00,13.68,4.79,-9.86
144144,13.90,0.14,809,0.00,0.00,16,9.88,17.50,3.52,-1.18,0.74,74.90,1.35,0.00,13.60,4.93,-9.75
144206,14.13,0.22,780,0.00,0.00,16,11.64,10.00,5.16,-1.18,0.80,74.90,2.07,0.00,13.60,5.51,-8.68
144284,14.24,0.31,788,0.00,0.00,16,15.16,14.00,8.25,-1.18,0.86,74.90,2.83,0.00,13.52,6.82,-7.04
144347,14.70,0.34,984,0.00,0.00,16,17.27,14.50,10.17,-1.18,0.86,74.90,3.03,0.00,13.68,7.69,-5.92
144425,14.81,0.31,1158,0.00,0.00,16,23.24,16.50,12.15,-1.18,0.88,74.90,3.70,0.00,13.68,9.14,-5.26
144487,14.93,0.28,1423,0.00,0.00,16,29.57,25.50,12.15,-1.49,0.88,74.90,4.25,0.00,13.68,9.43,-5.20
144565,14.24,0.26,1604,0.00,0.00,16,29.57,29.00,12.48,-1.49,0.88,74.90,4.45,0.00,13.60,9.43,-5.65
144628,13.55,0.26,1782,0.00,0.00,16,34.14,33.50,13.02,-1.49,0.88,74.90,4.56,0.00,13.60,8.56,-6.21
144706,14.59,0.25,1888,0.00,0.00,16,36.95,35.50,13.71,-1.49,0.88,74.90,5.24,0.00,13.68,8.13,-6.65
144769,15.96,0.23,1991,0.00,0.00,16,38.36,38.00,13.96,-1.49,0.90,74.90,5.52,0.00,13.60,7.84,-6.96
144851,17.00,0.22,2038,0.00,0.00,16,38.71,38.50,14.53,-1.80,0.90,74.90,5.65,0.00,13.60,7.55,-7.19
144914,17.00,0.22,2063,0.00,0.00,16,39.06,38.50,14.86,-1.80,0.90,74.90,5.72,0.00,13.68,7.40,-7.31
144992,16.19,0.22,2078,0.00,0.00,16,39.06,38.50,14.86,-1.80,0.90,74.90,5.32,0.00,13.60,7.40,-7.35
145054,14.93,0.23,2044,0.00,0.00,16,39.41,39.00,15.41,-1.80,0.90,74.90,5.75,0.00,13.68,7.40,-7.33
145133,14.59,0.23,1954,0.00,0.00,16,38.36,38.50,15.55,-1.80,0.90,74.90,5.67,0.00,13.60,7.40,-7.27
145195,14.70,0.24,1888,0.00,0.00,16,37.30,38.00,15.55,-1.80,0.90,74.90,5.84,0.00,13.68,7.55,-7.12
145273,14.70,0.26,1822,0.00,0.00,16,35.90,35.50,15.25,-1.49,0.92,74.90,5.83,0.00,13.60,7.69,-6.96
145336,14.47,0.27,1766,0.00,0.00,16,34.49,34.50,16.00,-1.49,0.92,74.90,5.65,0.00,13.68,7.84,-6.75
145414,14.59,0.29,1734,0.00,0.00,16,33.44,33.00,16.23,-1.49,0.92,74.90,5.92,0.00,13.60,7.98,-6.46
145476,14.36,0.30,1677,0.00,0.00,16,33.09,32.50,16.29,-1.49,0.92,74.90,5.73,0.00,13.60,8.13,-6.15
145554,14.13,0.32,1622,0.00,0.00,16,33.09,32.50,16.58,-1.49,0.94,74.90,5.88,0.00,13.60,8.85,-5.86
145617,14.01,0.33,1578,0.00,0.00,16,33.09,33.00,16.74,-1.49,0.94,74.90,6.06,0.00,13.68,9.14,-5.45
145700,13.90,0.33,1524,0.00,0.00,16,32.73,32.50,17.03,-1.49,0.94,74.90,5.85,0.00,13.68,9.58,-5.03
145762,13.90,0.36,1490,0.00,0.00,16,31.68,32.00,17.48,-1.49,0.96,74.90,6.04,0.00,13.60,9.87,-4.68
145840,13.67,0.38,1440,0.00,0.00,16,29.57,29.50,17.95,-1.49,0.98,74.90,6.15,0.00,13.60,10.30,-4.18
145903,13.55,0.38,1390,0.00,0.00,16,28.16,28.00,18.18,-0.89,1.00,74.90,6.06,0.00,13.60,10.74,-3.75
145981,13.67,0.40,1387,0.00,0.00,16,26.41,26.00,18.57,-0.89,1.00,74.90,6.23,0.00,13.60,11.03,-3.36
146043,13.78,0.40,1371,0.00,0.00,16,26.41,26.00,18.50,-0.89,1.00,74.90,5.92,0.00,13.52,11.46,-3.09
146121,13.90,0.40,1378,0.00,0.00,16,26.05,25.50,18.50,-0.89,1.02,74.90,5.85,0.00,13.60,11.61,-2.86
146184,14.36,0.40,1360,0.00,0.00,16,26.05,26.00,18.33,-0.89,1.02,74.90,6.09,0.00,13.52,11.90,-2.75
146262,14.70,0.41,1361,0.00,0.00,16,26.05,25.00,18.34,-0.89,1.02,74.90,5.81,0.00,13.60,11.90,-2.63
146324,14.81,0.41,1337,0.00,0.00,16,25.00,24.50,18.10,-0.89,1.02,74.90,5.99,0.00,13.52,12.04,-2.51
146406,15.04,0.42,1322,0.00,0.00,16,24.30,23.50,18.18,-0.89,1.02,74.90,6.20,0.00,13.60,12.33,-2.40
146469,15.16,0.42,1285,0.00,0.00,16,22.54,22.00,18.26,-0.58,1.02,74.90,6.30,0.00,13.52,12.48,-2.28
146547,15.16,0.43,1274,0.00,0.00,16,22.54,22.00,18.02,-0.58,1.04,74.90,5.98,0.00,13.52,12.62,-2.09
146610,15.16,0.41,1274,0.00,0.00,16,22.19,22.00,18.10,-0.58,1.04,74.90,5.98,0.00,13.60,12.77,-1.95
146688,15.04,0.41,1288,0.00,0.00,16,24.65,23.50,17.57,-0.58,1.04,74.90,5.50,0.00,13.60,12.77,-1.95
146754,14.81,0.41,1319,0.00,0.00,16,23.95,23.50,18.26,-0.58,1.04,74.90,6.19,0.00,13.60,12.77,-2.01
146821,14.81,0.40,1372,0.00,0.00,16,25.70,24.00,18.33,-0.58,1.04,74.90,5.99,0.00,13.52,12.62,-2.03
146899,15.04,0.42,1374,0.00,0.00,16,25.00,25.00,18.88,-0.58,1.04,74.90,6.44,0.00,13.60,12.62,-2.07
146966,15.16,0.41,1422,0.00,0.00,16,26.05,24.50,19.11,-0.27,1.04,74.90,6.45,0.00,13.52,12.62,-2.07
147044,15.39,0.40,1430,0.00,0.00,16,27.46,26.00,19.42,-0.27,1.04,74.90,6.41,0.00,13.60,12.62,-2.09
147107,15.27,0.41,1451,0.00,0.00,16,26.76,26.50,19.27,-0.27,1.04,74.90,6.81,0.00,13.52,12.62,-2.07
147185,15.27,0.39,1512,0.00,0.00,16,28.87,28.50,20.07,-0.27,1.06,74.90,6.78,0.00,13.60,12.62,-2.11
147247,15.16,0.40,1498,0.00,0.00,16,28.52,28.00,20.24,0.04,1.06,74.90,6.71,0.00,13.52,12.62,-2.13
147326,15.16,0.40,1529,0.00,0.00,16,28.87,28.50,20.23,0.04,1.06,74.90,6.85,0.00,13.60,12.62,-2.07
147388,15.16,0.41,1583,0.00,0.00,16,30.62,30.00,20.76,0.35,1.06,74.90,7.09,0.00,13.52,12.62,-2.13
147466,15.16,0.40,1578,0.00,0.00,16,30.62,29.50,21.63,0.35,1.06,74.90,7.07,0.00,13.52,12.48,-2.15
147529,15.39,0.40,1614,0.00,0.00,16,30.98,30.00,21.89,0.35,1.06,74.90,7.57,0.00,13.60,12.48,-2.19
147607,15.39,0.40,1661,0.00,0.00,16,32.03,31.50,22.07,0.35,1.06,74.90,7.44,0.00,13.52,12.48,-2.32
147669,15.04,0.41,1680,0.00,0.00,16,31.68,31.50,22.24,0.35,1.06,74.90,7.46,0.00,13.60,12.33,-2.32
147747,14.93,0.40,1730,0.00,0.00,16,32.73,31.00,22.68,0.66,1.06,74.90,7.88,0.00,13.52,12.33,-2.46
147810,14.93,0.39,1744,0.00,0.00,16,33.44,32.50,22.58,0.66,1.06,74.90,7.75,0.00,13.60,12.19,-2.55
147888,14.93,0.39,1766,0.00,0.00,16,34.14,33.00,23.25,0.66,1.06,74.90,7.82,0.00,13.60,12.04,-2.61
147966,14.93,0.39,1819,0.00,0.00,16,34.84,33.50,22.86,0.66,1.06,74.90,8.15,0.00,13.60,12.04,-2.75
148029,15.04,0.39,1837,0.00,0.00,16,34.84,34.00,23.83,0.35,1.06,74.90,8.23,0.00,13.52,11.90,-2.90
148107,15.04,0.38,1855,0.00,0.00,16,35.20,34.50,23.83,0.35,1.06,74.90,8.31,0.00,13.60,11.75,-2.92
148169,15.04,0.38,1894,0.00,0.00,16,36.60,36.00,23.83,0.35,1.06,74.90,8.08,0.00,13.60,11.61,-3.07
148248,14.93,0.38,1912,0.00,0.00,16,36.95,36.50,23.93,0.35,1.06,74.90,8.16,0.00,13.60,11.61,-3.11
148310,14.81,0.37,1925,0.00,0.00,16,37.30,36.50,24.22,0.35,1.04,74.90,8.21,0.00,13.60,11.46,-3.23
148389,14.81,0.36,1975,0.00,0.00,16,38.36,38.00,23.83,0.04,1.04,74.90,8.01,0.00,13.68,11.46,-3.35
148454,14.70,0.35,1986,0.00,0.00,16,38.71,38.00,23.54,0.04,1.00,74.90,8.47,0.00,13.60,11.17,-3.65
148532,14.70,0.33,2008,0.00,0.00,16,40.12,39.00,21.01,-1.18,0.98,74.90,7.71,0.00,13.60,10.74,-4.23
148594,14.47,0.31,2040,0.00,0.00,16,40.12,39.50,20.32,-1.18,0.96,74.90,7.37,0.00,13.60,10.30,-4.68
148672,14.36,0.30,2074,0.00,0.00,16,40.47,39.50,19.90,-1.80,0.96,74.90,7.40,0.00,13.60,10.01,-5.01
148735,14.24,0.28,2095,0.00,0.00,16,40.82,40.00,19.66,-1.80,0.96,74.90,7.08,0.00,13.60,9.58,-5.20
148813,14.36,0.28,2100,0.00,0.00,16,41.17,40.50,19.90,-2.11,0.96,74.90,6.72,0.00,13.68,9.43,-5.36
148876,14.47,0.28,2117,0.00,0.00,16,41.17,40.50,19.89,-2.11,0.96,74.90,6.78,0.00,13.60,9.29,-5.45
148954,14.70,0.28,2131,0.00,0.00,16,41.52,41.00,19.57,-2.11,0.96,74.90,6.82,0.00,13.68,9.29,-5.53
149016,14.81,0.28,2140,0.00,0.00,16,41.88,41.50,19.81,-2.11,0.96,74.90,6.85,0.00,13.60,9.14,-5.59
149094,14.93,0.27,2174,0.00,0.00,16,42.23,41.50,19.81,-2.11,0.96,74.90,6.96,0.00,13.68,9.14,-5.61
149157,14.93,0.28,2183,0.00,0.00,16,42.23,41.50,20.40,-2.42,0.96,74.90,7.45,0.00,13.60,9.14,-5.63
149235,14.93,0.28,2192,0.00,0.00,16,42.58,42.00,20.57,-2.42,0.96,74.90,7.48,0.00,13.60,9.14,-5.65
149298,15.04,0.28,2227,0.00,0.00,16,42.93,42.50,20.67,-2.42,0.96,74.90,7.13,0.00,13.68,9.00,-5.69
149376,14.93,0.27,2222,0.00,0.00,16,43.28,42.50,20.84,-2.42,0.96,74.90,7.58,0.00,13.60,9.00,-5.65
149438,14.70,0.29,2254,0.00,0.00,16,43.28,42.50,21.36,-2.42,0.96,74.90,7.68,0.00,13.68,9.00,-5.67
149520,14.70,0.29,2272,0.00,0.00,16,43.28,42.50,21.45,-2.42,0.96,74.90,7.69,0.00,13.52,9.00,-5.69
149585,14.59,0.29,2274,0.00,0.00,16,43.63,42.50,21.63,-2.73,0.96,74.90,7.75,0.00,13.60,9.00,-5.69
149663,14.47,0.28,2305,0.00,0.00,16,43.98,43.00,21.71,-2.73,0.96,74.90,7.76,0.00,13.52,9.00,-5.72
149726,14.59,0.28,2312,0.00,0.00,16,43.98,43.00,21.88,-2.73,0.96,74.90,7.89,0.00,13.60,9.00,-5.76
149804,14.59,0.27,2337,0.00,0.00,16,44.34,43.50,22.31,-2.73,0.96,74.90,7.48,0.00,13.52,9.00,-5.72
149870,14.59,0.29,2341,0.00,0.00,16,44.69,43.50,21.88,-2.73,0.96,74.90,7.99,0.00,13.60,9.00,-5.76
149948,14.70,0.28,2370,0.00,0.00,16,45.04,44.50,22.31,-2.73,0.96,74.90,8.09,0.00,13.60,9.00,-5.72
150010,14.70,0.29,2372,0.00,0.00,16,45.04,44.50,22.41,-3.04,0.96,74.90,8.10,0.00,13.68,9.00,-5.74
150088,14.81,0.29,2394,0.00,0.00,16,45.04,45.00,22.77,-3.04,0.96,74.90,8.17,0.00,13.60,9.00,-5.76
150151,14.81,0.28,2416,0.00,0.00,16,45.39,44.50,23.06,-3.04,0.96,74.90,8.25,0.00,13.52,9.00,-5.76
150229,14.93,0.29,2417,0.00,0.00,16,45.39,45.00,22.77,-3.04,0.96,74.90,8.25,0.00,13.60,9.00,-5.82
150292,14.81,0.29,2440,0.00,0.00,16,45.04,44.50,23.14,-3.04,0.96,74.90,8.33,0.00,13.52,8.85,-5.82
150370,14.93,0.28,2458,0.00,0.00,16,45.04,44.50,23.05,-3.35,0.96,74.90,7.87,0.00,13.60,8.85,-5.88
150432,14.81,0.28,2478,0.00,0.00,16,45.04,44.50,23.34,-3.35,0.94,74.90,8.39,0.00,13.52,8.85,-5.92
150515,14.81,0.27,2498,0.00,0.00,16,45.39,45.00,22.96,-3.35,0.92,74.90,7.93,0.00,13.60,8.71,-6.13
150577,14.81,0.27,2499,0.00,0.00,16,45.39,45.00,22.58,-3.35,0.92,74.90,7.46,0.00,13.60,8.56,-6.36
150655,14.70,0.26,2500,0.00,0.00,16,45.04,45.00,22.14,-3.35,0.92,74.90,7.47,0.00,13.60,8.27,-6.63
150718,14.59,0.25,2538,0.00,0.00,16,44.69,44.00,21.19,-3.35,0.90,74.90,7.58,0.00,13.60,8.13,-6.73
150796,14.70,0.25,2552,0.00,0.00,16,44.69,44.00,21.10,-3.35,0.90,74.90,7.62,0.00,13.60,7.98,-6.92
150859,14.59,0.24,2530,0.00,0.00,16,44.34,44.00,20.84,-3.64,0.90,74.90,7.56,0.00,13.60,7.69,-6.98
150937,14.81,0.23,2561,0.00,0.00,16,43.98,43.50,19.50,-3.64,0.88,74.90,7.10,0.00,13.60,7.55,-7.17
150999,14.81,0.25,2575,0.00,0.00,16,44.34,43.50,19.81,-3.64,0.88,74.90,7.14,0.00,13.60,7.40,-7.29
151077,14.81,0.23,2582,0.00,0.00,16,43.98,43.50,20.23,-3.64,0.88,74.90,7.16,0.00,13.52,7.40,-7.41
151140,14.93,0.21,2614,0.00,0.00,16,43.98,43.50,19.35,-3.64,0.88,74.90,7.25,0.00,13.60,7.25,-7.48
151218,14.70,0.22,2592,0.00,0.00,16,43.98,43.00,18.65,-3.64,0.88,74.90,6.62,0.00,13.52,7.11,-7.58
151280,14.81,0.22,2621,0.00,0.00,16,43.98,43.00,18.64,-3.94,0.88,74.90,6.64,0.00,13.60,7.11,-7.66
151359,14.81,0.20,2621,0.00,0.00,16,43.98,43.50,19.42,-3.94,0.88,74.90,7.27,0.00,13.60,6.96,-7.73
151421,14.81,0.22,2628,0.00,0.00,16,43.98,43.50,19.19,-3.64,0.88,74.90,7.29,0.00,13.60,6.96,-7.73
151499,14.70,0.22,2656,0.00,0.00,16,43.98,43.50,19.11,-3.64,0.88,74.90,6.80,0.00,13.52,6.96,-7.79
151562,14.47,0.22,2661,0.00,0.00,16,43.98,43.50,19.20,-3.94,0.88,74.90,6.81,0.00,13.60,6.96,-7.79
151640,14.47,0.22,2660,0.00,0.00,16,43.98,43.50,18.80,-3.94,0.88,74.90,6.81,0.00,13.60,6.96,-7.83
151718,14.59,0.22,2672,0.00,0.00,16,43.98,43.50,19.42,-3.94,0.88,74.90,6.84,0.00,13.68,6.82,-7.85
151780,14.36,0.20,2676,0.00,0.00,16,43.98,43.50,19.11,-3.94,0.88,74.90,7.42,0.00,13.60,6.82,-7.87
151858,14.36,0.23,2670,0.00,0.00,16,43.98,43.50,19.20,-3.94,0.88,74.90,6.83,0.00,13.60,6.82,-7.89
151921,14.47,0.22,2684,0.00,0.00,16,43.98,43.50,19.19,-3.94,0.88,74.90,6.87,0.00,13.60,6.82,-7.91
151999,14.59,0.21,2694,0.00,0.00,16,43.98,43.50,19.42,-3.94,0.88,74.90,6.90,0.00,13.68,6.82,-7.91
152062,14.36,0.21,2690,0.00,0.00,16,43.98,43.50,18.71,-4.25,0.88,74.90,6.89,0.00,13.68,6.82,-7.91
152140,14.70,0.21,2726,0.00,0.00,16,43.98,43.50,19.35,-4.25,0.88,74.90,6.94,0.00,13.68,6.82,-7.95
152202,14.81,0.21,2705,0.00,0.00,16,43.98,43.50,18.65,-4.25,0.88,74.90,6.40,0.00,13.68,6.82,-7.95
152281,14.81,0.21,2733,0.00,0.00,16,43.98,43.50,18.57,-4.25,0.88,74.90,6.93,0.00,13.68,6.82,-7.95
152343,15.16,0.21,2740,0.00,0.00,16,44.34,43.50,19.35,-4.25,0.88,74.90,7.01,0.00,13.68,6.82,-7.95
152421,15.16,0.21,2715,0.00,0.00,16,44.34,43.50,19.42,-4.25,0.88,74.90,6.95,0.00,13.68,6.67,-7.97
152484,14.81,0.21,2756,0.00,0.00,16,44.34,43.50,19.42,-4.25,0.86,74.90,7.06,0.00,13.68,6.67,-7.99
152562,14.47,0.20,2764,0.00,0.00,16,44.34,43.50,19.42,-4.25,0.86,74.90,6.49,0.00,13.68,6.67,-8.02
152640,14.36,0.21,2751,0.00,0.00,16,43.98,43.50,18.71,-4.25,0.88,74.90,7.04,0.00,13.60,6.67,-7.99
152703,14.36,0.21,2774,0.00,0.00,16,44.34,43.50,19.66,-4.25,0.88,74.90,7.10,0.00,13.60,6.67,-7.93
152781,14.70,0.25,2804,0.00,0.00,16,44.34,43.50,20.84,-4.25,0.96,74.90,7.78,0.00,13.68,6.96,-7.54
