Time (msec),A/F Sensor #1 (Direct)* (AFR),Atmospheric Pressure (psi),CL/OL Fueling* (status),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%)
1088516,15.06,14.36,8,201,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1088688,15.19,14.36,8,201,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1088875,14.95,14.36,8,201,1016,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1089047,14.60,14.36,8,201,1015,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1089219,14.44,14.36,8,201,1010,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1089391,14.64,14.36,8,201,1018,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1089563,14.35,14.36,8,201,1022,0.00,0.00,74.90,1.74,0.00,4.35,0.00
1089734,14.14,14.36,8,201,1014,0.00,0.00,74.90,1.73,0.00,4.35,0.00
1089906,14.23,14.36,8,201,999,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1090078,14.67,14.36,8,201,1008,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1090250,14.82,14.36,8,201,1011,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1090422,14.39,14.36,8,201,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1090594,14.39,14.36,8,201,1016,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1090766,14.46,14.36,8,201,1000,0.00,0.00,74.90,1.71,0.00,4.35,0.00
1090937,14.65,14.36,8,201,995,0.00,0.00,74.90,1.70,0.00,4.50,0.00
1091109,14.84,14.36,8,201,993,0.00,0.00,74.90,1.91,0.00,4.50,0.00
1091281,15.00,14.36,8,201,987,0.00,0.00,74.90,1.68,0.00,4.64,0.00
1091453,15.16,14.36,8,201,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1091625,14.42,14.36,8,201,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1091797,14.16,14.36,8,201,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1091969,14.44,14.36,8,201,1002,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1092140,14.81,14.36,8,201,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1092312,14.79,14.36,8,201,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1092484,14.63,14.36,8,201,1014,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1092656,14.63,14.36,8,201,1006,0.00,0.00,74.90,1.50,0.00,4.50,0.00
1092828,14.81,14.36,8,201,983,0.00,0.00,74.90,1.66,0.00,4.50,0.00
1093000,15.03,14.36,8,201,1003,0.00,0.00,74.90,1.71,0.00,4.64,0.00
1093172,14.87,14.36,8,201,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1093359,14.72,14.36,8,201,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1093531,14.70,14.36,8,201,1000,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1093703,14.74,14.36,8,201,1002,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1093875,14.80,14.36,8,201,1014,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1094047,14.84,14.36,8,201,972,0.00,0.00,74.90,1.66,0.00,4.50,0.00
1094218,15.06,14.36,8,201,974,0.00,0.00,74.90,1.66,0.00,4.64,0.00
1094390,15.54,14.36,8,201,991,0.00,0.00,74.90,1.90,0.00,4.79,0.00
1094562,15.22,14.36,8,201,1031,0.00,0.00,74.90,1.76,0.00,4.64,0.00
1094734,14.26,14.36,8,203,1009,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1094906,14.37,14.36,8,203,1007,0.00,0.00,74.90,1.72,0.00,4.64,0.00
1095078,14.84,14.36,8,203,995,0.00,0.00,74.90,1.70,0.00,4.64,0.00
1095250,15.11,14.36,8,203,1001,0.00,0.00,74.90,1.92,0.00,4.64,0.00
1095422,15.14,14.36,8,203,1035,0.00,0.00,74.90,1.77,0.00,4.64,0.00
1095593,14.90,14.36,8,203,1023,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1095765,14.97,14.36,8,203,1034,0.00,0.00,74.90,1.77,0.00,4.50,0.00
1095937,14.76,14.36,8,203,1020,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1096109,14.70,14.36,8,203,1019,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1096285,14.56,14.36,8,203,1028,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1096457,14.10,14.36,8,203,1031,0.00,0.00,74.90,1.76,0.00,4.50,0.00
1096629,14.23,14.36,8,203,1024,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1096801,14.48,14.36,8,203,1021,0.00,0.00,74.90,1.96,0.00,4.50,0.00
1096973,14.60,14.36,8,203,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1097145,14.79,14.36,8,203,1028,0.00,0.00,74.90,1.76,0.00,4.50,0.00
1097317,14.63,14.36,8,203,1020,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1097489,14.32,14.36,8,203,1036,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1097660,14.39,14.36,8,203,1029,0.00,0.00,74.90,1.76,0.00,4.50,0.00
1097832,14.55,14.36,8,203,1017,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1098004,14.53,14.36,8,203,1019,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1098176,14.81,14.36,8,203,998,0.00,0.00,74.90,1.70,0.00,4.50,0.00
1098348,14.92,14.36,8,203,1005,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1098520,14.92,14.36,8,203,1010,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1098692,14.75,14.36,8,203,1010,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1098863,14.76,14.36,8,203,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1099035,14.82,14.36,8,203,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1099207,14.84,14.36,8,203,999,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1099379,14.90,14.36,8,203,1008,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1099551,14.95,14.36,8,203,1008,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1099723,14.86,14.36,8,203,1008,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1099895,14.58,14.36,8,203,1008,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1100066,14.51,14.36,8,203,1010,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1100238,14.44,14.36,8,203,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1100426,14.41,14.36,8,203,1007,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1100598,14.44,14.36,8,203,988,0.00,0.00,74.90,1.69,0.00,4.50,0.00
1100758,14.62,14.36,8,203,996,0.00,0.00,74.90,1.70,0.00,4.50,0.00
1100941,14.82,14.36,8,203,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1101105,14.79,14.36,8,203,996,0.00,0.00,74.90,1.70,0.00,4.50,0.00
1101277,14.79,14.36,8,203,994,0.00,0.00,74.90,1.69,0.00,4.50,0.00
1101449,14.92,14.36,8,203,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1101621,14.92,14.36,8,203,1000,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1101792,14.97,14.36,8,203,986,0.00,0.00,74.90,1.68,0.00,4.50,0.00
1101964,14.90,14.36,8,203,1004,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1102136,14.90,14.36,8,203,1017,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1102308,14.72,14.36,8,203,1026,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1102480,14.67,14.36,8,203,1009,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1102652,14.53,14.36,8,203,1005,0.00,0.00,74.90,1.71,0.00,4.50,0.00
1102824,14.64,14.36,8,203,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1102996,14.58,14.36,8,203,1014,0.00,0.00,74.90,1.73,0.00,4.35,0.00
1103167,14.51,14.36,8,203,1006,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1103355,14.59,14.36,8,203,1025,0.00,0.00,74.90,1.75,0.00,4.50,0.00
1103527,14.42,14.36,8,203,1012,0.00,0.00,74.90,1.73,0.00,4.50,0.00
1103698,14.51,14.36,8,203,1021,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1103870,14.39,14.36,8,203,1015,0.00,0.00,74.90,1.73,0.00,4.35,0.00
1104046,14.46,14.36,8,203,1004,0.00,0.00,74.90,1.70,0.00,4.50,0.00
1104217,14.63,14.36,8,203,1022,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1104390,14.76,14.36,8,203,1020,0.00,0.00,74.90,1.74,0.00,4.50,0.00
1104549,14.23,14.36,8,203,1010,0.00,0.00,74.90,1.76,0.00,4.35,0.00
1104737,14.32,14.36,8,203,1005,0.00,0.00,74.90,1.72,0.00,4.50,0.00
1104909,14.34,14.36,8,203,996,0.00,0.00,74.90,1.49,0.00,4.50,0.00
1105080,14.44,14.36,8,203,975,0.00,0.00,74.90,1.66,0.00,4.50,0.00
1105252,14.51,14.36,8,203,993,0.00,0.00,74.90,1.69,0.00,4.50,0.00
1105424,14.87,14.36,8,203,1000,0.00,0.00,74.90,1.71,0.00,4.64,0.00
1105596,15.06,14.36,8,205,1002,0.00,0.00,74.90,1.71,0.00,4.64,0.00
1105768,15.16,14.36,8,205,968,0.00,0.00,74.90,1.65,0.00,4.64,0.00
1105940,15.70,14.36,8,205,1032,0.00,0.00,74.90,1.71,0.00,4.64,0.00
1106112,15.49,14.36,8,205,1045,0.00,0.00,74.90,1.78,0.00,4.50,0.00
1106287,14.87,14.36,8,205,1020,0.00,0.00,74.90,1.74,0.00,4.50,1.18
1106459,14.79,14.36,8,205,1031,0.00,0.00,74.90,3.08,0.00,5.22,3.53
1106631,14.16,14.36,8,205,1262,0.00,0.00,74.90,3.23,0.00,6.38,5.49
1106803,12.82,14.36,8,205,1637,0.00,0.00,74.90,4.19,0.00,6.96,6.27
1106978,14.98,14.36,8,205,1796,0.00,0.00,74.90,4.60,0.00,6.96,7.06
1107150,15.30,14.36,8,205,1861,0.00,0.00,74.90,5.56,0.00,6.96,7.84
1107322,14.87,14.36,8,205,1910,0.00,0.00,74.90,6.06,0.00,7.84,9.41
1107494,14.35,14.36,8,205,1941,0.00,0.00,74.90,6.63,0.00,8.56,10.59
1107666,14.49,14.36,8,205,1900,0.00,0.00,74.90,6.89,0.00,9.29,10.98
1107838,14.90,14.36,8,205,1877,0.00,0.00,74.90,7.21,0.00,9.87,11.76
1108010,14.80,14.36,8,205,1891,0.00,0.00,74.90,7.26,0.00,10.30,12.16
1108182,14.93,14.36,8,205,1878,0.00,0.00,74.90,7.61,0.00,10.74,12.55
1108354,14.92,14.36,8,205,1848,0.00,0.00,74.90,7.89,0.00,10.88,12.94
1108525,14.84,14.36,8,205,1766,0.00,0.00,74.90,7.91,0.00,11.46,12.94
1108686,14.87,14.36,8,205,1648,0.00,0.00,74.90,7.73,0.00,12.04,12.94
1108874,14.81,14.36,8,205,1674,0.00,0.00,74.90,7.14,0.00,12.33,13.33
1109045,15.51,14.36,8,205,1902,0.00,0.00,74.90,8.11,0.00,11.90,13.73
1109217,15.08,14.36,8,205,2114,0.00,0.00,74.90,8.29,0.00,11.75,13.73
1109389,15.30,14.36,8,205,2216,0.00,0.00,74.90,9.45,0.00,11.75,14.12
1109561,15.19,14.36,8,205,2377,0.00,0.00,74.90,10.65,0.00,11.61,14.51
1109733,14.87,14.36,8,205,2534,0.00,0.00,74.90,10.81,0.00,11.61,14.51
1109905,14.73,14.36,8,205,2678,0.00,0.00,74.90,11.42,0.00,11.32,14.51
1110077,14.72,14.36,8,205,2870,0.00,0.00,74.90,12.25,0.00,11.17,14.51
1110249,14.35,14.36,8,205,2969,0.00,0.00,74.90,12.67,0.00,11.03,12.94
1110421,11.99,14.36,10,205,2981,0.00,0.00,74.90,0.00,0.00,6.09,0.00
1110592,11.65,14.36,10,205,2834,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1110764,15.06,14.36,10,205,2622,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1110940,21.11,14.36,10,205,2273,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1111112,23.87,14.36,10,205,2069,0.00,0.00,74.90,0.00,0.00,3.92,1.96
1111272,23.70,14.36,10,205,1907,0.00,0.00,74.90,4.07,0.00,4.35,2.75
1111446,11.71,14.36,8,205,1883,0.00,0.00,74.90,4.02,0.00,4.35,3.14
1111618,11.28,14.36,8,205,1881,0.00,0.00,74.90,3.61,0.00,4.64,3.92
1111793,12.29,14.36,8,205,1790,0.00,0.00,74.90,3.82,0.00,4.79,3.92
1111965,14.72,14.36,8,205,1721,0.00,0.00,74.90,3.30,0.00,5.08,3.92
1112137,14.98,14.36,8,205,1712,0.00,0.00,74.90,3.65,0.00,5.22,3.92
1112308,14.90,14.36,8,205,1712,0.00,0.00,74.90,3.29,0.00,4.93,1.96
1112480,14.70,14.36,10,205,1695,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1112652,14.76,14.36,10,205,1638,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1112839,18.43,14.36,10,205,1639,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1113011,22.45,14.36,10,205,1682,0.00,0.00,74.90,0.00,0.00,3.63,1.18
1113183,23.56,14.36,10,205,1689,0.00,0.00,74.90,3.60,0.00,4.50,4.31
1113355,20.78,14.36,10,205,1570,0.00,0.00,74.90,3.69,0.00,5.37,4.71
1113527,12.77,14.36,8,205,1693,0.00,0.00,74.90,3.97,0.00,5.80,5.49
1113699,13.75,14.36,8,205,1654,0.00,0.00,74.90,3.88,0.00,6.67,5.88
1113871,14.39,14.36,8,205,1607,0.00,0.00,74.90,4.36,0.00,6.96,5.88
1114043,14.81,14.36,8,205,1622,0.00,0.00,74.90,4.84,0.00,6.96,6.27
1114215,14.90,14.36,8,205,1655,0.00,0.00,74.90,4.59,0.00,7.11,6.27
1114386,15.33,14.36,8,205,1746,0.00,0.00,74.90,4.84,0.00,7.25,5.10
1114558,15.27,14.36,8,205,1702,0.00,0.00,74.90,3.63,0.00,5.66,1.96
1114730,13.23,14.36,8,205,1672,0.00,0.00,74.90,2.85,0.00,4.64,2.75
1114902,14.09,14.36,8,205,1726,0.00,0.00,74.90,3.68,0.00,4.79,5.49
1115074,14.95,14.36,8,205,1688,0.00,0.00,74.90,5.04,0.00,6.09,7.84
1115246,13.26,14.36,8,205,1720,0.00,0.00,74.90,5.50,0.00,9.43,13.33
1115418,15.03,14.36,8,205,1842,0.00,0.00,74.90,8.65,0.00,11.61,18.43
1115589,15.08,14.36,8,205,1852,0.00,0.00,74.90,8.30,0.00,13.06,21.57
1115761,15.94,14.36,8,205,1903,0.00,0.00,74.90,9.78,0.00,14.07,25.49
1115933,15.36,14.36,8,205,1976,0.00,0.00,74.90,10.54,0.00,14.36,27.45
1116105,15.48,14.36,8,205,2064,0.00,0.00,100.00,11.45,0.00,14.80,29.41
1116277,14.87,14.36,8,205,2081,0.00,0.00,100.00,11.99,0.00,15.24,30.98
1116449,14.87,14.36,8,205,2159,0.00,0.00,100.00,12.89,0.00,15.53,31.76
1116621,14.68,14.36,8,205,2240,0.00,0.00,100.00,13.38,0.00,15.96,32.16
1116792,14.49,14.36,8,205,2281,0.00,0.00,100.00,14.11,0.00,16.11,32.55
1116969,14.56,14.36,8,205,2387,0.00,0.00,100.00,14.77,0.00,16.54,32.55
1117141,14.36,14.36,10,205,2492,0.00,0.00,100.00,16.54,0.00,16.98,32.94
1117313,13.76,14.36,10,205,2510,0.00,0.00,100.00,17.67,0.00,17.27,32.94
1117485,13.24,14.36,10,205,2636,0.00,0.00,100.00,19.12,0.00,17.70,33.33
1117656,12.75,14.36,10,205,2753,0.00,0.00,100.00,20.72,0.00,18.14,32.94
1117828,12.42,14.36,10,205,2794,0.00,0.00,100.00,23.25,0.00,18.43,32.55
1118000,11.87,14.36,10,205,2881,0.00,0.00,100.00,23.97,0.00,18.43,25.88
1118172,12.00,14.36,10,205,2972,0.00,0.00,100.00,20.92,0.00,17.27,5.88
1118344,11.24,14.36,10,205,2947,0.00,0.00,74.90,0.00,0.00,6.38,0.00
1118520,13.59,14.36,10,205,3068,0.00,0.00,74.90,0.00,0.00,4.50,0.00
1118692,16.30,14.36,10,205,2826,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1118864,23.70,14.36,10,205,2907,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1119036,23.49,14.36,10,205,2960,0.00,0.00,74.90,7.95,0.00,4.35,3.92
1119208,11.42,14.36,10,205,2796,0.00,0.00,74.90,6.56,0.00,4.79,4.31
1119395,11.60,14.36,8,205,2855,0.00,0.00,74.90,5.48,0.00,4.93,5.10
1119567,14.46,14.36,8,205,2804,0.00,0.00,74.90,5.37,0.00,5.22,5.49
1119739,14.92,14.36,8,205,2788,0.00,0.00,74.90,5.95,0.00,5.37,5.49
1119911,15.16,14.36,8,205,2794,0.00,0.00,74.90,5.96,0.00,5.51,5.88
1120083,15.60,14.36,8,205,2732,0.00,0.00,74.90,5.83,0.00,5.51,5.88
1120255,15.05,14.36,8,205,2783,0.00,0.00,74.90,5.94,0.00,5.37,5.49
1120427,14.72,14.36,8,205,2809,0.00,0.00,74.90,5.99,0.00,5.22,4.71
1120598,14.97,14.36,8,205,2778,0.00,0.00,74.90,5.33,0.00,4.93,1.96
1120770,14.32,14.36,10,205,2729,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1120945,13.80,14.36,10,205,2814,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1121117,19.87,14.36,10,205,2678,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1121288,25.65,14.36,10,203,2641,0.00,0.00,74.90,5.07,0.00,3.92,1.57
1121460,17.59,14.36,10,203,2679,0.00,0.00,74.90,5.14,0.00,3.77,1.96
1121633,11.74,14.36,8,203,2658,0.00,0.00,74.90,5.10,0.00,3.92,4.71
1121805,12.38,14.36,8,203,2646,0.00,0.00,74.90,5.08,0.00,4.93,5.49
1121977,15.11,14.36,8,203,2588,0.00,0.00,74.90,5.52,0.00,5.22,5.88
1122149,15.57,14.36,8,203,2663,0.00,0.00,74.90,5.68,0.00,5.51,6.27
1122320,15.22,14.36,8,203,2674,0.00,0.00,74.90,6.15,0.00,5.66,6.27
1122492,14.92,14.36,8,203,2593,0.00,0.00,74.90,6.09,0.00,5.95,6.67
1122664,15.42,14.36,8,203,2621,0.00,0.00,74.90,6.15,0.00,5.95,6.67
1122836,15.13,14.36,8,203,2650,0.00,0.00,74.90,6.25,0.00,6.09,7.06
1123013,15.11,14.36,8,203,2668,0.00,0.00,74.90,6.83,0.00,6.24,7.06
1123184,14.94,14.36,8,203,2667,0.00,0.00,74.90,6.26,0.00,6.24,7.06
1123356,15.19,14.36,8,203,2669,0.00,0.00,74.90,6.83,0.00,6.24,7.06
1123531,14.84,14.36,8,203,2693,0.00,0.00,74.90,6.32,0.00,6.24,7.45
1123703,15.08,14.36,8,203,2691,0.00,0.00,74.90,6.31,0.00,6.38,7.45
1123876,15.34,14.36,8,203,2707,0.00,0.00,74.90,6.93,0.00,6.38,7.45
1124049,14.90,14.36,8,203,2721,0.00,0.00,74.90,6.97,0.00,6.53,7.45
1124221,14.92,14.36,8,201,2724,0.00,0.00,74.90,7.07,0.00,6.53,7.45
1124393,14.95,14.36,8,201,2740,0.00,0.00,74.90,7.01,0.00,6.67,8.24
1124565,14.87,14.36,8,201,2753,0.00,0.00,74.90,8.22,0.00,7.11,11.76
1124737,13.96,14.36,8,201,2764,0.00,0.00,74.90,11.20,0.00,9.00,16.08
1124909,14.84,14.36,8,201,2832,0.00,0.00,74.90,14.50,0.00,12.04,21.96
1125081,14.21,14.36,8,201,2883,0.00,0.00,74.90,15.99,0.00,13.78,25.88
1125252,13.82,14.36,8,201,2927,0.00,0.00,74.90,18.11,0.00,14.80,30.20
1125424,13.17,14.36,10,201,3023,0.00,0.00,100.00,20.64,0.00,16.25,32.16
1125596,12.61,14.36,10,201,3128,0.00,0.00,100.00,22.68,0.00,17.41,34.51
1125768,12.29,14.36,10,201,3206,0.00,0.00,100.00,25.31,0.00,18.57,36.86
1125940,11.91,14.36,10,201,3335,0.00,0.00,100.00,28.46,0.00,19.59,36.86
1126112,11.49,14.36,10,201,3445,0.00,0.00,100.00,30.41,0.00,19.15,26.67
1126284,11.97,14.36,10,201,3521,0.00,0.00,100.00,24.04,0.00,17.12,15.69
1126456,11.99,14.36,8,201,3556,0.00,0.00,74.90,12.14,0.00,9.72,4.31
1126627,11.60,14.36,10,201,3564,0.00,0.00,74.90,0.00,0.00,5.08,0.00
1129472,14.92,14.36,8,199,2303,0.00,0.00,74.90,4.42,0.00,5.08,3.92
1129644,14.92,14.36,10,199,2283,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1129816,15.27,14.36,10,199,2314,0.00,0.00,74.90,0.00,0.00,3.19,0.00
1129988,18.47,14.36,10,199,2278,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1130160,24.84,14.36,10,199,2276,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1130331,24.73,14.36,10,198,2252,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1130503,23.56,14.36,10,198,2215,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1130675,24.18,14.36,10,198,2210,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1130862,23.93,14.36,10,198,2169,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1131034,23.77,14.36,10,198,2152,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1131206,23.89,14.36,10,198,2141,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1131378,23.56,14.36,10,198,2111,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1131550,23.89,14.36,10,198,2100,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1131722,23.97,14.36,10,198,2071,0.00,0.00,74.90,0.00,0.00,3.48,1.18
1131894,23.51,14.36,10,198,2096,0.00,0.00,74.90,3.58,0.00,4.06,3.14
1132066,23.03,14.36,10,198,2062,0.00,0.00,74.90,3.52,0.00,4.35,5.49
1132237,14.32,14.36,8,198,2057,0.00,0.00,74.90,4.39,0.00,5.37,6.67
1132409,13.70,14.36,8,198,2073,0.00,0.00,74.90,4.86,0.00,6.38,7.45
1132581,14.82,14.36,8,198,2058,0.00,0.00,74.90,5.27,0.00,6.96,7.84
1132753,15.27,14.36,8,198,2051,0.00,0.00,74.90,5.69,0.00,7.25,8.24
1132925,15.78,14.36,8,198,2052,0.00,0.00,74.90,5.77,0.00,7.40,8.24
1133097,14.92,14.36,8,198,2062,0.00,0.00,74.90,5.72,0.00,7.40,7.84
1133269,14.82,14.36,8,198,2081,0.00,0.00,74.90,5.77,0.00,7.25,7.45
1133441,14.67,14.36,8,198,2081,0.00,0.00,74.90,5.77,0.00,7.25,7.45
1133612,14.76,14.36,8,198,2111,0.00,0.00,74.90,4.95,0.00,7.11,7.45
1133784,14.89,14.36,8,198,2125,0.00,0.00,74.90,5.44,0.00,6.96,7.06
1133956,14.70,14.36,8,196,2112,0.00,0.00,74.90,4.96,0.00,6.82,7.06
1134128,14.79,14.36,8,196,2120,0.00,0.00,74.90,4.97,0.00,6.82,7.06
1134300,14.74,14.36,8,196,2096,0.00,0.00,74.90,5.03,0.00,6.82,7.06
1134472,14.70,14.36,8,196,2132,0.00,0.00,74.90,5.00,0.00,6.82,7.06
1134659,14.70,14.36,8,196,2118,0.00,0.00,74.90,4.97,0.00,6.82,7.06
1134831,14.93,14.36,8,196,2135,0.00,0.00,74.90,4.97,0.00,6.82,7.06
1135002,14.84,14.36,8,196,2121,0.00,0.00,74.90,5.43,0.00,6.67,7.06
1135164,14.72,14.36,8,196,2133,0.00,0.00,74.90,5.01,0.00,6.67,7.06
1135336,14.77,14.36,8,196,2131,0.00,0.00,74.90,5.00,0.00,6.82,7.06
1135508,14.79,14.36,8,196,2142,0.00,0.00,74.90,5.03,0.00,6.67,7.06
1135680,14.87,14.36,8,196,2138,0.00,0.00,74.90,5.02,0.00,6.67,6.27
1135852,14.77,14.36,8,196,2148,0.00,0.00,74.90,4.58,0.00,6.24,5.88
1136028,14.84,14.36,8,196,2154,0.00,0.00,74.90,4.59,0.00,5.95,5.49
1136210,14.82,14.36,8,196,2156,0.00,0.00,74.90,4.57,0.00,5.66,5.10
1136378,14.72,14.36,8,196,2157,0.00,0.00,74.90,4.14,0.00,5.51,5.10
1136550,14.70,14.36,8,196,2150,0.00,0.00,74.90,4.13,0.00,5.37,4.71
1136726,15.03,14.36,8,194,2144,0.00,0.00,74.90,4.12,0.00,5.22,3.92
1136898,14.45,14.36,8,194,2129,0.00,0.00,74.90,3.63,0.00,4.79,3.53
1137070,14.49,14.36,8,194,2109,0.00,0.00,74.90,3.15,0.00,4.50,3.53
1137245,15.45,14.36,8,194,2164,0.00,0.00,74.90,3.69,0.00,4.50,3.53
1137417,14.65,14.36,8,194,2091,0.00,0.00,74.90,3.57,0.00,4.50,3.53
1137589,13.48,14.36,8,194,2097,0.00,0.00,74.90,3.58,0.00,4.50,3.53
1137750,13.89,14.36,8,194,2114,0.00,0.00,74.90,3.61,0.00,4.50,3.53
1137922,14.30,14.36,8,194,2082,0.00,0.00,74.90,3.55,0.00,4.50,3.53
1138094,14.11,14.36,8,194,2080,0.00,0.00,74.90,3.55,0.00,4.64,3.53
1138265,14.40,14.36,8,194,2096,0.00,0.00,74.90,3.58,0.00,4.64,3.53
1138437,14.85,14.36,8,194,2074,0.00,0.00,74.90,3.54,0.00,4.64,3.92
1138625,14.93,14.36,8,194,2088,0.00,0.00,74.90,4.01,0.00,4.79,4.31
1138797,14.58,14.36,8,194,2114,0.00,0.00,74.90,4.96,0.00,5.37,6.67
1138968,13.63,14.36,8,194,2101,0.00,0.00,74.90,4.93,0.00,6.24,6.67
1139140,14.48,14.36,8,194,2077,0.00,0.00,74.90,4.43,0.00,6.38,6.67
1139312,15.63,14.36,8,194,2096,0.00,0.00,74.90,4.47,0.00,6.53,7.06
1139484,15.63,14.36,8,194,2096,0.00,0.00,74.90,4.98,0.00,6.82,7.45
1139656,15.03,14.36,8,194,2136,0.00,0.00,74.90,5.47,0.00,6.96,7.45
1139828,14.90,14.36,8,192,2118,0.00,0.00,74.90,5.42,0.00,7.11,7.84
1140000,14.90,14.36,8,192,2104,0.00,0.00,74.90,5.39,0.00,7.25,7.84
1140172,15.03,14.36,8,192,2124,0.00,0.00,74.90,5.89,0.00,7.40,8.24
1140343,14.92,14.36,8,192,2138,0.00,0.00,74.90,5.93,0.00,7.69,8.63
1140515,14.97,14.36,8,192,2152,0.00,0.00,74.90,6.43,0.00,7.84,10.59
1140692,14.24,14.36,8,192,2158,0.00,0.00,74.90,7.83,0.00,9.29,12.16
1140864,14.80,14.36,8,192,2182,0.00,0.00,74.90,7.90,0.00,10.45,13.33
1141036,14.89,14.36,8,192,2203,0.00,0.00,74.90,8.46,0.00,10.74,13.33
1141207,14.84,14.36,8,192,2228,0.00,0.00,74.90,8.08,0.00,10.59,11.37
1141382,14.76,14.36,8,192,2240,0.00,0.00,74.90,7.65,0.00,9.43,8.24
1141555,14.03,14.36,8,192,2247,0.00,0.00,74.90,6.23,0.00,7.98,3.92
1141715,12.67,14.36,8,192,2255,0.00,0.00,74.90,3.85,0.00,5.22,2.75
