Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
414719,0.00,0.00,16,6.92,1.56,6.25,-4.69,8,133
414759,0.00,0.00,16,6.92,1.56,6.25,-4.69,8,133
414799,0.00,0.00,16,7.29,1.56,5.47,-4.69,8,133
414839,0.00,0.00,16,7.29,1.56,4.69,-4.69,8,133
414879,0.00,0.00,16,7.29,1.56,5.47,-4.69,8,133
414919,0.00,0.00,16,7.54,1.58,5.47,-4.69,8,133
414959,0.00,0.00,16,7.54,1.58,6.25,-4.69,8,133
414995,0.00,0.00,16,7.62,1.56,6.25,-4.69,8,133
415035,0.00,0.00,16,7.62,1.56,7.03,-4.69,8,133
415075,0.00,0.00,16,7.50,1.56,7.03,-4.69,8,133
415112,0.00,0.00,16,7.78,1.58,7.03,-4.69,8,133
415152,0.00,0.00,16,7.78,1.58,7.03,-4.69,8,133
415186,0.00,0.00,16,7.11,1.52,7.03,-4.69,8,133
415228,0.00,0.00,16,7.11,1.52,7.03,-4.69,8,133
415264,0.00,0.00,16,6.62,1.52,7.03,-4.69,8,133
415304,0.00,0.00,16,7.06,1.56,7.03,-4.69,8,133
415344,0.00,0.00,16,7.06,1.56,7.03,-4.69,8,133
415384,0.00,0.00,16,7.30,1.54,6.25,-4.69,8,133
415424,0.00,0.00,16,7.30,1.54,6.25,-4.69,8,133
415456,0.00,0.00,16,7.66,1.60,6.25,-4.69,8,133
415497,0.00,0.00,16,7.86,1.60,7.03,-4.69,8,133
415537,0.00,0.00,16,7.86,1.60,6.25,-4.69,8,133
415577,0.00,0.00,16,7.66,1.56,7.03,-4.69,8,133
415617,0.00,0.00,16,7.66,1.56,7.03,-4.69,8,133
415655,0.00,0.00,16,7.03,1.54,7.03,-4.69,8,133
415695,0.00,0.00,16,6.77,1.52,7.03,-4.69,8,133
415727,0.00,0.00,16,6.77,1.52,7.03,-4.69,8,133
415769,0.00,0.00,16,6.73,1.52,7.03,-4.69,8,133
415812,0.00,0.00,16,6.73,1.52,7.03,-4.69,8,133
415848,0.00,0.00,16,7.66,1.58,6.25,-4.69,8,133
415888,0.00,0.00,16,7.70,1.60,7.03,-4.69,8,133
415920,0.00,0.00,16,7.70,1.60,7.03,-4.69,8,133
415960,0.00,0.00,16,7.26,1.58,7.81,-4.69,8,133
416000,0.00,0.00,16,7.26,1.58,7.81,-4.69,8,133
416040,0.00,0.00,16,7.34,1.56,7.81,-4.69,8,133
416080,0.00,0.00,16,7.34,1.56,8.59,-4.69,8,133
416116,0.00,0.00,16,7.26,1.58,8.59,-4.69,8,133
416156,0.00,0.00,16,7.82,1.60,8.59,-4.69,8,133
416196,0.00,0.00,16,7.82,1.60,9.38,-4.69,8,133
416235,0.00,0.00,16,7.46,1.56,7.81,-4.69,8,133
416271,0.00,0.00,16,7.46,1.56,8.59,-4.69,8,133
416312,0.00,0.00,16,7.26,1.54,8.59,-4.69,8,133
416353,0.00,0.00,16,7.26,1.56,8.59,-4.69,8,133
416385,0.00,0.00,16,7.26,1.56,8.59,-4.69,8,133
416432,0.00,0.00,16,7.66,1.60,8.59,-4.69,8,133
416464,0.00,0.00,16,7.66,1.60,7.81,-4.69,8,133
416502,0.00,0.00,16,7.82,1.60,6.25,-4.69,8,133
416542,0.00,0.00,16,7.06,1.56,7.03,-4.69,8,133
416583,0.00,0.00,16,7.06,1.56,7.03,-4.69,8,133
416623,0.00,0.00,16,7.26,1.56,7.03,-4.69,8,133
416663,0.00,0.00,16,7.26,1.56,6.25,-4.69,8,133
416700,0.00,0.00,16,7.46,1.56,7.03,-4.69,8,133
416739,0.00,0.00,16,7.62,1.58,6.25,-4.69,8,133
416775,0.00,0.00,16,7.62,1.58,7.03,-4.69,8,133
416816,0.00,0.00,16,7.82,1.60,4.69,-4.69,8,133
416855,0.00,0.00,16,7.82,1.60,5.47,-4.69,8,133
416895,0.00,0.00,16,7.66,1.56,4.69,-4.69,8,133
416932,0.00,0.00,16,7.66,1.56,6.25,-4.69,8,133
416971,0.00,0.00,16,6.59,1.50,6.25,-4.69,8,133
417010,0.00,0.00,16,7.62,1.56,7.03,-4.69,8,133
417050,0.00,0.00,16,7.62,1.56,7.03,-4.69,8,133
417087,0.00,0.00,16,7.54,1.58,7.03,-4.69,8,133
417126,0.00,0.00,16,7.54,1.58,6.25,-4.69,8,133
417166,0.00,0.00,16,7.26,1.58,7.03,-4.69,8,133
417203,0.00,0.00,16,7.70,1.58,6.25,-4.69,8,133
417243,0.00,0.00,16,7.70,1.58,7.03,-4.69,8,133
417277,0.00,0.00,16,7.03,1.56,7.03,-4.69,8,133
417317,0.00,0.00,16,7.03,1.56,7.81,-4.69,8,133
417357,0.00,0.00,16,7.50,1.54,7.81,-4.69,8,133
417397,0.00,0.00,16,7.41,1.58,7.03,-4.69,8,133
417437,0.00,0.00,16,7.41,1.58,7.03,-4.69,8,133
417476,0.00,0.00,16,7.86,1.60,5.47,-4.69,8,133
417511,0.00,0.00,16,7.86,1.60,7.03,-4.69,8,133
417551,0.00,0.00,16,6.92,1.56,6.25,-4.69,8,133
417586,0.00,0.00,16,6.92,1.56,7.03,-4.69,8,133
417626,0.00,0.00,16,7.46,1.56,6.25,-4.69,8,133
417666,0.00,0.00,16,7.70,1.58,6.25,-4.69,8,133
417708,0.00,0.00,16,7.70,1.58,5.47,-4.69,8,133
417740,0.00,0.00,16,7.82,1.60,4.69,-4.69,8,133
417783,0.00,0.00,16,7.82,1.60,5.47,-4.69,8,133
417823,0.00,0.00,16,7.78,1.60,4.69,-4.69,8,133
417863,0.00,0.00,16,7.46,1.56,5.47,-4.69,8,133
417903,0.00,0.00,16,7.46,1.56,6.25,-4.69,8,133
417939,0.00,0.00,16,7.32,1.58,7.03,-4.69,8,133
417979,0.00,0.00,16,7.32,1.58,7.03,-4.69,8,133
418011,0.00,0.00,16,7.37,1.58,7.03,-4.69,8,133
418051,0.00,0.00,16,7.57,1.56,6.25,-4.69,8,133
418091,0.00,0.00,16,7.57,1.56,5.47,-4.69,8,133
418135,0.00,0.00,16,7.37,1.52,4.69,-4.69,8,133
418167,0.00,0.00,16,7.37,1.52,4.69,-4.69,8,133
418209,0.00,0.00,16,7.18,1.58,4.69,-4.69,8,133
418249,0.00,0.00,16,7.86,1.60,4.69,-4.69,8,133
418289,0.00,0.00,16,7.86,1.60,5.47,-4.69,8,133
418329,0.00,0.00,16,7.34,1.56,4.69,-4.69,8,133
418365,0.00,0.00,16,7.34,1.56,6.25,-4.69,8,133
418403,0.00,0.00,16,6.99,1.54,5.47,-4.69,8,133
418443,0.00,0.00,16,7.17,1.58,6.25,-4.69,8,133
418480,0.00,0.00,16,7.17,1.58,4.69,-4.69,8,133
418520,0.00,0.00,16,7.57,1.60,5.47,-4.69,8,133
418560,0.00,0.00,16,7.57,1.60,6.25,-4.69,8,133
418592,0.00,0.00,16,7.98,1.56,6.25,-4.69,8,133
418636,0.00,0.00,16,7.98,1.56,6.25,-4.69,8,133
418675,0.00,0.00,16,7.57,1.56,6.25,-4.69,8,133
418714,0.00,0.00,16,7.94,1.60,6.25,-4.69,8,133
418754,0.00,0.00,16,7.94,1.60,6.25,-4.69,8,133
418790,0.00,0.00,16,8.14,1.60,5.47,-4.69,8,133
418831,0.00,0.00,16,8.14,1.60,6.25,-4.69,8,133
418871,0.00,0.00,16,8.14,1.60,6.25,-3.91,8,133
418903,0.00,0.00,16,8.11,1.62,6.25,-3.91,8,133
418947,0.00,0.00,16,8.11,1.62,6.25,-3.91,8,133
418985,0.00,0.00,16,8.14,1.62,6.25,-3.91,8,133
419025,0.00,0.00,16,8.14,1.62,6.25,-3.91,8,133
419057,0.00,0.00,16,8.23,1.62,5.47,-3.91,8,133
419097,0.00,0.00,16,8.36,1.62,4.69,-3.91,8,133
419145,0.00,0.00,16,8.36,1.62,3.91,-3.91,8,133
419177,0.00,0.00,16,8.22,1.62,3.12,-3.91,8,133
419217,0.00,0.00,16,8.22,1.62,2.34,-3.91,8,133
419257,0.00,0.00,16,8.23,1.62,2.34,-3.91,8,133
419289,0.00,0.00,16,8.23,1.62,1.56,-3.91,8,133
419333,0.00,0.00,16,8.23,1.62,1.56,-3.91,8,133
419373,0.00,0.00,16,8.27,1.62,0.00,-3.91,8,133
419406,0.00,0.00,16,8.27,1.62,0.00,-3.91,8,133
419446,0.00,0.00,16,8.27,1.62,-0.78,-3.91,8,133
419486,0.00,0.00,16,8.27,1.62,-1.56,-3.91,8,133
419526,0.00,0.00,16,8.39,1.62,-0.78,-3.91,8,133
419565,0.00,0.00,16,8.35,1.64,-1.56,-3.91,8,133
419602,0.00,0.00,16,8.35,1.64,-1.56,-3.91,8,133
419642,0.00,0.00,16,8.39,1.62,-0.78,-3.91,8,133
419682,0.00,0.00,16,8.39,1.62,-0.78,-3.91,8,133
419717,0.00,0.00,16,8.23,1.62,-0.78,-3.91,8,133
419758,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
419799,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
419833,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
419875,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
419915,0.00,0.00,16,8.27,1.62,-1.56,-3.91,8,133
419947,0.00,0.00,16,8.31,1.64,-1.56,-3.91,8,133
419987,0.00,0.00,16,8.31,1.64,-1.56,-3.91,8,133
420031,0.00,0.00,16,8.39,1.64,-1.56,-3.91,8,133
420063,0.00,0.00,16,8.39,1.64,-1.56,-3.91,8,133
420102,0.00,0.00,16,8.27,1.62,-1.56,-3.91,8,133
420142,0.00,0.00,16,8.31,1.62,-0.78,-3.91,8,133
420182,0.00,0.00,16,8.31,1.62,-0.78,-3.91,8,133
420224,0.00,0.00,16,8.36,1.62,-0.78,-3.91,8,133
420260,0.00,0.00,16,8.36,1.62,-0.78,-3.91,8,133
420302,0.00,0.00,16,8.31,1.62,-0.78,-3.91,8,133
420341,0.00,0.00,16,8.31,1.62,-1.56,-3.91,8,133
420373,0.00,0.00,16,8.27,1.62,-1.56,-3.91,8,133
420413,0.00,0.00,16,8.36,1.62,-1.56,-3.91,8,133
420453,0.00,0.00,16,8.36,1.62,-1.56,-3.91,8,133
420493,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
420533,0.00,0.00,16,8.23,1.62,-2.34,-3.91,8,133
420573,0.00,0.00,16,8.23,1.62,-1.56,-3.91,8,133
420605,0.00,0.00,16,8.23,1.62,-2.34,-3.91,8,133
420645,0.00,0.00,16,8.23,1.62,-2.34,-3.91,8,133
420687,0.00,0.00,16,8.36,1.62,-2.34,-3.91,8,133
420727,0.00,0.00,16,8.36,1.62,-2.34,-3.91,8,133
420759,0.00,0.00,16,8.39,1.62,-2.34,-3.91,8,133
420803,0.00,0.00,16,8.39,1.64,-2.34,-3.91,8,133
420843,0.00,0.00,16,8.39,1.64,-2.34,-3.91,8,133
420883,0.00,0.00,16,8.47,1.64,-2.34,-3.91,8,133
420917,0.00,0.00,16,8.47,1.64,-2.34,-3.91,8,133
420957,0.00,0.00,16,8.56,1.64,-1.56,-3.91,8,133
420993,0.00,0.00,16,8.56,1.64,-1.56,-3.91,8,133
421033,0.00,0.00,16,8.47,1.64,-1.56,-3.91,8,133
421073,0.00,0.00,16,8.47,1.64,-1.56,-3.91,8,133
421109,0.00,0.00,16,8.47,1.64,-1.56,-3.91,8,133
421148,0.00,0.00,16,8.47,1.64,-1.56,-3.91,8,133
421188,0.00,0.00,16,8.47,1.64,-2.34,-3.91,8,133
421224,0.00,0.00,16,8.19,1.60,-2.34,-3.91,8,133
421268,0.00,0.00,16,7.29,1.54,-2.34,-3.91,8,133
421308,0.00,0.00,16,7.29,1.54,-3.12,-3.91,8,133
421348,0.00,0.00,16,6.70,1.50,-3.12,-3.91,8,133
421384,0.00,0.00,16,6.70,1.50,-3.12,-3.91,8,133
421424,0.00,0.00,16,6.18,1.48,-3.12,-3.91,8,133
421459,0.00,0.00,16,5.68,1.44,-3.12,-3.91,8,133
421499,0.00,0.00,16,5.68,1.44,-3.12,-3.91,8,133
421539,0.00,0.00,16,5.17,1.42,0.00,-3.91,10,133
421576,0.00,0.00,16,5.17,1.42,0.00,-3.91,10,133
421612,0.00,0.00,16,5.04,1.40,0.00,-3.91,10,133
421652,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,133
421692,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,133
421732,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
421772,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
421812,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,133
421852,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
421884,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
421924,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,133
421964,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,133
422004,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422044,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422081,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,133
422120,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422158,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422198,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422234,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422270,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422310,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422354,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422392,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422432,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,133
422469,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422509,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
422541,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
422581,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422621,0.00,0.00,16,5.49,1.44,0.00,-3.91,10,133
422664,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
422697,0.00,0.00,16,5.43,1.44,0.00,-3.91,10,133
422737,0.00,0.00,16,5.21,1.42,0.00,-3.91,10,133
422777,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
422816,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
422856,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
422893,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
422933,0.00,0.00,16,5.04,1.40,0.00,-3.91,10,133
422973,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423013,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423049,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423089,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423125,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423165,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423205,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,133
423245,0.00,0.00,16,5.01,1.40,0.00,-3.91,10,133
423279,0.00,0.00,16,5.01,1.40,0.00,-3.91,10,133
423319,0.00,0.00,16,4.97,1.40,0.00,-3.91,10,133
423361,0.00,0.00,16,4.91,1.40,0.00,-3.91,10,133
423394,0.00,0.00,16,4.91,1.40,0.00,-3.91,10,133
423434,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,133
423476,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,133
423516,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
423548,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
423592,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
423632,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
423672,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,133
423711,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,133
423743,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,133
423783,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
423821,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
423861,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
423901,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
423941,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,133
423981,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,133
424015,0.00,0.00,16,4.73,1.38,0.00,-3.91,8,133
424056,0.00,0.00,16,4.73,1.38,-0.78,-3.91,8,133
424096,0.00,0.00,16,4.66,1.36,-1.56,-3.91,8,133
424136,0.00,0.00,16,4.66,1.36,-2.34,-3.91,8,133
424172,0.00,0.00,16,4.63,1.36,-2.34,-3.91,8,133
424212,0.00,0.00,16,4.57,1.36,-3.12,-3.91,8,133
424247,0.00,0.00,16,4.57,1.36,-3.12,-3.91,8,133
424283,0.00,0.00,16,4.53,1.36,-3.91,-3.91,8,133
424325,0.00,0.00,16,4.53,1.36,-4.69,-3.91,8,133
424365,0.00,0.00,16,4.46,1.36,-4.69,-3.91,8,133
424405,0.00,0.00,16,4.40,1.34,-4.69,-3.91,8,133
424437,0.00,0.00,16,4.40,1.34,-5.47,-3.91,8,133
424477,0.00,0.00,16,4.37,1.36,-5.47,-3.91,8,133
424517,0.00,0.00,16,4.37,1.36,-6.25,-3.91,8,133
424557,0.00,0.00,16,4.35,1.34,-6.25,-3.91,8,133
424593,0.00,0.00,16,4.35,1.34,-7.03,-3.91,8,133
424633,0.00,0.00,16,4.32,1.34,-7.03,-3.91,8,133
424673,0.00,0.00,16,4.32,1.34,-7.81,-3.91,8,133
424713,0.00,0.00,16,4.32,1.34,-7.81,-3.91,8,133
424753,0.00,0.00,16,4.32,1.34,-8.59,-3.91,8,133
424785,0.00,0.00,16,4.32,1.34,-8.59,-3.91,8,133
424830,0.00,0.00,16,4.29,1.34,-8.59,-3.91,8,133
424869,0.00,0.00,16,4.29,1.34,-9.38,-3.91,8,133
424909,0.00,0.00,16,4.29,1.34,-10.16,-3.91,8,133
424942,0.00,0.00,16,4.35,1.34,-10.16,-3.91,8,133
424982,0.00,0.00,16,4.35,1.34,-10.16,-3.91,8,133
425022,0.00,0.00,16,4.32,1.34,-10.94,-3.91,8,133
425061,0.00,0.00,16,4.29,1.34,-10.94,-3.91,8,133
425101,0.00,0.00,16,4.29,1.34,-11.72,-3.91,8,133
425141,0.00,0.00,16,4.18,1.32,-11.72,-3.91,8,133
425181,0.00,0.00,16,4.18,1.32,-12.50,-3.91,8,133
425213,0.00,0.00,16,4.13,1.32,-12.50,-3.91,8,133
425255,0.00,0.00,16,3.99,1.30,-13.28,-3.91,8,133
425295,0.00,0.00,16,3.99,1.30,-13.28,-3.91,8,133
425332,0.00,0.00,16,3.58,1.28,-13.28,-3.91,8,133
425372,0.00,0.00,16,3.58,1.28,-13.28,-3.91,8,133
425412,0.00,0.00,16,3.45,1.26,-14.06,-3.91,8,133
425445,0.00,0.00,16,3.45,1.26,-14.06,-3.91,8,133
425489,0.00,0.00,16,3.45,1.26,-14.06,-3.91,8,133
425525,0.00,0.00,16,3.52,1.28,-14.06,-3.91,8,133
425565,0.00,0.00,16,3.52,1.28,-14.84,-3.91,8,133
425605,0.00,0.00,16,3.60,1.26,-14.84,-3.91,8,133
425637,0.00,0.00,16,3.60,1.26,-14.84,-3.91,8,133
425681,0.00,0.00,16,3.47,1.26,-14.84,-3.91,8,133
425715,0.00,0.00,16,3.40,1.24,-14.84,-3.91,8,133
425755,0.00,0.00,16,3.40,1.24,-14.84,-3.91,8,133
425795,0.00,0.00,16,3.42,1.26,-14.84,-3.91,8,133
425838,0.00,0.00,16,3.42,1.26,-14.84,-3.91,8,133
425878,0.00,0.00,16,3.52,1.26,-14.84,-3.91,8,133
425918,0.00,0.00,16,3.58,1.26,-14.84,-3.91,8,133
425951,0.00,0.00,16,3.58,1.26,-14.84,-3.91,8,133
425991,0.00,0.00,16,3.58,1.26,-14.06,-3.91,8,133
426024,0.00,0.00,16,3.58,1.26,-14.06,-3.91,8,133
426064,0.00,0.00,16,3.56,1.26,-14.06,-3.91,8,133
426104,0.00,0.00,16,3.56,1.26,-14.06,-3.91,8,133
426147,0.00,0.00,16,3.47,1.26,-14.06,-3.91,8,133
426187,0.00,0.00,16,3.40,1.26,-13.28,-3.91,8,133
426222,0.00,0.00,16,3.40,1.26,-13.28,-3.91,8,133
426262,0.00,0.00,16,3.38,1.26,-13.28,-3.91,8,133
426301,0.00,0.00,16,3.38,1.26,-13.28,-3.91,8,133
426341,0.00,0.00,16,3.42,1.28,-12.50,-3.91,8,133
426381,0.00,0.00,16,3.47,1.26,-12.50,-3.91,8,133
426415,0.00,0.00,16,3.47,1.26,-12.50,-3.91,8,133
426455,0.00,0.00,16,3.52,1.26,-12.50,-3.91,8,133
426495,0.00,0.00,16,3.52,1.26,-11.72,-3.91,8,133
426527,0.00,0.00,16,3.47,1.26,-11.72,-3.91,8,133
426567,0.00,0.00,16,3.38,1.24,-11.72,-3.91,8,133
426610,0.00,0.00,16,3.38,1.24,-11.72,-3.91,8,133
426651,0.00,0.00,16,3.36,1.24,-10.94,-3.91,8,133
426687,0.00,0.00,16,3.36,1.24,-10.94,-3.91,8,133
426723,0.00,0.00,16,3.33,1.26,-10.94,-3.91,8,133
426763,0.00,0.00,16,3.36,1.26,-10.94,-3.91,8,133
426803,0.00,0.00,16,3.36,1.26,-10.16,-3.91,8,133
426837,0.00,0.00,16,3.49,1.26,-10.16,-3.91,8,133
426877,0.00,0.00,16,3.49,1.26,-10.16,-3.91,8,133
426917,0.00,0.00,16,3.47,1.26,-10.16,-3.91,8,133
426957,0.00,0.00,16,3.47,1.26,-10.16,-3.91,8,133
426997,0.00,0.00,16,3.52,1.28,-10.16,-4.69,8,133
427037,0.00,0.00,16,3.52,1.26,-10.16,-4.69,8,133
427069,0.00,0.00,16,3.52,1.26,-9.38,-4.69,8,133
427109,0.00,0.00,16,3.47,1.24,-9.38,-4.69,8,133
427148,0.00,0.00,16,3.47,1.24,-9.38,-4.69,8,133
427188,0.00,0.00,16,3.42,1.24,-9.38,-4.69,8,133
427228,0.00,0.00,16,3.40,1.26,-9.38,-4.69,8,133
427265,0.00,0.00,16,3.40,1.26,-9.38,-4.69,8,135
427305,0.00,0.00,16,3.40,1.26,-9.38,-4.69,8,135
427345,0.00,0.00,16,3.40,1.26,-9.38,-4.69,8,135
427383,0.00,0.00,16,3.49,1.26,-9.38,-4.69,8,135
427427,0.00,0.00,16,3.49,1.28,-9.38,-4.69,8,135
427459,0.00,0.00,16,3.49,1.28,-9.38,-4.69,8,135
427499,0.00,0.00,16,3.56,1.28,-9.38,-4.69,8,135
427539,0.00,0.00,16,3.56,1.28,-8.59,-4.69,8,135
427579,0.00,0.00,16,3.60,1.26,-8.59,-4.69,8,135
427611,0.00,0.00,16,3.63,1.28,-8.59,-4.69,8,135
427651,0.00,0.00,16,3.63,1.28,-8.59,-4.69,8,135
427691,0.00,0.00,16,3.58,1.28,-8.59,-4.69,8,135
427731,0.00,0.00,16,3.58,1.28,-8.59,-4.69,8,135
427771,0.00,0.00,16,3.58,1.28,-8.59,-4.69,8,135
427811,0.00,0.00,16,3.58,1.28,-8.59,-4.69,8,135
427850,0.00,0.00,16,3.47,1.26,-8.59,-4.69,8,135
427882,0.00,0.00,16,3.49,1.28,-8.59,-4.69,8,135
427928,0.00,0.00,16,3.49,1.28,-8.59,-4.69,8,135
427960,0.00,0.00,16,3.60,1.28,-8.59,-4.69,8,135
428004,0.00,0.00,16,3.60,1.28,-8.59,-4.69,8,135
428044,0.00,0.00,16,3.67,1.28,-7.81,-4.69,8,135
428076,0.00,0.00,16,3.67,1.28,-7.81,-4.69,8,135
428116,0.00,0.00,16,3.67,1.28,-7.81,-4.69,8,135
428158,0.00,0.00,16,3.67,1.28,-7.81,-4.69,8,135
428196,0.00,0.00,16,3.67,1.28,-7.81,-4.69,8,135
428232,0.00,0.00,16,3.63,1.26,-7.81,-4.69,8,135
428272,0.00,0.00,16,3.58,1.28,-7.81,-4.69,8,135
428312,0.00,0.00,16,3.58,1.28,-7.81,-4.69,8,135
428352,0.00,0.00,16,3.60,1.28,-7.81,-4.69,8,135
428388,0.00,0.00,16,3.60,1.28,-7.03,-4.69,8,135
428428,0.00,0.00,16,3.70,1.28,-7.03,-4.69,8,135
428467,0.00,0.00,16,3.70,1.30,-7.03,-4.69,8,135
428503,0.00,0.00,16,3.70,1.30,-7.03,-4.69,8,135
428543,0.00,0.00,16,3.78,1.30,-7.03,-4.69,8,135
428583,0.00,0.00,16,3.78,1.30,-7.03,-4.69,8,135
428622,0.00,0.00,16,3.73,1.28,-7.03,-4.69,8,135
428662,0.00,0.00,16,3.73,1.28,-7.03,-4.69,8,135
428699,0.00,0.00,16,3.70,1.28,-6.25,-4.69,8,135
428735,0.00,0.00,16,3.67,1.30,-6.25,-4.69,8,135
428775,0.00,0.00,16,3.67,1.30,-6.25,-4.69,8,135
428815,0.00,0.00,16,3.80,1.28,-6.25,-4.69,8,135
428855,0.00,0.00,16,3.80,1.28,-6.25,-4.69,8,135
428895,0.00,0.00,16,3.83,1.30,-6.25,-4.69,8,135
428927,0.00,0.00,16,3.83,1.30,-6.25,-4.69,8,135
428971,0.00,0.00,16,3.83,1.30,-6.25,-4.69,8,135
429011,0.00,0.00,16,3.88,1.30,-6.25,-4.69,8,135
429046,0.00,0.00,16,3.88,1.30,-6.25,-4.69,8,135
429082,0.00,0.00,16,3.78,1.28,-6.25,-4.69,8,135
429122,0.00,0.00,16,3.76,1.30,-6.25,-4.69,8,135
429162,0.00,0.00,16,3.76,1.30,-6.25,-4.69,8,135
429204,0.00,0.00,16,3.93,1.32,-6.25,-4.69,8,135
429236,0.00,0.00,16,3.93,1.32,-6.25,-4.69,8,135
429276,0.00,0.00,16,3.99,1.30,-6.25,-4.69,8,135
429318,0.00,0.00,16,3.96,1.32,-6.25,-4.69,8,135
429358,0.00,0.00,16,3.96,1.32,-6.25,-4.69,8,135
429396,0.00,0.00,16,3.93,1.30,-6.25,-4.69,8,135
429434,0.00,0.00,16,3.93,1.30,-5.47,-4.69,8,135
429474,0.00,0.00,16,3.88,1.30,-6.25,-4.69,8,135
429510,0.00,0.00,16,3.88,1.30,-6.25,-4.69,8,135
429548,0.00,0.00,16,3.83,1.30,-6.25,-4.69,8,135
429588,0.00,0.00,16,3.83,1.32,-6.25,-4.69,8,135
429625,0.00,0.00,16,3.83,1.32,-6.25,-4.69,8,135
429665,0.00,0.00,16,4.15,1.34,-6.25,-4.69,8,135
429703,0.00,0.00,16,4.15,1.34,-6.25,-4.69,8,135
429744,0.00,0.00,16,4.55,1.40,-6.25,-4.69,8,135
429783,0.00,0.00,16,5.04,1.42,-6.25,-4.69,8,135
429823,0.00,0.00,16,5.04,1.42,-6.25,-4.69,8,135
429855,0.00,0.00,16,5.21,1.42,-6.25,-4.69,8,135
429895,0.00,0.00,16,5.21,1.42,-6.25,-4.69,8,135
429935,0.00,0.00,16,5.17,1.40,-5.47,-4.69,8,135
429978,0.00,0.00,16,5.14,1.40,-5.47,-4.69,8,135
430010,0.00,0.00,16,5.14,1.40,-5.47,-4.69,8,135
430054,0.00,0.00,16,5.17,1.44,-5.47,-4.69,8,135
430088,0.00,0.00,16,5.17,1.44,-5.47,-4.69,8,135
430128,0.00,0.00,16,5.33,1.44,-5.47,-4.69,8,135
430170,0.00,0.00,16,5.55,1.44,-4.69,-4.69,8,135
430210,0.00,0.00,16,5.55,1.44,-4.69,-4.69,8,135
