Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
439139,14.10,0.25,1716,0.00,0.00,16,32.73,32.00,14.02,-1.49,0.84,178
439327,14.44,0.25,1727,0.00,0.00,16,33.09,32.50,14.28,-1.49,0.84,178
439514,14.39,0.24,1754,0.00,0.00,16,33.44,33.00,14.15,-1.49,0.86,178
439686,14.51,0.23,1802,0.00,0.00,16,34.14,34.00,13.71,-1.49,0.86,178
439874,14.82,0.23,1838,0.00,0.00,16,34.84,34.50,14.15,-1.49,0.86,178
440061,14.26,0.23,1878,0.00,0.00,16,35.90,35.50,14.02,-1.49,0.86,178
440248,14.69,0.24,1892,0.00,0.00,16,36.95,36.00,14.73,-1.49,0.86,178
440420,14.55,0.23,1918,0.00,0.00,16,36.95,36.50,14.98,-1.49,0.84,178
440608,14.44,0.18,1954,0.00,0.00,16,35.20,36.50,10.24,-1.49,0.74,178
440795,13.18,0.13,1976,0.00,0.00,16,31.68,33.50,7.37,-1.49,0.66,178
440967,12.52,0.10,1968,0.00,0.00,16,16.21,19.50,5.58,-1.49,0.64,178
441155,12.41,0.09,1976,0.00,0.00,16,3.55,8.00,5.85,-1.49,0.64,178
441342,12.53,0.11,1940,0.00,0.00,16,3.91,3.50,6.84,-1.49,0.64,178
441514,12.19,0.11,1920,0.00,0.00,16,3.91,3.50,6.99,-1.49,0.64,178
441701,11.78,0.11,1910,0.00,0.00,16,4.26,3.50,6.77,-1.49,0.64,178
441889,11.78,0.11,1868,0.00,0.00,16,4.26,4.00,6.77,-1.49,0.64,180
442061,11.50,0.11,1861,0.00,0.00,16,4.26,4.00,6.55,-1.49,0.64,180
442248,12.23,0.11,1847,0.00,0.00,16,4.61,4.50,6.55,-1.49,0.64,180
442436,12.63,0.11,1821,0.00,0.00,16,4.96,4.50,6.40,-1.49,0.64,180
442623,13.51,0.11,1784,0.00,0.00,16,4.96,11.50,6.37,-1.49,0.64,180
442795,14.10,0.11,1780,0.00,0.00,16,4.96,10.50,6.26,-1.49,0.64,180
442982,14.20,0.11,1765,0.00,0.00,16,5.31,10.00,6.18,-1.49,0.64,180
443154,15.30,0.12,1729,0.00,0.00,16,5.31,11.50,6.99,-1.49,0.64,180
443342,15.43,0.11,1688,0.00,0.00,16,5.66,13.50,6.26,-1.49,0.64,180
443529,15.09,0.11,1698,0.00,0.00,16,5.66,9.50,6.11,-1.49,0.64,180
443717,14.90,0.11,1701,0.00,0.00,16,5.66,10.00,6.07,-1.49,0.64,180
443889,14.95,0.11,1661,0.00,0.00,16,6.02,10.00,6.00,-1.49,0.64,180
444076,15.08,0.11,1633,0.00,0.00,16,6.02,12.50,6.00,-1.49,0.64,180
444248,15.06,0.11,1629,0.00,0.00,16,6.02,10.50,5.94,-1.49,0.64,180
444436,15.14,0.11,1606,0.00,0.00,16,6.02,10.50,5.94,-1.49,0.64,180
444623,15.14,0.11,1590,0.00,0.00,16,6.37,13.00,5.91,-1.49,0.64,180
444810,15.08,0.11,1581,0.00,0.00,16,6.37,11.00,5.94,-1.49,0.64,180
444982,15.11,0.11,1564,0.00,0.00,16,6.72,11.00,5.91,-1.49,0.64,180
445170,15.09,0.12,1559,0.00,0.00,16,6.72,9.50,5.94,-1.49,0.64,180
445357,15.01,0.12,1542,0.00,0.00,16,6.72,12.00,6.11,-1.49,0.64,180
445529,14.95,0.12,1498,0.00,0.00,16,6.72,14.00,6.22,-1.49,0.64,180
445717,14.87,0.12,1488,0.00,0.00,16,6.72,13.00,6.04,-1.49,0.66,180
445904,14.98,0.12,1483,0.00,0.00,16,7.07,12.00,5.91,-1.49,0.66,180
448891,14.77,0.16,1487,0.00,0.00,16,26.41,26.00,7.90,-1.49,0.74,180
449063,15.11,0.16,1496,0.00,0.00,16,26.41,26.00,7.90,-1.49,0.74,180
449251,14.65,0.15,1512,0.00,0.00,16,26.76,26.50,7.78,-1.49,0.76,180
449441,14.67,0.21,1536,0.00,0.00,16,28.52,28.50,10.89,-1.49,0.80,180
449613,14.21,0.23,1568,0.00,0.00,16,29.22,28.50,12.10,-1.49,0.82,180
449800,13.98,0.24,1582,0.00,0.00,16,29.92,29.00,12.59,-1.49,0.84,180
449988,14.58,0.25,1620,0.00,0.00,16,29.92,29.50,13.45,-1.49,0.84,180
450160,14.70,0.24,1652,0.00,0.00,16,30.98,30.50,13.32,-1.49,0.84,180
450347,14.79,0.24,1703,0.00,0.00,16,31.68,32.00,13.65,-1.49,0.84,180
450535,14.96,0.23,1749,0.00,0.00,16,33.09,32.00,13.39,-1.49,0.84,180
450707,14.98,0.23,1752,0.00,0.00,16,33.79,33.00,13.52,-1.49,0.82,180
450898,14.87,0.21,1785,0.00,0.00,16,34.14,33.00,12.37,-1.49,0.82,180
451070,14.75,0.20,1820,0.00,0.00,16,34.14,34.00,12.26,-1.49,0.78,180
451273,14.41,0.18,1854,0.00,0.00,16,33.79,33.50,10.45,-1.49,0.76,180
451445,13.40,0.14,1857,0.00,0.00,16,28.16,32.50,8.47,-1.49,0.64,180
454313,15.20,0.12,1576,0.00,0.00,16,6.37,12.00,6.11,-1.49,0.64,181
454485,15.22,0.11,1567,0.00,0.00,16,6.37,11.50,6.00,-1.49,0.64,181
454672,15.09,0.11,1556,0.00,0.00,16,6.72,10.50,5.94,-1.49,0.64,181
454860,15.03,0.12,1529,0.00,0.00,16,6.72,11.50,6.00,-1.49,0.64,181
455047,14.95,0.12,1526,0.00,0.00,16,6.72,11.50,6.15,-1.49,0.64,181
455219,14.87,0.13,1522,0.00,0.00,16,6.72,10.50,6.40,-1.49,0.66,181
455409,15.01,0.13,1497,0.00,0.00,16,6.72,12.00,6.51,-1.49,0.70,181
455581,15.37,0.14,1501,0.00,0.00,16,11.64,10.50,6.99,-1.49,0.72,181
455768,16.04,0.18,1491,0.00,0.00,16,19.02,14.00,8.14,-1.49,0.76,181
455955,16.23,0.21,1565,0.00,0.00,16,28.16,25.00,10.13,-1.49,0.80,181
456128,15.55,0.21,1562,0.00,0.00,16,28.87,28.50,11.09,-1.49,0.80,181
456316,14.63,0.22,1571,0.00,0.00,16,29.57,29.00,11.61,-1.49,0.82,181
456503,14.51,0.23,1580,0.00,0.00,16,29.57,29.00,12.10,-1.49,0.82,181
456675,14.82,0.24,1613,0.00,0.00,16,30.27,29.50,12.20,-1.49,0.86,181
456862,14.97,0.31,1659,0.00,0.00,16,33.44,32.50,16.44,-1.49,0.90,181
457050,13.54,0.33,1728,0.00,0.00,16,36.25,35.50,18.57,-1.49,0.96,181
457222,13.85,0.36,1766,0.00,0.00,16,36.60,36.50,21.19,-0.89,1.00,181
457409,14.18,0.38,1835,0.00,0.00,16,35.20,36.50,20.88,-0.58,1.04,181
457597,14.08,0.39,1904,0.00,0.00,16,35.90,35.00,24.71,0.97,1.08,181
457784,14.04,0.40,1980,0.00,0.00,16,36.60,36.00,26.10,1.57,1.10,181
457956,14.14,0.39,2057,0.00,0.00,16,36.95,36.50,26.82,1.28,1.10,181
458144,14.10,0.38,2126,0.00,0.00,16,38.71,37.50,27.57,1.28,1.06,181
458331,14.23,0.34,2209,0.00,0.00,16,42.23,40.00,24.87,-0.27,0.94,181
458503,12.74,0.25,2214,0.00,0.00,16,42.58,42.50,16.22,-2.42,0.82,181
458690,12.51,0.19,2262,0.00,0.00,16,33.44,40.00,12.41,-2.42,0.78,181
458878,12.18,0.16,2284,0.00,0.00,16,20.78,22.50,11.88,-2.73,0.76,181
459053,12.53,0.11,2249,0.00,0.00,16,8.12,6.00,6.44,-2.73,0.64,181
459241,11.82,0.11,2315,0.00,0.00,16,3.91,0.50,8.56,-2.42,0.64,181
459417,11.68,0.12,2214,0.00,0.00,16,3.91,3.50,9.13,-2.42,0.64,181
459605,11.79,0.12,2186,0.00,0.00,16,3.91,3.50,8.56,-2.42,0.64,181
459776,11.51,0.12,2165,0.00,0.00,16,3.91,3.50,8.44,-2.42,0.64,181
459979,12.09,0.14,2152,0.00,0.00,16,5.31,3.50,9.93,-2.11,0.64,181
460151,11.60,0.11,2112,0.00,0.00,16,3.55,3.50,7.82,-2.11,0.64,181
460338,11.48,0.11,2073,0.00,0.00,16,3.55,3.50,7.62,-1.80,0.64,181
460514,11.95,0.11,2060,0.00,0.00,16,3.55,3.50,7.41,-1.80,0.64,181
460701,12.19,0.11,2029,0.00,0.00,16,3.55,3.50,7.21,-1.80,0.64,181
460873,13.24,0.11,1990,0.00,0.00,16,3.55,3.50,7.29,-1.49,0.64,181
461061,14.48,0.11,1981,0.00,0.00,16,3.55,3.50,7.03,-1.49,0.64,183
461248,14.29,0.11,1954,0.00,0.00,16,3.91,3.50,7.14,-1.49,0.64,181
461424,14.12,0.11,1917,0.00,0.00,16,3.91,3.50,6.99,-1.49,0.64,183
461612,14.74,0.11,1896,0.00,0.00,16,4.26,4.00,6.84,-1.49,0.66,183
461784,14.51,0.11,1891,0.00,0.00,16,4.26,4.00,7.41,-1.49,0.64,183
461987,14.34,0.11,1858,0.00,0.00,16,4.26,4.00,6.59,-1.49,0.64,183
462159,15.27,0.11,1836,0.00,0.00,16,4.61,4.50,6.70,-1.49,0.64,183
462346,15.25,0.11,1809,0.00,0.00,16,4.96,10.50,6.66,-1.49,0.64,183
462534,15.06,0.11,1778,0.00,0.00,16,4.96,11.00,6.62,-1.49,0.64,183
462706,14.84,0.12,1732,0.00,0.00,16,4.96,13.00,6.66,-1.49,0.64,183
462893,14.90,0.12,1705,0.00,0.00,16,5.31,13.50,6.84,-1.49,0.66,183
463081,15.14,0.14,1706,0.00,0.00,16,6.37,12.00,7.62,-1.49,0.70,183
463252,15.43,0.13,1683,0.00,0.00,16,11.29,10.50,7.14,-1.49,0.70,183
463440,15.48,0.13,1672,0.00,0.00,16,16.56,13.50,7.50,-1.49,0.70,183
463627,15.64,0.13,1632,0.00,0.00,16,22.54,20.00,6.95,-1.49,0.72,183
463815,16.63,0.13,1640,0.00,0.00,16,28.16,26.50,7.41,-1.49,0.72,183
463987,16.80,0.14,1631,0.00,0.00,16,28.16,28.00,7.66,-1.49,0.74,183
464174,16.69,0.17,1635,0.00,0.00,16,29.57,29.00,9.22,-1.49,0.78,183
464346,15.80,0.18,1634,0.00,0.00,16,29.57,29.00,9.70,-1.49,0.78,183
464534,15.33,0.18,1634,0.00,0.00,16,29.22,29.50,10.08,-1.49,0.78,183
464721,15.72,0.18,1650,0.00,0.00,16,29.92,30.00,10.28,-1.49,0.78,183
464893,15.67,0.19,1664,0.00,0.00,16,30.27,30.00,10.43,-1.49,0.78,183
465080,14.93,0.19,1696,0.00,0.00,16,30.62,30.50,10.38,-1.49,0.78,183
465268,14.77,0.18,1699,0.00,0.00,16,31.33,30.50,10.08,-1.49,0.78,183
465440,14.58,0.18,1716,0.00,0.00,16,31.33,31.00,10.23,-1.49,0.78,183
465627,14.53,0.18,1747,0.00,0.00,16,31.33,31.50,10.33,-1.49,0.78,183
465815,14.44,0.18,1752,0.00,0.00,16,31.68,31.50,10.28,-1.49,0.78,183
466002,14.60,0.18,1763,0.00,0.00,16,32.03,32.00,10.38,-1.49,0.78,183
466174,14.42,0.17,1770,0.00,0.00,16,32.03,31.50,10.07,-1.49,0.78,183
466362,14.46,0.17,1801,0.00,0.00,16,32.38,32.00,10.08,-1.49,0.78,183
466549,14.40,0.18,1798,0.00,0.00,16,32.38,32.00,10.33,-1.49,0.78,183
466721,14.48,0.17,1812,0.00,0.00,16,32.73,32.00,10.17,-1.49,0.78,183
466908,14.30,0.17,1832,0.00,0.00,16,32.73,32.00,10.23,-1.49,0.78,183
467096,13.84,0.16,1841,0.00,0.00,16,32.73,33.00,10.23,-1.49,0.78,183
467268,14.12,0.16,1846,0.00,0.00,16,32.38,32.50,9.88,-1.49,0.78,183
467460,14.67,0.16,1861,0.00,0.00,16,33.09,33.00,9.88,-1.49,0.78,183
467632,14.77,0.16,1893,0.00,0.00,16,33.44,33.50,10.17,-1.49,0.78,183
467824,14.56,0.15,1878,0.00,0.00,16,33.44,33.00,10.08,-1.49,0.78,183
468011,14.44,0.16,1904,0.00,0.00,16,33.44,33.50,9.97,-1.49,0.78,183
468188,14.68,0.16,1938,0.00,0.00,16,34.14,34.00,10.07,-1.49,0.78,183
468375,14.08,0.15,1926,0.00,0.00,16,33.44,33.50,9.70,-1.49,0.78,183
468547,13.79,0.15,1925,0.00,0.00,16,33.44,33.50,9.53,-1.49,0.78,183
468734,14.31,0.16,1919,0.00,0.00,16,33.44,33.50,10.03,-1.49,0.78,183
468922,14.04,0.14,1927,0.00,0.00,16,33.44,33.50,9.61,-1.49,0.78,183
469094,14.67,0.14,1925,0.00,0.00,16,32.73,33.00,9.09,-1.49,0.74,183
469281,14.72,0.13,1925,0.00,0.00,16,32.38,32.00,8.11,-1.49,0.74,183
469469,14.57,0.12,1926,0.00,0.00,16,32.03,32.00,8.14,-1.49,0.74,183
469641,14.42,0.12,1937,0.00,0.00,16,32.38,32.00,7.82,-1.49,0.72,183
469828,14.33,0.12,1932,0.00,0.00,16,32.38,32.00,7.50,-1.49,0.72,183
470015,14.69,0.12,1926,0.00,0.00,16,32.03,32.00,7.41,-1.49,0.72,183
470187,14.22,0.11,1940,0.00,0.00,16,31.68,32.00,6.99,-1.49,0.70,183
470375,14.39,0.10,1904,0.00,0.00,16,30.27,31.00,6.59,-1.49,0.66,183
470562,14.41,0.09,1886,0.00,0.00,16,14.45,20.00,5.43,-1.49,0.64,183
470734,14.41,0.09,1888,0.00,0.00,16,4.26,4.00,5.94,-1.49,0.64,183
470922,14.85,0.10,1853,0.00,0.00,16,4.61,4.50,6.07,-1.49,0.64,183
471095,13.69,0.10,1834,0.00,0.00,16,4.61,4.50,6.15,-1.49,0.64,183
471283,13.57,0.10,1812,0.00,0.00,16,4.61,9.50,6.04,-1.49,0.64,183
471475,13.15,0.10,1772,0.00,0.00,16,4.96,12.00,6.00,-1.49,0.64,183
471651,12.98,0.11,1746,0.00,0.00,16,5.31,13.00,6.11,-1.49,0.64,185
471826,13.03,0.11,1737,0.00,0.00,16,5.31,11.50,6.04,-1.49,0.64,185
472013,13.17,0.11,1717,0.00,0.00,16,5.31,11.50,6.04,-1.49,0.64,185
472201,13.72,0.11,1672,0.00,0.00,16,5.66,13.50,6.04,-1.49,0.64,185
472388,14.06,0.11,1636,0.00,0.00,16,6.02,14.00,6.07,-1.49,0.64,185
472560,14.00,0.11,1629,0.00,0.00,16,6.02,13.00,6.00,-1.49,0.64,185
472748,13.98,0.11,1625,0.00,0.00,16,6.02,12.00,5.94,-1.49,0.64,185
472935,14.15,0.11,1629,0.00,0.00,16,6.37,10.50,6.07,-1.49,0.64,185
473107,14.18,0.12,1549,0.00,0.00,16,6.72,14.50,6.04,-1.49,0.64,185
473294,14.34,0.12,1428,0.00,0.00,16,7.07,15.00,5.52,-1.49,0.64,185
473482,14.08,0.13,1310,0.00,0.00,16,7.42,15.50,5.46,-1.49,0.64,185
473654,13.82,0.13,1236,0.00,0.00,16,7.42,15.50,5.36,-1.49,0.64,185
473841,13.44,0.13,1193,0.00,0.00,16,7.42,15.50,5.14,-1.18,0.64,185
474029,13.84,0.13,1114,0.00,0.00,16,7.77,15.50,4.88,-1.18,0.64,185
474201,14.50,0.15,1066,0.00,0.00,16,7.77,15.50,5.46,-1.18,0.64,185
474388,14.82,0.17,1094,0.00,0.00,16,7.77,14.50,6.33,-1.18,0.64,185
474575,15.27,0.16,1140,0.00,0.00,16,7.77,8.50,6.11,-1.18,0.64,185
474747,15.97,0.18,1106,0.00,0.00,16,7.77,11.50,6.55,-1.18,0.64,185
474951,16.52,0.17,1188,0.00,0.00,16,7.42,2.50,6.73,-1.18,0.64,185
475122,15.83,0.17,1210,0.00,0.00,16,7.42,1.00,6.77,-1.49,0.64,185
475310,15.20,0.17,1229,0.00,0.00,16,7.42,1.00,6.92,-1.49,0.64,185
475497,15.03,0.17,1229,0.00,0.00,16,7.42,1.50,6.92,-1.49,0.64,185
475669,14.95,0.17,1231,0.00,0.00,16,7.42,2.50,6.92,-1.49,0.64,185
475857,14.74,0.16,1255,0.00,0.00,16,7.42,1.50,6.77,-1.49,0.64,185
476044,14.68,0.16,1250,0.00,0.00,16,7.42,3.00,6.77,-1.49,0.64,185
476216,14.74,0.16,1264,0.00,0.00,16,7.42,2.50,6.84,-1.49,0.64,185
476404,15.04,0.16,1271,0.00,0.00,16,7.42,2.50,6.77,-1.49,0.64,185
476591,14.67,0.16,1271,0.00,0.00,16,7.42,3.50,6.66,-1.49,0.64,185
476778,14.69,0.16,1280,0.00,0.00,16,7.42,3.50,6.77,-1.49,0.64,185
476950,14.65,0.16,1273,0.00,0.00,16,7.42,4.50,6.62,-1.49,0.64,185
477138,14.65,0.15,1279,0.00,0.00,16,7.42,5.00,6.40,-1.49,0.64,185
477325,14.63,0.15,1270,0.00,0.00,16,7.42,6.50,6.33,-1.49,0.64,185
477497,14.70,0.15,1273,0.00,0.00,16,7.42,6.00,6.33,-1.49,0.64,185
477685,14.77,0.15,1272,0.00,0.00,16,7.42,6.50,6.33,-1.49,0.64,185
477872,14.63,0.15,1286,0.00,0.00,16,7.42,5.50,6.29,-1.49,0.64,185
478044,14.51,0.15,1281,0.00,0.00,16,7.42,6.50,6.22,-1.49,0.64,185
478232,14.42,0.15,1283,0.00,0.00,16,7.42,6.00,6.22,-1.49,0.64,185
478419,14.53,0.14,1270,0.00,0.00,16,7.42,7.50,6.11,-1.49,0.64,185
478591,14.46,0.14,1279,0.00,0.00,16,7.42,6.50,5.94,-1.49,0.64,185
478783,14.47,0.14,1264,0.00,0.00,16,7.42,8.00,5.98,-1.49,0.64,185
478970,14.63,0.14,1262,0.00,0.00,16,7.42,7.00,5.98,-1.49,0.64,185
479142,14.65,0.14,1258,0.00,0.00,16,7.42,7.00,5.98,-1.49,0.64,185
479330,14.63,0.14,1250,0.00,0.00,16,7.42,8.50,5.91,-1.49,0.64,185
479502,14.67,0.14,1246,0.00,0.00,16,7.42,8.50,5.87,-1.49,0.64,185
479694,14.67,0.14,1240,0.00,0.00,16,7.42,9.00,5.87,-1.49,0.64,185
479870,14.58,0.14,1233,0.00,0.00,16,7.42,9.50,5.81,-1.49,0.64,185
480058,14.60,0.14,1226,0.00,0.00,16,7.42,9.50,5.78,-1.49,0.64,185
480245,14.51,0.14,1221,0.00,0.00,16,7.42,9.50,5.74,-1.49,0.64,185
480423,14.51,0.14,1215,0.00,0.00,16,7.42,9.50,5.78,-1.49,0.64,185
480605,14.67,0.14,1218,0.00,0.00,16,7.42,8.00,5.72,-1.49,0.64,185
480792,15.09,0.14,1226,0.00,0.00,16,10.59,7.50,5.74,-1.49,0.64,185
480964,14.76,0.14,1240,0.00,0.00,16,10.59,9.50,5.78,-1.49,0.64,185
481151,14.26,0.14,1247,0.00,0.00,16,10.59,8.50,5.78,-1.49,0.64,185
481339,14.67,0.14,1252,0.00,0.00,16,10.59,8.50,5.85,-1.49,0.64,185
481511,14.72,0.14,1255,0.00,0.00,16,10.59,8.50,5.72,-1.49,0.64,185
481698,14.63,0.14,1257,0.00,0.00,16,10.59,8.50,5.72,-1.49,0.64,185
481886,14.51,0.14,1262,0.00,0.00,16,10.59,8.50,5.78,-1.49,0.64,185
482073,14.56,0.13,1254,0.00,0.00,16,10.59,9.50,5.62,-1.49,0.64,187
482245,14.54,0.14,1247,0.00,0.00,16,10.59,10.50,5.72,-1.49,0.64,185
482433,14.55,0.13,1265,0.00,0.00,16,10.59,8.50,5.65,-1.49,0.64,185
482604,14.37,0.13,1252,0.00,0.00,16,10.59,9.50,5.65,-1.49,0.64,187
482792,14.29,0.13,1255,0.00,0.00,16,10.59,10.00,5.55,-1.49,0.64,187
482979,14.25,0.13,1243,0.00,0.00,16,10.59,11.50,5.52,-1.49,0.64,187
483167,14.46,0.14,1238,0.00,0.00,16,10.59,11.50,5.59,-1.49,0.64,187
483342,14.48,0.13,1243,0.00,0.00,16,10.59,11.00,5.46,-1.49,0.64,187
483530,14.41,0.13,1229,0.00,0.00,16,10.59,12.00,5.46,-1.49,0.64,187
483702,14.44,0.13,1224,0.00,0.00,16,10.59,12.00,5.46,-1.49,0.64,187
483905,14.53,0.13,1230,0.00,0.00,16,10.59,11.00,5.49,-1.49,0.64,187
484077,14.65,0.13,1219,0.00,0.00,16,10.59,11.00,5.46,-1.49,0.64,187
484264,14.56,0.14,1223,0.00,0.00,16,10.59,11.50,5.52,-1.49,0.64,187
484436,14.60,0.13,1234,0.00,0.00,16,10.59,10.00,5.49,-1.49,0.64,187
484624,14.58,0.14,1232,0.00,0.00,16,10.59,10.00,5.59,-1.49,0.64,187
484811,14.50,0.14,1231,0.00,0.00,16,10.59,10.00,5.65,-1.49,0.64,187
484983,14.55,0.13,1224,0.00,0.00,16,10.59,10.00,5.49,-1.49,0.64,187
485170,14.51,0.14,1220,0.00,0.00,16,10.94,11.00,5.46,-1.49,0.64,187
485358,14.63,0.13,1223,0.00,0.00,16,10.59,10.50,5.46,-1.49,0.64,187
485530,14.67,0.14,1213,0.00,0.00,16,10.94,11.00,5.46,-1.49,0.64,187
485717,14.77,0.14,1214,0.00,0.00,16,10.94,10.50,5.55,-1.49,0.64,187
485905,14.76,0.14,1206,0.00,0.00,16,10.94,11.50,5.59,-1.49,0.64,187
486092,14.67,0.14,1208,0.00,0.00,16,10.59,11.00,5.65,-1.49,0.64,187
486264,14.74,0.14,1210,0.00,0.00,16,10.94,11.00,5.78,-1.49,0.64,187
486452,14.85,0.14,1209,0.00,0.00,16,10.59,11.00,5.72,-1.49,0.64,187
486639,14.98,0.14,1209,0.00,0.00,16,10.59,10.50,5.74,-1.49,0.64,187
486811,14.95,0.14,1212,0.00,0.00,16,10.94,10.00,5.72,-1.49,0.64,187
486998,14.95,0.14,1224,0.00,0.00,16,10.59,9.00,5.65,-1.49,0.64,187
487186,14.98,0.14,1211,0.00,0.00,16,10.59,10.50,5.74,-1.49,0.64,187
487358,15.02,0.14,1224,0.00,0.00,16,10.59,9.00,5.72,-1.49,0.64,187
487545,15.01,0.14,1220,0.00,0.00,16,10.94,11.50,5.72,-1.49,0.64,187
487733,14.95,0.14,1216,0.00,0.00,16,10.59,10.00,5.74,-1.49,0.64,187
487905,14.84,0.14,1217,0.00,0.00,16,10.59,10.50,5.72,-1.49,0.64,187
488092,14.77,0.14,1216,0.00,0.00,16,10.59,10.50,5.72,-1.49,0.64,187
488279,14.68,0.14,1216,0.00,0.00,16,10.59,10.50,5.65,-1.49,0.64,187
488451,14.56,0.14,1217,0.00,0.00,16,10.59,10.50,5.65,-1.49,0.64,187
488639,14.53,0.14,1218,0.00,0.00,16,10.94,10.00,5.68,-1.49,0.64,187
488826,14.58,0.14,1222,0.00,0.00,16,10.59,9.50,5.62,-1.49,0.64,187
488998,14.70,0.14,1214,0.00,0.00,16,10.94,10.50,5.59,-1.49,0.64,187
489186,14.82,0.14,1213,0.00,0.00,16,10.94,10.50,5.68,-1.49,0.64,187
489358,14.77,0.14,1215,0.00,0.00,16,10.59,11.00,5.72,-1.49,0.64,187
489545,14.72,0.14,1206,0.00,0.00,16,10.94,11.00,5.65,-1.18,0.64,187
489736,14.67,0.14,1204,0.00,0.00,16,10.94,11.00,5.78,-1.49,0.64,187
489908,14.62,0.14,1199,0.00,0.00,16,10.94,11.50,5.78,-1.49,0.64,187
490095,14.74,0.14,1209,0.00,0.00,16,10.59,9.50,5.78,-1.49,0.64,187
490283,14.82,0.14,1214,0.00,0.00,16,10.94,9.50,5.81,-1.49,0.64,187
490455,14.79,0.14,1218,0.00,0.00,16,10.59,9.50,5.91,-1.49,0.64,187
490642,14.80,0.14,1222,0.00,0.00,16,10.59,9.50,5.81,-1.49,0.64,187
490830,14.77,0.14,1227,0.00,0.00,16,10.59,9.00,5.85,-1.49,0.64,187
491017,14.77,0.14,1230,0.00,0.00,16,10.59,9.00,5.81,-1.49,0.64,187
491189,14.65,0.14,1240,0.00,0.00,16,10.59,8.00,5.85,-1.49,0.64,187
491377,14.77,0.14,1238,0.00,0.00,16,10.59,8.50,5.74,-1.49,0.64,187
491564,14.72,0.14,1240,0.00,0.00,16,10.59,8.50,5.78,-1.49,0.64,187
491736,14.66,0.14,1237,0.00,0.00,16,10.59,10.00,5.81,-1.49,0.64,187
491923,14.67,0.14,1222,0.00,0.00,16,10.59,11.00,5.78,-1.49,0.64,187
492111,14.53,0.14,1226,0.00,0.00,16,10.59,10.50,5.81,-1.49,0.64,187
492283,14.49,0.14,1219,0.00,0.00,16,10.59,11.00,5.87,-1.49,0.64,187
492470,14.53,0.14,1225,0.00,0.00,16,10.59,10.50,5.85,-1.49,0.64,187
492658,14.58,0.14,1221,0.00,0.00,16,10.59,10.50,5.85,-1.49,0.64,187
492830,14.61,0.14,1220,0.00,0.00,16,10.59,11.00,5.85,-1.49,0.64,187
493019,14.72,0.14,1218,0.00,0.00,16,10.59,11.00,5.87,-1.49,0.64,187
493206,14.72,0.14,1222,0.00,0.00,16,10.59,10.50,5.91,-1.49,0.64,187
493383,14.72,0.14,1219,0.00,0.00,16,10.59,10.50,5.85,-1.49,0.64,187
493570,14.65,0.14,1232,0.00,0.00,16,10.59,9.50,5.91,-1.49,0.64,187
493742,14.67,0.14,1238,0.00,0.00,16,10.59,9.00,5.91,-1.49,0.64,187
493930,14.65,0.14,1236,0.00,0.00,16,10.59,9.50,5.87,-1.49,0.64,187
494117,14.72,0.14,1228,0.00,0.00,16,10.59,9.50,5.87,-1.49,0.64,187
494289,14.65,0.15,1226,0.00,0.00,16,10.59,10.00,5.98,-1.49,0.64,187
494476,14.77,0.14,1232,0.00,0.00,16,10.59,9.50,5.91,-1.49,0.64,187
494664,14.70,0.15,1238,0.00,0.00,16,10.59,9.50,5.94,-1.49,0.64,187
494851,14.31,0.14,1251,0.00,0.00,16,10.59,8.00,6.00,-1.49,0.64,187
495039,14.75,0.14,1253,0.00,0.00,16,10.59,8.50,5.91,-1.49,0.64,187
495211,14.58,0.14,1254,0.00,0.00,16,10.59,8.00,5.91,-1.49,0.64,187
495398,14.67,0.14,1246,0.00,0.00,16,10.59,9.50,5.85,-1.49,0.64,187
495586,14.70,0.14,1246,0.00,0.00,16,10.59,9.50,5.91,-1.49,0.64,187
495773,15.14,0.14,1252,0.00,0.00,16,10.59,9.50,5.78,-1.49,0.64,187
495945,14.68,0.17,1247,0.00,0.00,16,11.29,10.50,7.03,-1.49,0.72,187
496132,14.77,0.20,1349,0.00,0.00,16,16.56,13.00,9.04,-1.49,0.76,187
496304,13.46,0.19,1480,0.00,0.00,16,26.41,21.00,9.56,-1.49,0.80,187
496492,13.78,0.20,1680,0.00,0.00,16,31.33,31.00,11.25,-1.49,0.82,189
496680,14.95,0.24,1707,0.00,0.00,16,32.38,32.00,13.39,-1.49,0.86,187
496852,14.65,0.27,1730,0.00,0.00,16,33.09,32.50,15.48,-1.49,0.88,187
497039,14.44,0.30,1725,0.00,0.00,16,33.79,33.00,16.36,-1.49,0.90,187
497227,14.25,0.31,1676,0.00,0.00,16,34.14,33.50,17.33,-1.49,0.92,187
497399,14.30,0.33,1632,0.00,0.00,16,34.49,34.00,17.86,-1.49,0.92,187
497586,14.14,0.35,1596,0.00,0.00,16,35.20,34.50,18.18,-1.49,0.94,187
497774,14.06,0.35,1568,0.00,0.00,16,34.84,34.50,18.26,-1.49,0.94,187
497945,13.98,0.36,1555,0.00,0.00,16,32.38,33.50,18.57,-1.49,0.94,189
498133,13.79,0.37,1454,0.00,0.00,16,29.22,29.50,18.57,-1.49,0.94,189
